開放粵語詞典（黃錫凌數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
邊疆	bin1 gœŋ1	
邊個	bin1 gɔ3	誰，哪一個
邊個噶	bin1 gɔ3 ga3	誰的？
邊個嘅	bin1 gɔ3 gɛ3	誰的
邊境	bin1 gɪŋ2	
邊緣	bin1 jyn4	
邊一年	bin1 jɐt7 nin4	哪一年
邊日	bin1 jɐt9	哪一天
邊有咁大隻蛤乸隨街跳	bin1 jɐu5 gɐm3 dai6 dzɛk8 gɐp7 na2 tsœy4 gai1 tiu3	天上不會掉餡兒餅，沒有那麼便宜的事
鞭炮	bin1 pau3	
邊處	bin1 sy3	哪裡
邊處係呢	bin1 sy3 hɐi6 lɛ3	哪裡哪裡
鞭撻	bin1 tat8	
鞭笞	bin1 tsi1	
邊塞	bin1 tsɔi3	
貶低	bin2 dɐi1	
扁豆	bin2 dɐu6	
扁圓	bin2 jyn4	
扁平	bin2 pɪŋ4	
匾額	bin2 ŋak9	
變壓器	bin3 at8 hei3	
變調	bin3 diu6	
變化	bin3 fa3	
變化多端	bin3 fa3 dɔ1 dyn1	
變色龍	bin3 sik7 lʊŋ4	
變成	bin3 sɪŋ4	
變態	bin3 tai3	
變遷	bin3 tsin1	
便	bin6	面，邊
辨別	bin6 bit9	
辨别	bin6 bit9	
便捷	bin6 dzit9	
便當	bin6 dɔŋ3	
辯方	bin6 fɔŋ1	
便服	bin6 fʊk9	
變更	bin6 gɐŋ1	
辨認	bin6 jɪŋ6	
便利	bin6 lei6	
便利商店	bin6 lei6 sœŋ1 dim3	
辯論	bin6 lœn6	
便溺	bin6 niu6	
辯護	bin6 wu6	
咇	bit7	吱
必要	bit7 jiu3	
觱篥	bit7 lœt9	
必須	bit7 sœy1	
必需	bit7 sœy1	
必需品	bit7 sœy1 bɐn2	
咇出嚟	bit7 tsœt7 lei4	吱出來
鱉甲	bit8 gap8	
憋氣	bit8 hei3	
鱉魚	bit8 jy4	
憋悶	bit8 mun6	
彆扭	bit8 nɐu2	
別的	bit9 dik7	
別針	bit9 dzɐm1	
蹩腳	bit9 gœk8	
癟三	bit9 sam1	
別墅	bit9 sœy6	
錶	biu1	手錶
標本	biu1 bun2	
錶帶	biu1 dai3	
錶店	biu1 dim3	
標準	biu1 dzœn2	
標準化	biu1 dzœn2 fa3	
飆風	biu1 fʊŋ1	
鏢局	biu1 gʊk9	
錶殼	biu1 hɔk8	
標汗	biu1 hɔn6	出汗，流汗，冒汗
標語	biu1 jy5	
彪形大漢	biu1 jɪŋ4 dai6 hɔn3	
錶肉	biu1 jʊk9	錶瓤，錶芯
錶鏈	biu1 lin4	
錶面	biu1 min6	
標參	biu1 sɐm1	綁架，綁票
飆升	biu1 sɪŋ1	
標簽	biu1 tsim1	
錶廠	biu1 tsɔŋ2	
飆車	biu1 tsɛ1	
標青	biu1 tsɛŋ1	貌美出眾，拔尖兒，超群
標題	biu1 tɐi4	
表達	biu2 dat9	
表演	biu2 jin2	
表現	biu2 jin6	
表揚	biu2 jœŋ4	
表決	biu2 kyt8	
表決權	biu2 kyt8 kyn4	
表面	biu2 min6	
表示	biu2 si6	
表錯情	biu2 tsɔ3 tsɪŋ4	弄錯，誤解，誤會
表情	biu2 tsɪŋ4	
煲	bou1	煮
煲電話粥	bou1 din6 wa2 dzʊk7	打電話聊大天，打馬拉松電話，長篇大論，打電話聊天
煲仔飯	bou1 dzɐi2 fan6	砂鍋飯
煲粥	bou1 dzʊk7	煮粥
煲飯	bou1 fan6	煮飯
煲咖啡	bou1 ga3 fɛ1	煮咖啡
煲涼茶	bou1 lœŋ4 tsa4	煮去火湯藥，煮清涼茶
晡禮	bou1 lɐi5	
煲冇米粥	bou1 mou5 mɐi5 dzʊk7	說沒影兒的事
煲冇米粥，水汪汪	bou1 mou5 mɐi5 dzʊk7 sœy2 wɔŋ1 wɔŋ1	三十晚上走夜路，沒影兒的事
煲水	bou1 sœy2	燒水
煲水	bou1 sœy2	瞎編，無中生有
煲呔	bou1 tai1	領結
煲茶	bou1 tsa4	熬藥
煲湯	bou1 tɔŋ1	煮湯
簿	bou2	本子
保鏢	bou2 biu1	
寶寶	bou2 bou2	
補報	bou2 bou3	
寶貝	bou2 bui3	
寶貝仔	bou2 bui3 dzɐi2	寶貝兒子
補品	bou2 bɐn2	
寶地	bou2 dei6	
寶典	bou2 din2	
寶刀	bou2 dou1	
寶刀未老	bou2 dou1 mei6 lou5	
寶島	bou2 dou2	
補習	bou2 dzap9	
補習班	bou2 dzap9 ban1	
補綴	bou2 dzœy6	
保障	bou2 dzœŋ3	
簿仔	bou2 dzɐi2	小本子，筆記本
寶座	bou2 dzɔ6	
補助費	bou2 dzɔ6 fɐi3	
補助金	bou2 dzɔ6 gɐm1	
補助額	bou2 dzɔ6 ŋak9	
寶藏	bou2 dzɔŋ6	
保證	bou2 dzɪŋ3	
補足	bou2 dzʊk7	
保重	bou2 dzʊŋ6	
寶特瓶	bou2 dɐk9 pɪŋ4	
補丁	bou2 dɪŋ1	
寶庫	bou2 fu3	
補課	bou2 fɔ3	
补家用	bou2 ga1 jʊŋ2	補貼家裡的開支
寶鑑	bou2 gam3	
寶劍	bou2 gim3	
保管	bou2 gun2	
保管費	bou2 gun2 fɐi3	
保管箱	bou2 gun2 sœŋ1	
寶貴	bou2 gwɐi3	
補過	bou2 gwɔ3	
寶眷	bou2 gyn3	
補救	bou2 gɐu3	
補鞋	bou2 hai4	
補鞋匠	bou2 hai4 dzœŋ6	
補考	bou2 hau2	
保險	bou2 him2	
保險費	bou2 him2 fɐi3	
保險金	bou2 him2 gɐm1	
保險公司	bou2 him2 gʊŋ1 si1	
保險絲	bou2 him2 si1	
保險箱	bou2 him2 sœŋ1	
補血	bou2 hyt8	
補血劑	bou2 hyt8 dzɐi1	
補血藥	bou2 hyt8 jœk9	
補空	bou2 hʊŋ1	
補語	bou2 jy5	
補藥	bou2 jœk9	
補養	bou2 jœŋ5	
保養	bou2 jœŋ5	
保佑	bou2 jɐu6	
補缺	bou2 kyt8	
補給	bou2 kɐp7	
補給品	bou2 kɐp7 bɐn2	
補給站	bou2 kɐp7 dzam6	
寶藍	bou2 lam4	
寶藍色	bou2 lam4 sik7	
堡壘	bou2 lœy5	
保留	bou2 lɐu4	
保母	bou2 mou2	
保姆	bou2 mou5	
鴇母	bou2 mou5	
褓姆車	bou2 mou5 tsɛ1	校車，娃娃車
保密	bou2 mɐt9	
寶物	bou2 mɐt9	
保你大	bou2 nei5 dai6	服了你了
補票	bou2 piu3	
保釋	bou2 sik7	
補色	bou2 sik7	
保鮮紙	bou2 sin1 dzi2	玻璃紙
補選	bou2 syn2	
補水	bou2 sœy2	補助費，加班費，補貼
補償	bou2 sœŋ4	
補償金	bou2 sœŋ4 gɐm1	
補修	bou2 sɐu1	
保守	bou2 sɐu2	
保守主義	bou2 sɐu2 dzy2 ji6	
保守黨	bou2 sɐu2 dɔŋ2	
補寫	bou2 sɛ2	
寶石	bou2 sɛk9	
寶塔	bou2 tap8	
補貼	bou2 tip8	
寶剎	bou2 tsat8	
保持	bou2 tsi4	
保持中立	bou2 tsi4 dzʊŋ1 lap9	
保存	bou2 tsyn4	
補充	bou2 tsʊŋ1	
補充品	bou2 tsʊŋ1 bɐn2	
補胎	bou2 tɔi1	
保護	bou2 wu6	
保護主義	bou2 wu6 dzy2 ji6	
保護國	bou2 wu6 gwɔk8	
補遺	bou2 wɐi4	
保衛	bou2 wɐi6	
寶位	bou2 wɐi6	
補鑊	bou2 wɔk9	補救失誤
補牙	bou2 ŋa4	
保安	bou2 ɔn1	
布帛	bou3 bak9	
布甸	bou3 din1	布丁
報導	bou3 dou6	
報道	bou3 dou6	
報紙	bou3 dzi2	
報紙佬	bou3 dzi2 lou2	賣報的，報販
佈置	bou3 dzi3	
報載	bou3 dzɔi3	
報告	bou3 gou3	
佈告欄	bou3 gou3 lan4	
布褂	bou3 gwa3	
报警	bou3 gɪŋ2	
報刊	bou3 hɔn2	
布冧	bou3 lɐm1	洋李子
報名	bou3 mɪŋ4	
報仇	bou3 sɐu4	
報酬	bou3 tsɐu4	
哺	bou6	孵
埗	bou6	碼頭
步步	bou6 bou6	
步步高升	bou6 bou6 gou1 sɪŋ1	
步步為營	bou6 bou6 wɐi4 jɪŋ4	
步兵	bou6 bɪŋ1	
暴跌	bou6 dit8	
步調	bou6 diu6	
報紙檔	bou6 dzi2 dɔŋ3	報攤
部長	bou6 dzœŋ2	
步驟	bou6 dzɐu6	
暴政	bou6 dzɪŋ3	
捕捉	bou6 dzʊk7	
步隊	bou6 dœy6	
暴動	bou6 dʊŋ6	
捕快	bou6 fai3	
暴發	bou6 fat8	
暴發戶	bou6 fat8 wu6	
暴富	bou6 fu3	
部分	bou6 fɐn6	
步伐	bou6 fɐt9	
捕風	bou6 fʊŋ1	
捕風捉影	bou6 fʊŋ1 dzʊk7 jɪŋ2	
暴風雨	bou6 fʊŋ1 jy5	
暴風雪	bou6 fʊŋ1 syt8	
暴君	bou6 gwɐn1	
哺雞仔	bou6 gɐi1 dzɐi2	孵小雞
暴行	bou6 hɐŋ4	
步行	bou6 hɐŋ6	
捕役	bou6 jik9	
捕魚	bou6 jy4	
捕魚船	bou6 jy4 syn4	
暴雨	bou6 jy5	
哺乳	bou6 jy5	
哺乳動物	bou6 jy5 dʊŋ6 mɐt9	
暴虐	bou6 jœk9	
暴飲暴食	bou6 jɐm2 bou6 sik9	
步人後塵	bou6 jɐn4 hɐu6 tsɐn4	
捕蠅紙	bou6 jɪŋ4 dzi2	
捕鯨	bou6 kɪŋ4	
捕鯨船	bou6 kɪŋ4 syn4	
步履	bou6 lei5	
步履維艱	bou6 lei5 wɐi4 gan1	
暴力	bou6 lik9	
暴露	bou6 lou6	
暴亂	bou6 lyn6	
捕撈	bou6 lɐu4	
部落	bou6 lɔk9	
暴龍	bou6 lʊŋ4	
部門	bou6 mun4	
暴民	bou6 mɐn4	
捕拿	bou6 na4	
暴怒	bou6 nou6	
捕殺	bou6 sat8	
步哨	bou6 sau3	
捕食	bou6 sik9	
捕鼠器	bou6 sy2 hei3	
捕手	bou6 sɐu2	
暴瀉	bou6 sɛ3	急速下滑
暴殄天物	bou6 tin5 tin1 mɐt9	
暴跳如雷	bou6 tiu3 jy4 lœy4	
暴徒	bou6 tou4	
暴躁	bou6 tsou3	
部署	bou6 tsy5	
步槍	bou6 tsœŋ1	
捕蟲	bou6 tsʊŋ4	
埗頭	bou6 tɐu4	碼頭，渡口
步話機	bou6 wa2 gei1	
捕獲	bou6 wɔk9	
杯	bui1	杯子
杯薦	bui1 dzin2	杯墊
杯葛	bui1 gɔt8	抵制
背	bui3	背，背部
背叛	bui3 bun6	
脊椎	bui3 dzœk8	脊椎
背景	bui3 gɪŋ2	
貝殼	bui3 hɔk8	
背囊	bui3 nɔŋ4	背包
背心	bui3 sɐm1	
輩出	bui3 tsœt7	
悖論	bui6 lœn6	
搬翻	bun1 fan1	搬回
搬走	bun1 hɔi1	
搬入	bun1 jɐp9	搬進
搬遷	bun1 tsin1	
搬運	bun1 wɐn6	
搬屋	bun1 ŋʊk7	搬家
本地薑唔辣	bun2 dei6 gœŋ1 m̩4 lat9	遠來的和尚會念經，牆裡開花牆外香
畚箕	bun2 gei1	
本來	bun2 lɔi4	
本来	bun2 lɔi4	
本末倒置	bun2 mut9 dou3 dzi3	
本能	bun2 nɐŋ4	
本事	bun2 si6	本領
本色	bun2 sik7	
本息	bun2 sik7	
本身	bun2 sɐn1	
本性	bun2 sɪŋ3	
本銀	bun2 ŋɐn2	本金，本錢
半邊	bun3 bin1	
半邊天	bun3 bin1 tin1	
半部	bun3 bou6	
半波整流	bun3 bɔ1 dzɪŋ2 lɐu4	
半波整流器	bun3 bɔ1 dzɪŋ2 lɐu4 hei3	
半點	bun3 dim2	
半點鐘	bun3 dim2 dzʊŋ1	
半島	bun3 dou2	
半導體	bun3 dou6 tɐi2	
半自動	bun3 dzi6 dʊŋ6	
半殖民地	bun3 dzik9 mɐn4 dei6	
半截	bun3 dzit9	
半截入土	bun3 dzit9 jɐp9 tou2	
半截裙	bun3 dzit9 kwɐn4	裙子
半製品	bun3 dzɐi3 bɐn2	
半真半假	bun3 dzɐn1 bun3 ga3	
半肥瘦	bun3 fei4 sɐu3	半肥不瘦
半封建	bun3 fʊŋ1 gin3	
半價	bun3 ga3	
半句	bun3 gœy3	
半斤八兩	bun3 gɐn1 bat8 lœŋ5	
半徑	bun3 gɪŋ3	
半工半讀	bun3 gʊŋ1 bun3 dʊk9	
半公私	bun3 gʊŋ1 si1	半公半私
半鹹淡	bun3 ham4 tam5	南腔北調
半晌	bun3 hœŋ2	
半空	bun3 hʊŋ1	
半空中	bun3 hʊŋ1 dzʊŋ1	
半圓	bun3 jyn4	
半圓形	bun3 jyn4 jɪŋ4	
半圓規	bun3 jyn4 kwɐi1	
半月	bun3 jyt9	
半月刊	bun3 jyt9 hɔn2	
半月形	bun3 jyt9 jɪŋ4	
半音	bun3 jɐm1	
半音階	bun3 jɐm1 gai1	
半日制	bun3 jɐt9 dzɐi3	
半夜	bun3 jɛ6	
半球	bun3 kɐu4	
半球形	bun3 kɐu4 jɪŋ4	
半路	bun3 lou6	
半路上	bun3 lou6 sœŋ6	
半路出家	bun3 lou6 tsœt7 ga1	
半兩	bun3 lœŋ2	
半面之交	bun3 min6 dzi1 gau1	
半年刊	bun3 nin4 hɔn2	
半瓶醋	bun3 pɪŋ4 tsou3	
半山	bun3 san1	
半山腰	bun3 san1 jiu1	
半生熟	bun3 saŋ1 sʊk9	半生不熟
半數	bun3 sou3	
半信半疑	bun3 sœn3 bun3 ji4	
半衰期	bun3 sœy1 kei4	
半世	bun3 sɐi3	半輩子
半世人	bun3 sɐi3 jɐn4	半輩子
半身	bun3 sɐn1	
半身不遂	bun3 sɐn1 bɐt7 sœy6	
半身像	bun3 sɐn1 dzœŋ6	
半新舊	bun3 sɐn1 gɐu6	半新不舊
半成品	bun3 sɪŋ4 bɐn2	
半天吊	bun3 tin1 diu3	掛在半空中，不牢靠、不實在，沒有依傍，沒著落，進退兩難
半條人命	bun3 tiu4 jɐn4 mɛŋ6	半死不活
半條命	bun3 tiu4 mɛŋ6	半死不活
半途而廢	bun3 tou4 ji4 fɐi3	
半途而癈	bun3 tou4 ji4 fɐi3	
半親疏	bun3 tsɐn1 sɔ1	半親不疏
半推半就	bun3 tœy1 bun3 dzɐu6	
半透明	bun3 tɐu3 mɪŋ4	
半唐番	bun3 tɔŋ4 fan1	半中不西，不土不洋，假洋鬼子
半統靴	bun3 tʊŋ2 hɛu1	
半桶水	bun3 tʊŋ2 sœy2	半瓶醋
半年	bun4 nin4	
叛變	bun6 bin3	
叛敵	bun6 dik9	
絆倒	bun6 dou2	
絆住	bun6 dzy6	
叛將	bun6 dzœŋ3	
叛黨	bun6 dɔŋ2	
叛匪	bun6 fei2	
叛軍	bun6 gwɐn1	
叛國	bun6 gwɔk8	
叛國罪	bun6 gwɔk8 dzœy6	
絆腳石	bun6 gœk8 sɛk9	
叛逆	bun6 jik9	
叛離	bun6 lei4	
叛離正軌	bun6 lei4 dzɪŋ3 gwɐi2	
叛亂	bun6 lyn6	
叛亂份子	bun6 lyn6 fɐn6 dzi2	
叛賣	bun6 mai6	
絆手絆腳	bun6 sɐu2 bun6 gœk8	
叛徒	bun6 tou4	
叛賊	bun6 tsak9	
缽仔糕	but8 dzɐi2 gou1	用小缽蒸的發麵糕
勃起	but9 hei2	
撥號	but9 hou6	
渤海	but9 hɔi2	
渤海灣	but9 hɔi2 wan1	
勃然	but9 jin4	
勃然大怒	but9 jin4 dai6 nou6	
撥冗	but9 jʊŋ2	
荸薺	but9 tsɐi4	
跛	bɐi1	瘸
跛腳	bɐi1 gœk8	瘸腳
跛腳佬	bɐi1 gœk8 lou2	瘸子，跛子
跛手	bɐi1 sɐu2	瘸胳膊
閉關	bɐi3 gwan1	
閉關自守	bɐi3 gwan1	
閉月羞花	bɐi3 jyt9 sɐu1 fa1	
閉路	bɐi3 lou6	
閉路電視	bɐi3 lou6 din6 si6	
閉門	bɐi3 mun4	
閉門造車	bɐi3 mun4 dzou6 tsɛ1	
閉門謝客	bɐi3 mun4 dzɛ6 hak8	
閉幕	bɐi3 mɔk9	
閉幕典禮	bɐi3 mɔk9 din2 lɐi5	
閉幕式	bɐi3 mɔk9 sik7	
閉目	bɐi3 mʊk9	
閉目養神	bɐi3 mʊk9 jœŋ5 sɐn4	
閉塞	bɐi3 sɐk7	
閉會	bɐi3 wui6	
閉眼	bɐi3 ŋan5	
閉翳	bɐi3 ŋɐi3	憂愁，愁悶，發愁，心情抑郁
贔屭	bɐi3 ɐi3	
弊	bɐi6	糟，壞
弊傢伙	bɐi6 ga1 fɔ2	糟糕
陛下	bɐi6 ha6	
敝人	bɐi6 jɐn4	
弊喇	bɐi6 la3	糟了，完了，壞了，糟糕
敝履	bɐi6 lei5	
狴犴	bɐi6 ŋɔn6	
弊案	bɐi6 ɔn3	
北便	bɐk7 bin6	北邊
北部	bɐk7 bou6	
北斗星	bɐk7 dɐu2 sɪŋ1	
北方	bɐk7 fɔŋ1	
北極	bɐk7 gik9	
北極熊	bɐk7 gik9 hʊŋ4	
北芪	bɐk7 kei4	黃芪
北佬	bɐk7 lou2	北方人
泵把	bɐm1 ba2	保險桿
泵氣	bɐm1 hei3	打氣
泵水	bɐm1 sœy2	抽水
泵車	bɐm1 tsɛ1	抽水車，消防車
彬彬有禮	bɐn1 bɐn1 jɐu5 lɐi5	
奔波	bɐn1 bɔ1	
奔流	bɐn1 bɔ1	
賓仔	bɐn1 dzɐi2	菲律賓少年
奔走	bɐn1 dzɐu2	
奔赴	bɐn1 fu6	
繽紛	bɐn1 fɐn1	
奔放	bɐn1 fɔŋ3	
賓館	bɐn1 gun2	
奔躍	bɐn1 jœk9	
賓佬	bɐn1 lou2	菲律賓人
檳榔	bɐn1 lɔŋ4	
檳榔汁	bɐn1 lɔŋ4 dzɐp7	
奔馬	bɐn1 ma5	
賓妹	bɐn1 mui1	菲律賓少女；菲傭，菲籍女傭
奔命	bɐn1 mɪŋ6	
奔跑	bɐn1 pau2	
賓婆	bɐn1 pɔ2	菲律賓人
奔喪	bɐn1 sɔŋ1	
奔逃	bɐn1 tou4	
奔馳	bɐn1 tsi4	
奔騰	bɐn1 tɐŋ4	
品質	bɐn2 dzɐt7	
品質管制	bɐn2 dzɐt7 gun2 dzɐi3	
品種	bɐn2 dzʊŋ2	
品種改良	bɐn2 dzʊŋ2 gɔi2 lœŋ4	
品德	bɐn2 dɐk7	
品格	bɐn2 gak8	
品格高尚	bɐn2 gak8 gou1 sœŋ6	
品管	bɐn2 gun2	
品行	bɐn2 hɐŋ6	
品學	bɐn2 hɔk9	
品學兼優	bɐn2 hɔk9 gim1 jɐu1	
品紅	bɐn2 hʊŋ4	
品級	bɐn2 kɐp7	
品藍	bɐn2 lam4	
品類	bɐn2 lœy6	
品綠	bɐn2 lʊk9	
品貌	bɐn2 mau6	
品貌雙全	bɐn2 mau6 sœŋ1 tsyn4	
品貌出眾	bɐn2 mau6 tsœt7 dzʊŋ3	
品味	bɐn2 mei6	
品茗	bɐn2 mɪŋ5	
品目	bɐn2 mʊk9	
品牌	bɐn2 pai4	
品評	bɐn2 pɪŋ4	
品嚐	bɐn2 sœŋ4	
品性	bɐn2 sɪŋ3	
品茶	bɐn2 tsa4	
品頭論足	bɐn2 tɐu4 lœn6 dzʊk7	
品位	bɐn2 wɐi6	
鬢邊	bɐn3 bin1	
鬢髮	bɐn3 fat8	
鬢髮皆白	bɐn3 fat8 gai1 bak9	
鬢髮皓然	bɐn3 fat8 hou6 jin4	
鬢角	bɐn3 gɔk8	
擯棄	bɐn3 hei3	
殯儀館	bɐn3 ji4 gun2	
殯殮	bɐn3 lim5	
鬢霜	bɐn3 sœŋ1	
笨豬跳	bɐn6 dzy1 tiu3	蹦極跳，高空彈跳
笨拙	bɐn6 dzyt8	
[抔]	bɐt7	舀，盛
不卑不亢	bɐt7 bei1 bɐt7 kɔŋ3	
不便	bɐt7 bin6	
不辯菽麥	bɐt7 bin6 sʊk9 mɐk9	
不必	bɐt7 bit7	
不打不相識	bɐt7 da2 bɐt7 sœŋ1 sik7	
不打自招	bɐt7 da2 dzi6 dziu1	
不大不小	bɐt7 dai6 bɐt7 siu2	
不單	bɐt7 dan1	
不倒翁	bɐt7 dou2 jʊŋ1	
不知幾	bɐt7 dzi1 gei2	很，真，真的很
不知所云	bɐt7 dzi1 sɔ2 wɐn4	
不只	bɐt7 dzi2	
不治	bɐt7 dzi6	
不治之症	bɐt7 dzi6 dzi1 dzɪŋ3	
不自量力	bɐt7 dzi6 lœŋ6 lik9	
不即不離	bɐt7 dzik7 bɐt7 lei4	
不值一顧	bɐt7 dzik9 jɐt7 gu3	
不值一文	bɐt7 dzik9 jɐt7 mɐn4	
不值一提	bɐt7 dzik9 jɐt7 tɐi4	
不戰而敗	bɐt7 dzin3 ji4 bai6	
不戰而退	bɐt7 dzin3 ji4 tœy3	
不絕於耳	bɐt7 dzyt9 jy1 ji5	
不進則退	bɐt7 dzœn3 dzɐk7 tœy3	
筆嘴	bɐt7 dzœy2	筆尖兒，鋼筆尖兒
不像樣	bɐt7 dzœŋ6 jœŋ6	
不像話	bɐt7 dzœŋ6 wa2	
不再	bɐt7 dzɔi3	
不在乎	bɐt7 dzɔi6 fu4	
不在意	bɐt7 dzɔi6 ji3	
不在場	bɐt7 dzɔi6 tsœŋ4	
不在話下	bɐt7 dzɔi6 wa2 ha6	
不足掛齒	bɐt7 dzʊk7 gwa3 tsi2	
不足輕重	bɐt7 dzʊk7 hɪŋ1 tsʊŋ5	
不足為訓	bɐt7 dzʊk7 wɐi4 fɐn3	
不足為奇	bɐt7 dzʊk7 wɐi4 kei4	
不足為憑	bɐt7 dzʊk7 wɐi4 pɐŋ4	
不足為外人道	bɐt7 dzʊk7 wɐi4 ŋɔi6 jɐn4 dou6	
不中不西	bɐt7 dzʊŋ1 bɐt7 sɐi1	
不對勁	bɐt7 dœy3 gɪŋ6	
不得	bɐt7 dɐk7	
不得不	bɐt7 dɐk7 bɐt7	
不得好死	bɐt7 dɐk7 hou2 sei2	
不得而知	bɐt7 dɐk7 ji4 dzi1	
不得已	bɐt7 dɐk7 ji5	
不得要領	bɐt7 dɐk7 jiu3 lɪŋ5	
不得人心	bɐt7 dɐk7 jɐn4 sɐm1	
不得其法	bɐt7 dɐk7 kei4 fat8	
不得其解	bɐt7 dɐk7 kei4 gai2	
不得了	bɐt7 dɐk7 liu5	
不特	bɐt7 dɐk9	不但，不僅，不光
不當	bɐt7 dɔŋ3	
不定	bɐt7 dɪŋ6	
不定冠詞	bɐt7 dɪŋ6 gun3 tsi4	
不定根	bɐt7 dɪŋ6 gɐn1	
不定形	bɐt7 dɪŋ6 jɪŋ4	
不定期	bɐt7 dɪŋ6 kei4	
不定量	bɐt7 dɪŋ6 lœŋ6	
不定詞	bɐt7 dɪŋ6 tsi4	
不凍港	bɐt7 dʊŋ3 gɔŋ2	
不動聲色	bɐt7 dʊŋ6 sɪŋ1 sik7	
不動產	bɐt7 dʊŋ6 tsan2	
不凡	bɐt7 fan4	
[抔]飯	bɐt7 fan6	盛飯
不負眾望	bɐt7 fu6 dzʊŋ3 mɔŋ6	
不費吹灰之力	bɐt7 fɐi3 tsœy1 fui1 dzi1 lik9	
不分彼此	bɐt7 fɐn1 bei2 tsi2	
不分皂白	bɐt7 fɐn1 dzou6 bak9	
不分晝夜	bɐt7 fɐn1 dzɐu3 jɛ6	
不分軒輊	bɐt7 fɐn1 hin1 dzi3	
不分輕重緩急	bɐt7 fɐn1 hɪŋ1 tsʊŋ5 wun6 gɐp7	
不分男女老幼	bɐt7 fɐn1 nam4 nœy5 lou5 jɐu3	
不分青紅皂白	bɐt7 fɐn1 tsɪŋ1 hʊŋ4 dzou6 bak9	
不乏其人	bɐt7 fɐt9 kei4 jɐn4	
不慌不忙	bɐt7 fɔŋ1 bɐt7 mɔŋ4	
不妨	bɐt7 fɔŋ4	
不假思索	bɐt7 ga2 si1 sak8	
不覊	bɐt7 gei1	
筆記	bɐt7 gei3	
筆記本	bɐt7 gei3 bun2	
不見不散	bɐt7 gin3 bɐt7 san3	
不見棺材不掉淚	bɐt7 gin3 gun1 tsɔi4 bɐt7 diu6 lœy6	
不見經傳	bɐt7 gin3 gɪŋ1 tsyn4	
不見天日	bɐt7 gin3 tin1 jɐt9	
不告而別	bɐt7 gou3 ji4 bit9	
不管	bɐt7 gun2	
不管三七二十一	bɐt7 gun2 sam1 tsɐt7 ji6 sɐp9 jɐt7	
不關痛癢	bɐt7 gwan1 tʊŋ3 jœŋ5	
不過	bɐt7 gwɔ3	
不過如此	bɐt7 gwɔ3 jy4 tsi2	
不光	bɐt7 gwɔŋ1	
不計其數	bɐt7 gɐi3 kei4 sou3	
不甘	bɐt7 gɐm1	
不禁	bɐt7 gɐm1	
不甘寂寞	bɐt7 gɐm1 dzik9 mɔk9	
不甘示弱	bɐt7 gɐm1 si6 jœk9	
不甘心	bɐt7 gɐm1 sɐm1	
不敢當	bɐt7 gɐm2 dɔŋ1	
不僅	bɐt7 gɐn2	
不僅僅	bɐt7 gɐn2 gɐn2	
不急不徐	bɐt7 gɐp7 bɐt7 tsœy4	
不急之務	bɐt7 gɐp7 dzi1 mou6	
不夠	bɐt7 gɐu3	
筆桿	bɐt7 gɔn2	
不經一事，不長一智	bɐt7 gɪŋ1 jɐt7 si6 bɐt7 dzœŋ2 jɐt7 dzi3	
畢竟	bɐt7 gɪŋ2	
不景氣	bɐt7 gɪŋ2 hei3	
筆供	bɐt7 gʊŋ1	
畢恭畢敬	bɐt7 gʊŋ1 bɐt7 gɪŋ3	
不公不義	bɐt7 gʊŋ1 bɐt7 ji6	
不共戴天	bɐt7 gʊŋ6 dai3 tin1	
不共戴天之仇	bɐt7 gʊŋ6 dai3 tin1 dzi1 sɐu4	
不孝	bɐt7 hau3	
不孝子	bɐt7 hau3 dzi2	
不孝有三	bɐt7 hau3 jɐu5 sam1	
不喜歡	bɐt7 hei2 fun1	
不好	bɐt7 hou2	
不堪	bɐt7 hɐm1	
不堪入耳	bɐt7 hɐm1 jɐp9 ji5	
不堪入目	bɐt7 hɐm1 jɐp9 mʊk9	
不堪一擊	bɐt7 hɐm1 jɐt7 gik7	
不堪設想	bɐt7 hɐm1 tsit8 sœŋ2	
不含	bɐt7 hɐm4	
不含稅	bɐt7 hɐm4 sœy3	
不含糊	bɐt7 hɐm4 wu4	
不合	bɐt7 hɐp9	
不合標準	bɐt7 hɐp9 biu1 dzœn2	
不合作	bɐt7 hɐp9 dzɔk8	
不合規定	bɐt7 hɐp9 kwɐi1 dɪŋ6	
不合時宜	bɐt7 hɐp9 si4 ji4	
不幸	bɐt7 hɐŋ6	
不幸中之大幸	bɐt7 hɐŋ6 dzʊŋ1 dzi1 dai6 hɐŋ6	
不可避免	bɐt7 hɔ2 bei6 min5	
不可知論	bɐt7 hɔ2 dzi1 lœn6	
不可戰勝	bɐt7 hɔ2 dzin3 sɪŋ3	
不可捉摸	bɐt7 hɔ2 dzʊk7 mɔ2	
不可終日	bɐt7 hɔ2 dzʊŋ1 jɐt9	
不可多得	bɐt7 hɔ2 dɔ1 dɐk7	
不可告人	bɐt7 hɔ2 gou3 jɐn4	
不可救藥	bɐt7 hɔ2 gɐu3 jœk9	
不可限量	bɐt7 hɔ2 han6 lœŋ6	
不可開交	bɐt7 hɔ2 hɔi1 gau1	
