開放粵語詞典（耶魯拼音調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
不無可疑	bāt mòuh hó yìh	
不無可疑之處	bāt mòuh hó yìh jī chyu	
筆帽	bāt mouh	
不務正業	bāt mouh jing yihp	
不外乎	bāt ngoih fùh	
不奈煩	bāt noih fàahn	
不安本分	bāt ōn bún fān	
筆刨	bāt páau	鉛筆刀，轉筆刀，削鉛筆器
不偏不倚	bāt pīn bāt yí	
不平等條約	bāt pìhng dáng tiùh yeuk	
不平則鳴	bāt pìhng jāk mìhng	
不平而鳴	bāt pìhng yìh mìhng	
不三不四	bāt sāam bāt sei	
不慎	bāt sahn	
畢生	bāt sāng	
不失	bāt sāt	
不失眾望	bāt sāt jung mohng	
不失良機	bāt sāt leùhng gēi	
不失為	bāt sāt wàih	
不實	bāt saht	
不修邊幅	bāt sāu bīn fūk	
不守信用	bāt sáu seun yuhng	
不鏽鋼	bāt sau gong	
不受歡迎	bāt sauh fūn yìhng	
[抔]水	bāt séui	舀水
不遜	bāt seun	
不傷和氣	bāt seūng wòh hei	
不時	bāt sìh	不定時地，每時每刻，無時無刻，時時刻刻
不息	bāt sīk	
不惜	bāt sīk	
不適	bāt sīk	
不惜犧牲	bāt sīk hēi sāang	
不惜一切	bāt sīk yāt chai	
不惜一戰	bāt sīk yāt jin	
不食人間煙火	bāt sihk yàhn gāan yīn fó	
不善	bāt sihn	
不善於	bāt sihn yū	
不升反降	bāt sīng fáan gong	
不勝負荷	bāt sīng fu hoh	
不勝感激	bāt sīng gám gīk	
不勝酒力	bāt sīng jáu lihk	
不勝其煩	bāt sīng kèih fàahn	
不勝枚舉	bāt sīng muìh géui	
不成體統	bāt sìhng tái túng	
不屑	bāt sit	
不屑一顧	bāt sit yāt gu	
不宣而戰	bāt syūn yìh jin	
筆塔	bāt taap	筆帽，筆套
不透明	bāt tau mìhng	
不停	bāt tìhng	
不妥	bāt tó	
[抔]湯	bāt tōng	舀湯
不吐不快	bāt tou bāt faai	
不同點	bāt tùhng dím	
不同凡響	bāt tùhng fàahn heúng	
不同以往	bāt tùhng yíh wóhng	
筆畫	bāt wá	
不懷好意	bāt wàaih hóu yi	
不惑之年	bāt waahk jī nìhn	
不遺餘力	bāt wàih yùh lihk	
不屈不撓	bāt wāt bāt nàauh	
不和	bāt wòh	
不遑	bāt wòhng	
不忍	bāt yán	
不忍卒睹	bāt yán jeūt dóu	
不忍心	bāt yán sām	
不孕	bāt yahn	
不孕症	bāt yahn jing	
不入虎穴	bāt yahp fú yuht	
筆友	bāt yáuh	
不夜城	bāt yeh sìhng	
不宜	bāt yìh	
不宜	bāt yìh	不如
不以為苦	bāt yíh wàih fú	
不以為然	bāt yíh wàih yìhn	
不以語人	bāt yíh yuh yàhn	
不二法門	bāt yih faat mùhn	
不二價	bāt yih ga	
不義之財	bāt yih jī chòih	
不亦樂乎	bāt yihk lohk fùh	
不翼而飛	bāt yihk yìh fēi	
不厭其詳	bāt yim kèih cheùhng	
不厭其煩	bāt yim kèih fàahn	
不然	bāt yìhn	
不言而喻	bāt yìhn yìh yuh	
畢業	bāt yihp	
畢業典禮	bāt yihp dín láih	
畢業生	bāt yihp sāang	
畢業相	bāt yihp seúng	畢業照
不如	bāt yùh	
不如下次先啦	bāt yùh hah chi sīn lā	下次吧
不予置評	bāt yúh ji pìhng	
不遠千里	bāt yúhn chīn léih	
不遠千里而來	bāt yúhn chīn léih yìh lòih	
不容	bāt yùhng	
不容分說	bāt yùhng fān syut	
不容置辯	bāt yùhng ji bihn	
不容置疑	bāt yùhng ji yìh	
不悅	bāt yuht	
拔除	baht chèuih	
拔出	baht cheūt	
拔草	baht chóu	
拔地而起	baht deih yìh héi	
拔刀	baht dōu	
拔刀相助	baht dōu seūng joh	
拔腳	baht geuk	
拔腿就跑	baht geuk jauh páau	
拔劍	baht gim	
拔河	baht hòh	
拔河比賽	baht hòh béi choi	
拔擢	baht johk	
拔群	baht kwàhn	
拔苗助長	baht miùh joh jeúng	
拔毛	baht mòuh	
拔錨	baht nàauh	
拔牙	baht ngàh	
拔身	baht sān	
跋涉	baht sip	
拔腿	baht téui	
跋扈	baht wuh	
啤酒	bē jáu	
啤酒肚	bē jáu tóuh	大肚子
啤梨	bē léi	洋梨，西洋梨，澳洲梨
啤令	bē líng	滾珠軸承軸承
悲慘	bēi cháam	
悲慟	bēi duhng	
悲憤填膺	bēi fáhn tìhn yīng	
悲觀	bēi gūn	
卑職	bēi jīk	
卑賤	bēi jihn	
卑俗	bēi juhk	
悲劇	bēi kehk	
卑劣	bēi lyut	
卑劣性	bēi lyut sing	
碑文	bēi màhn	
卑微	bēi mèih	
悲哀	bēi ōi	
卑鄙	bēi péi	
卑鄙無恥	bēi péi mòuh chí	
裨益	bēi yīk	
畀	béi	給
畀	béi	被，受，讓
髀	béi	腿，大腿
畀差人拉	béi chāai yàhn lāai	被警察逮捕
彼此	béi chí	
畀錢	béi chín	付錢，給錢
畀錢我	béi chín ngóh	給我錢
比賽	béi choi	
畀翻	béi fāan	還給
畀翻錢	béi fāan chín	還錢
比分	béi fān	
畀非士	béi fēi sí	給面子
比方	béi fōng	
比較	béi gaau	
比堅尼	béi gīn nèih	比基尼，比基尼泳衣
畀過	béi gwo	交給
畀考起	béi háau héi	被考倒
畀利是	béi laih sih	給紅包
比率	béi leuht	
比唔上	béi m̀h seuhng	比不上
畀問起	béi mahn héi	被問倒
畀面	béi mín	賞臉，給面子
畀面色佢睇	béi mihn sīk kéuih tái	給臉色他看
畀鬧到死死吓	béi naauh dou séi séi há	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一戙都冇	béi naauh dou yāt duhng dōu móuh	被罵得一錢不值，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一隻屐	béi naauh dou yāt jek kehk	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一面屁	béi naauh dou yāt mihn pei	被罵得滿臉羞慚，被罵得無地自容，被罵得狗血淋頭
畀銀紙	béi ngàhn jí	給錢
彼岸	béi ngohn	
畀心機	béi sām gēi	用心，下功夫，努力
畀心機做	béi sām gēi jouh	努力做
匕首	béi sáu	
畀錫壞咗	béi sek waaih jó	被慣壞了，給人慣壞了
畀水沉死	béi séui jahm séi	被水淹死
畀水濁親	béi séui juhk chān	給水嗆了
畀雪藏	béi syut chòhng	被打入冷宮，暫時閒置
畀…睇	béi tái	給…看
畀貼士	béi tīp sí	給小費
畀人唱衰	béi yàhn cheung sēui	被別人詆毀，被別人戳脊梁骨
畀人棍咗	béi yàhn gwan jó	給人騙了，被人騙了，被騙
畀人蝦	béi yàhn hā	軟弱，給別人欺負
畀人恰	béi yàhn hāp	讓別人欺負了
畀人箍頸	béi yàhn kū géng	被人搶劫
畀人鬧	béi yàhn naauh	捱罵，被罵，讓人罵
畀人呃	béi yàhn ngāak	受騙，被騙
畀人拼沉	béi yàhn pēng chàhm	被打敗，給人打輸
畀人識穿	béi yàhn sīk chyūn	讓人識破
畀人玩死	béi yàhn wáan séi	被人害苦
比喻	béi yuh	
痺	bei	麻，麻痺，麻木
痺到死	bei dou séi	肉麻死了，肉麻得要命
秘笈	bei kāp	
秘訣	bei kyut	
秘撈	bei lōu	搞外快，賺取外快，業餘兼職
秘密	bei maht	
泌尿	bei niuh	
秘書	bei syū	
庇護	bei wuh	
避	beih	躲
被迫	beih bāak	
被捕	beih bouh	
鼻竇炎	beih dauh yìhm	
被動	beih duhng	
備份	beih fahn	
備課	beih fo	
避風塘	beih fūng tòhng	避風港
鼻哥	beih gō	鼻子
鼻哥窿 	beih gō lūng	鼻孔
被告	beih gou	
避開	beih hōi	
被害	beih hoih	
被害人	beih hoih yàhn	
鼻腔	beih hōng	
被控	beih hung	
鼻血	beih hyut	
備戰	beih jin	
鼻祖	beih jóu	
備註	beih jyu	
被困	beih kwan	
鼻梁	beih leùhng	
避唔切	beih m̀h chit	來不及躲開
避免	beih míhn	
備忘錄	beih mòhng luhk	
備案	beih on	
鼻塞	beih sāk	
備受	beih sauh	
鼻水	beih séui	
鼻息	beih sīk	
鼻涕	beih tai	
鼻涕蟲	beih tai chùhng	
備胎	beih tōi	
鼻音	beih yām	
備而不用	beih yìh bāt yuhng	
鼻炎	beih yìhm	
鼻煙	beih yīn	
鼻煙盒	beih yīn hahp	
鼻咽癌	beih yīn ngàahm	
備用	beih yuhng	
備用品	beih yuhng bán	
餅乾	béng gōn	
餅乾	béng gōn	蘇打餅
餅乾店	béng gōn dim	
餅乾盒	béng gōn hahp	
餅仔	béng jái	餅乾
餅咭	béng kāt	餅券
餅師	béng sī	麵包師傅
餅屑	béng sit	
餅印	béng yan	餅模子
柄	beng	藏，收藏
病到聲沙	behng dou sēng sā	病得聲音沙啞了
病毒	behng duhk	
病君	behng gwān	老病號，病夫
病咗	behng jó	生病，病了，生病了
病例	behng laih	
病歷	behng lihk	
病人	behng yàhn	
病懨懨	behng yīm yīm	
病癒	behng yuh	
病源	behng yùhn	
BB機	bī bī gēi	呼叫機，BB機
啤啤	bìh bī	小孩，嬰兒，嬰孩，小孩兒
啤啤車	bìh bī chē	嬰兒車
啤啤仔	bìh bī jái	小嬰兒，小男孩，男嬰兒，小小子
啤啤女	bìh bī néui	女嬰兒，小女孩，小丫頭
逼	bīk	擠，擁擠
逼巴士	bīk bā sí	擠公車，擠公共汽車
逼迫	bīk bāak	
壁櫥	bīk chèuih	
逼到鬼噉	bīk dou gwái gám	擠得要命
逼到埋身	bīk dou màaih sān	事情迫到頭上來
壁虎	bīk fú	
逼供	bīk gūng	
逼過嚟	bīk gwo lèih	擠過來
逼冚晒	bīk hahm saai	擠得緊緊的
碧海	bīk hói	
碧血	bīk hyut	
壁紙	bīk jí	
逼嚟逼去	bīk lèih bīk heui	擠來擠去
壁爐	bīk lòuh	
碧綠	bīk luhk	
碧綠色	bīk luhk sīk	
碧眼	bīk ngáahn	
逼上梁山	bīk seúhng leùhng sāan	
壁畫	bīk wá	
逼人	bīk yàhn	擁擠
逼入去	bīk yahp heui	擠進去
碧玉	bīk yuhk	
邊	bīn	哪，哪裡
鞭	bīn	鞭子
鞭笞	bīn chī	
邊塞	bīn choi	
邊度	bīn douh	哪裡
邊防	bīn fòhng	
邊防要塞	bīn fòhng yiu choi	
邊界	bīn gaai	
邊界線	bīn gaai sin	
邊疆	bīn geūng	
邊境	bīn gíng	
邊個	bīn go	誰，哪一個
邊個噶	bīn go ga	誰的？
邊個嘅	bīn go ge	誰的
辮仔	bīn jái	辮子
邊際	bīn jai	
邊種	bīn júng	哪種
鞭炮	bīn paau	
邊處	bīn syu	哪裡
邊處係呢	bīn syu haih le	哪裡哪裡
鞭撻	bīn taat	
邊一年	bīn yāt nìhn	哪一年
邊日	bīn yaht	哪一天
邊有咁大隻蛤乸隨街跳	bīn yáuh gam daaih jek gāp ná chèuih gāai tiu	天上不會掉餡兒餅，沒有那麼便宜的事
邊緣	bīn yùhn	
貶低	bín dāi	
扁豆	bín dauh	
匾額	bín ngaahk	
扁平	bín pìhng	
扁圓	bín yùhn	
變壓器	bin aat hei	
變遷	bin chīn	
變調	bin diuh	
變化	bin fa	
變化多端	bin fa dō dyūn	
變色龍	bin sīk lùhng	
變成	bin sìhng	
變態	bin taai	
便	bihn	面，邊
辨別	bihn biht	
辨别	bihn biht	
便當	bihn dong	
辯方	bihn fōng	
便服	bihn fuhk	
變更	bihn gāng	
便捷	bihn jiht	
便利	bihn leih	
便利商店	bihn leih seūng dim	
辯論	bihn leuhn	
便溺	bihn niuh	
辯護	bihn wuh	
辨認	bihn yihng	
乒乓波	bīng bām bō	乒乓球
兵不血刃	bīng bāt hyut yahn	
兵不厭詐	bīng bāt yim ja	
兵變	bīng bin	
冰雹	bīng bohk	
冰凍	bīng dung	
兵法	bīng faat	
兵荒馬亂	bīng fōng máh lyuhn	
兵家	bīng gā	
兵家必爭之地	bīng gā bīt jāng jī deih	
兵家大忌	bīng gā daaih geih	
兵貴神速	bīng gwai sàhn chūk	
兵器	bīng hei	
兵卒	bīng jeūt	
兵臨城下	bīng làhm sìhng hah	
兵力	bīng lihk	
兵馬俑	bīng máh yúng	
冰山	bīng sāan	
冰室	bīng sāt	冷飲店
冰上表演	bīng seuhng biú yín	
冰上運動	bīng seuhng wahn duhng	
兵事	bīng sih	
兵士	bīng sih	
冰糖	bīng tòhng	
兵刃	bīng yahn	
兵役	bīng yihk	
兵役法	bīng yihk faaht	
兵營	bīng yìhng	
兵戎	bīng yùhng	
抦	bíng	打，揍，毆打
秉持	bíng chìh	
丙等	bíng dáng	
屏氣	bíng hei	
屏氣凝神	bíng hei yìhng sàhn	
秉燭夜遊	bíng jūk yeh yàuh	
丙級	bíng kāp	
屏息	bíng sīk	
屏息以待	bíng sīk yíh doi	
秉性	bíng sing	
秉承	bíng sìhng	
丙酮	bíng tùhng	
併發症	bing faat jing	
病變	bihng bin	
並且	bihng ché	
並存	bihng chyùhn	
並非	bihng fēi	
並肩	bihng gīn	
並肩作戰	bihng gīn jok jin	
並肩而行	bihng gīn yìh hàhng	
病理學	bihng léih hohk	
並列	bihng liht	
並列譯文	bihng liht yihk màhn	
並未	bihng meih	
病魔	bihng mō	
病魔纏身	bihng mō chìhn sān	
並無	bihng mòuh	
並無不可	bihng mòuh bāt hó	
病歿	bihng muht	
並排	bihng pàaih	
病逝	bihng saih	
病體	bihng tái	
並用	bihng yuhng	
咇	bīt	吱
咇出嚟	bīt cheūt lèih	吱出來
觱篥	bīt leuht	
必需	bīt sēui	
必須	bīt sēui	
必需品	bīt sēui bán	
必要	bīt yiu	
鱉甲	bit gaap	
憋氣	bit hei	
憋悶	bit muhn	
彆扭	bit náu	
鱉魚	bit yùh	
別的	biht dīk	
蹩腳	biht geuk	
別針	biht jām	
癟三	biht sāam	
別墅	biht seuih	
錶	biū	手錶
標本	biū bún	
飆車	biū chē	
標青	biū chēng	貌美出眾，拔尖兒，超群
標簽	biū chīm	
錶廠	biū chóng	
錶帶	biū daai	
錶店	biū dim	
飆風	biū fūng	
鏢局	biū guhk	
錶殼	biū hok	
標汗	biū hohn	出汗，流汗，冒汗
標準	biū jeún	
標準化	biū jeún fa	
錶鏈	biū lìhn	
錶面	biū mihn	
標參	biū sām	綁架，綁票
飆升	biū sīng	
標題	biū tàih	
彪形大漢	biū yìhng daaih hon	
標語	biū yúh	
錶肉	biū yuhk	錶瓤，錶芯
表情	biú chìhng	
表錯情	biú cho chìhng	弄錯，誤解，誤會
表達	biú daaht	
表決	biú kyut	
表決權	biú kyut kyùhn	
表面	biú mihn	
表示	biú sih	
表揚	biú yeùhng	
表演	biú yín	
表現	biú yihn	
波	bō	奶，乳房
波	bō	排檔，檔
波	bō	球
波板	bō báan	球拍，球拍子，乒乓球拍
波缽	bō but	球鞋，運動鞋
波場	bō cheùhng	球場
菠菜	bō choi	
波飛	bō fēi	球票，球賽的票
波褲	bō fu	球褲，運動褲
波鞋	bō hàaih	球鞋，運動鞋
波子	bō jí	玻璃球，彈球，滾珠
波子棋	bō jí kèih	跳棋
波珠	bō jyū	滾珠，彈球，玻璃球
波罅	bō la	乳溝
波瀾	bō làahn	
玻璃	bō lēi	
玻璃杯	bō lēi buī	
玻璃窗	bō lēi cheūng	
玻璃纖維	bō lēi chīm wàih	
玻璃樽	bō lēi jeūn	玻璃瓶
玻璃試管	bō lēi si gún	
菠蘿	bō lòh	鳳梨
菠蘿包	bō lòh bāau	波羅包
菠蘿蓋	bō lòh goi	膝蓋骨
菠蘿油	bō lòh yàuh	波羅包加牛油
波浪	bō lohng	
波路	bō louh	底細，情況，來頭
波帽	bō móu	鴨舌帽
波衫	bō sāam	球衣，運動衣
波恤	bō seūt	球衣，絨衣，運動衣，衛生衣，長袖運動服
波士	bō sí	老闆，總經理，大老闆，上司
波濤	bō tòuh	
噃	bo	喔，呢
播出	bo cheūt	
播放	bo fong	
簸箕	bo gēi	
播映	bo yíng	
犦	bōk	敲，打，敲打
犦犦齋	bōk bōk jāai	私塾
犦親	bōk chān	砸傷，打傷
犦落去	bōk lohk heui	砸下去，打下去
犦落嚟	bōk lohk lèih	砸下來，打下來
犦濕	bōk sāp	揍扁，狠揍，揍癟，毆傷，狠揍一頓
撲嘢	bōk yéh	性交，做愛
壆	bok	壠，土埂，堤壩
搏	bok	拼，拼搏，拼命，冒險
膊	bok	肩
博取	bok chéui	
搏出位	bok cheūt wái	爭著出人頭地，標新立異
駁斥	bok chīk	
搏彩	bok chói	碰運氣
博大	bok daaih	
搏大膽	bok daaih dáam	賭膽量，賭膽識，賭一下膽識
博大精深	bok daaih jīng sām	
博得	bok dāk	
搏鬥	bok dau	
搏到盡	bok dou jeuhn	盡全力，拼搏到底，竭盡全力，拼盡全力，傾盡全力
搏拊	bok fú	
駁腳	bok geuk	經紀
搏擊	bok gīk	
博古通今	bok gú tūng gām	
駁骨	bok gwāt	接骨
搏吓彩	bok háh chói	碰碰運氣，賭一賭運氣
博客	bok haak	
博學	bok hohk	
博學多聞	bok hohk dō màhn	
博學多能	bok hohk dō nàhng	
駁嘴	bok jéui	頂嘴
搏盡	bok jeuhn	盡全力，竭盡全力拼搏
博覽會	bok láahm wuí	
搏老命	bok lóuh mehng	拼命，賣命，拼老命
搏亂	bok lyuhn	鑽空子，混水摸魚，趁火打劫，乘機撈一把
博聞	bok màhn	
博聞強記	bok màhn keùhng gei	
博物院	bok maht	
博物館	bok maht gún	
搏命	bok mehng	拼命
搏命噉走	bok mehng gám jáu	拼命地跑
搏懵	bok múng	揩油
博雅	bok ngáh	
博鰲論壇	bok ngòuh leuhn tàahn	
博愛	bok oi	
搏晒老命	bok saai lóuh mehng	拼上老命，拼了老命，竭盡全力
搏晒老命噉	bok saai lóuh mehng gám	拼命地，竭力地，竭盡全力
搏晒命	bok saai mehng	賣命，拼命，拼老命
搏手	bok sáu	交手打架
博施濟眾	bok sī jai jung	
博士	bok sih	
博士班	bok sih bāan	
博士後	bok sih hauh	
博士學位	bok sih hohk waih	
駁線	bok sin	接線
搏傻	bok sòh	裝瘋扮傻，假裝糊塗
膊頭	bok tàuh	肩膀
駁回	bok wuìh	
搏一鋪	bok yāt pōu	試一下運氣如何
博奕	bok yihk	
博弈	bok yihk	
薄餅	bohk béng	
薄罉	bohk chāang	糯米麵烙餅，薄餅，烙餅
薄荷	bohk hòh	
薄荷腦	bohk hòh nóuh	
薄荷糖	bohk hòh tòhng	
薄荷油	bohk hòh yàuh	
薄利多銷	bohk leih dō siū	
舶來品	bohk lòih bán	
薄弱	bohk yeuhk	
幫襯	bōng chan	光顧
幫倒忙	bōng dou mòhng	
邦國	bōng gwok	
幫閒	bōng hàahn	
幫腔	bōng hōng	
幫兇	bōng hūng	
梆子	bōng jí	
梆子腔	bōng jí hōng	
幫助	bōng joh	
幫唔到	bōng m̀h dóu	幫不了
幫唔到手	bōng m̀h dóu sáu	幫不上忙
幫忙	bōng mòhng	
幫派	bōng paai	
幫手	bōng sáu	
幫手	bōng sáu	幫忙
幫會	bōng wuih	
綁架	bóng ga	
綁架犯	bóng ga fáan	
綁個纈	bóng go lit	打一個結
綁鞋帶	bóng hàaih daai	繫鞋帶
綁纈	bóng lit	打結
榜上有名	bóng seuhng yáuh mìhng	
榜樣	bóng yeuhng	
磅	bòhng	給
磅水	bòhng séui	給錢，交錢，付錢
傍	bohng	依靠，陪伴，護著，緊靠著，不離開，看守著
磅秤	bohng ching	
傍家	bohng gā	戀家，顧家，在家
傍晚	bohng máahn	
煲	bōu	煮
煲茶	bōu chàh	熬藥
煲電話粥	bōu dihn wá jūk	打電話聊大天，打馬拉松電話，長篇大論，打電話聊天
煲飯	bōu faahn	煮飯
煲咖啡	bōu ga fē	煮咖啡
煲仔飯	bōu jái faahn	砂鍋飯
煲粥	bōu jūk	煮粥
晡禮	bōu láih	
煲涼茶	bōu leùhng chàh	煮去火湯藥，煮清涼茶
煲冇米粥	bōu móuh máih jūk	說沒影兒的事
煲冇米粥，水汪汪	bōu móuh máih jūk séui wōng wōng	三十晚上走夜路，沒影兒的事
煲水	bōu séui	燒水
煲水	bōu séui	瞎編，無中生有
煲呔	bōu tāai	領結
煲湯	bōu tōng	煮湯
簿	bóu	本子
補品	bóu bán	
保鏢	bóu biū	
寶寶	bóu bóu	
補報	bóu bou	
寶貝	bóu bui	
寶貝仔	bóu bui jái	寶貝兒子
寶剎	bóu chaat	
保持	bóu chìh	
保持中立	bóu chìh jūng laahp	
補充	bóu chūng	
補充品	bóu chūng bán	
保存	bóu chyùhn	
寶特瓶	bóu dahk pìhng	
寶地	bóu deih	
寶典	bóu dín	
補丁	bóu dīng	
寶刀	bóu dōu	
寶刀未老	bóu dōu meih lóuh	
寶島	bóu dóu	
補課	bóu fo	
寶庫	bóu fu	
补家用	bóu gā yúng	補貼家裡的開支
寶鑑	bóu gaam	
補救	bóu gau	
寶劍	bóu gim	
保管	bóu gún	
保管費	bóu gún fai	
保管箱	bóu gún seūng	
寶貴	bóu gwai	
補過	bóu gwo	
寶眷	bóu gyun	
補鞋	bóu hàaih	
補鞋匠	bóu hàaih jeuhng	
補考	bóu háau	
保險	bóu hím	
保險費	bóu hím fai	
保險金	bóu hím gām	
保險公司	bóu hím gūng sī	
保險箱	bóu hím seūng	
保險絲	bóu hím sī	
補空	bóu hūng	
補血	bóu hyut	
補血劑	bóu hyut jāi	
補血藥	bóu hyut yeuhk	
補習	bóu jaahp	
補習班	bóu jaahp bāan	
簿仔	bóu jái	小本子，筆記本
補綴	bóu jeuih	
保障	bóu jeung	
保證	bóu jing	
寶座	bóu joh	
補助費	bóu joh fai	
補助金	bóu joh gām	
補助額	bóu joh ngaahk	
寶藏	bóu johng	
補足	bóu jūk	
保重	bóu juhng	
補給	bóu kāp	
補給品	bóu kāp bán	
補給站	bóu kāp jaahm	
補缺	bóu kyut	
寶藍	bóu làahm	
寶藍色	bóu làahm sīk	
保留	bóu làuh	
堡壘	bóu léuih	
保密	bóu maht	
寶物	bóu maht	
保母	bóu móu	
保姆	bóu móuh	
鴇母	bóu móuh	
褓姆車	bóu móuh chē	校車，娃娃車
保你大	bóu néih daaih	服了你了
補牙	bóu ngàh	
保安	bóu ōn	
補票	bóu piu	
補修	bóu sāu	
保守	bóu sáu	
保守黨	bóu sáu dóng	
保守主義	bóu sáu jyú yih	
補寫	bóu sé	
寶石	bóu sehk	
補水	bóu séui	補助費，加班費，補貼
補償	bóu seùhng	
補償金	bóu seùhng gām	
保釋	bóu sīk	
補色	bóu sīk	
保鮮紙	bóu sīn jí	玻璃紙
補選	bóu syún	
寶塔	bóu taap	
補貼	bóu tip	
補胎	bóu tōi	
補遺	bóu wàih	
保衛	bóu waih	
寶位	bóu waih	
補鑊	bóu wohk	補救失誤
保護	bóu wuh	
保護國	bóu wuh gwok	
保護主義	bóu wuh jyú yih	
保佑	bóu yauh	
補藥	bóu yeuhk	
保養	bóu yeúhng	
補養	bóu yeúhng	
補語	bóu yúh	
布帛	bou baahk	
報酬	bou chàuh	
布甸	bou dīn	布丁
報導	bou douh	
報道	bou douh	
报警	bou gíng	
報告	bou gou	
佈告欄	bou gou làahn	
布褂	bou gwa	
報刊	bou hón	
報紙	bou jí	
報紙佬	bou jí lóu	賣報的，報販
佈置	bou ji	
報載	bou joi	
布冧	bou lām	洋李子
報名	bou mìhng	
報仇	bou sàuh	
哺	bouh	孵
埗	bouh	碼頭
步兵	bouh bīng	
步步	bouh bouh	
步步高升	bouh bouh gōu sīng	
步步為營	bouh bouh wàih yìhng	
步槍	bouh cheūng	
暴躁	bouh chou	
捕蟲	bouh chùhng	
部署	bouh chyúh	
步隊	bouh deuih	
暴跌	bouh dit	
步調	bouh diuh	
暴動	bouh duhng	
捕快	bouh faai	
暴發	bouh faat	
暴發戶	bouh faat wuh	
部分	bouh fahn	
步伐	bouh faht	
暴富	bouh fu	
捕風	bouh fūng	
捕風捉影	bouh fūng jūk yíng	
暴風雪	bouh fūng syut	
暴風雨	bouh fūng yúh	
哺雞仔	bouh gāi jái	孵小雞
暴君	bouh gwān	
暴行	bouh hàhng	
步行	bouh hahng	
步驟	bouh jauh	
部長	bouh jeúng	
報紙檔	bouh jí dong	報攤
暴政	bouh jing	
捕捉	bouh jūk	
捕鯨	bouh kìhng	
捕鯨船	bouh kìhng syùhn	
捕撈	bouh làuh	
步履	bouh léih	
步履維艱	bouh léih wàih gāan	
暴力	bouh lihk	
部落	bouh lohk	
暴露	bouh louh	
暴龍	bouh lùhng	
暴亂	bouh lyuhn	
暴民	bouh màhn	
部門	bouh mùhn	
捕拿	bouh nàh	
暴怒	bouh nouh	
捕殺	bouh saat	
步哨	bouh saau	
捕手	bouh sáu	
暴瀉	bouh se	急速下滑
捕食	bouh sihk	
捕鼠器	bouh syú hei	
埗頭	bouh tàuh	碼頭，渡口
