开放粤语词典（耶鲁拼音调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
不慎	bāt sahn	
毕生	bāt sāng	
不失	bāt sāt	
不失众望	bāt sāt jung mohng	
不失良机	bāt sāt leùhng gēi	
不失为	bāt sāt wàih	
不实	bāt saht	
不修边幅	bāt sāu bīn fūk	
不守信用	bāt sáu seun yuhng	
不锈钢	bāt sau gong	
不受欢迎	bāt sauh fūn yìhng	
[抔]水	bāt séui	舀水
不逊	bāt seun	
不伤和气	bāt seūng wòh hei	
不时	bāt sìh	不定时地，每时每刻，无时无刻，时时刻刻
不息	bāt sīk	
不惜	bāt sīk	
不适	bāt sīk	
不惜牺牲	bāt sīk hēi sāang	
不惜一切	bāt sīk yāt chai	
不惜一战	bāt sīk yāt jin	
不食人间烟火	bāt sihk yàhn gāan yīn fó	
不善	bāt sihn	
不善于	bāt sihn yū	
不升反降	bāt sīng fáan gong	
不胜负荷	bāt sīng fu hoh	
不胜感激	bāt sīng gám gīk	
不胜酒力	bāt sīng jáu lihk	
不胜其烦	bāt sīng kèih fàahn	
不胜枚举	bāt sīng muìh géui	
不成体统	bāt sìhng tái túng	
不屑	bāt sit	
不屑一顾	bāt sit yāt gu	
不宣而战	bāt syūn yìh jin	
笔塔	bāt taap	笔帽，笔套
不透明	bāt tau mìhng	
不停	bāt tìhng	
不妥	bāt tó	
[抔]汤	bāt tōng	舀汤
不吐不快	bāt tou bāt faai	
不同点	bāt tùhng dím	
不同凡响	bāt tùhng fàahn heúng	
不同以往	bāt tùhng yíh wóhng	
笔画	bāt wá	
不怀好意	bāt wàaih hóu yi	
不惑之年	bāt waahk jī nìhn	
不遗余力	bāt wàih yùh lihk	
不屈不挠	bāt wāt bāt nàauh	
不和	bāt wòh	
不遑	bāt wòhng	
不忍	bāt yán	
不忍卒睹	bāt yán jeūt dóu	
不忍心	bāt yán sām	
不孕	bāt yahn	
不孕症	bāt yahn jing	
不入虎穴	bāt yahp fú yuht	
笔友	bāt yáuh	
不夜城	bāt yeh sìhng	
不宜	bāt yìh	
不宜	bāt yìh	不如
不以为苦	bāt yíh wàih fú	
不以为然	bāt yíh wàih yìhn	
不以语人	bāt yíh yuh yàhn	
不二法门	bāt yih faat mùhn	
不二价	bāt yih ga	
不义之财	bāt yih jī chòih	
不亦乐乎	bāt yihk lohk fùh	
不翼而飞	bāt yihk yìh fēi	
不厌其详	bāt yim kèih cheùhng	
不厌其烦	bāt yim kèih fàahn	
不然	bāt yìhn	
不言而喻	bāt yìhn yìh yuh	
毕业	bāt yihp	
毕业典礼	bāt yihp dín láih	
毕业生	bāt yihp sāang	
毕业相	bāt yihp seúng	毕业照
不如	bāt yùh	
不如下次先啦	bāt yùh hah chi sīn lā	下次吧
不予置评	bāt yúh ji pìhng	
不远千里	bāt yúhn chīn léih	
不远千里而来	bāt yúhn chīn léih yìh lòih	
不容	bāt yùhng	
不容分说	bāt yùhng fān syut	
不容置辩	bāt yùhng ji bihn	
不容置疑	bāt yùhng ji yìh	
不悦	bāt yuht	
拔除	baht chèuih	
拔出	baht cheūt	
拔草	baht chóu	
拔地而起	baht deih yìh héi	
拔刀	baht dōu	
拔刀相助	baht dōu seūng joh	
拔脚	baht geuk	
拔腿就跑	baht geuk jauh páau	
拔剑	baht gim	
拔河	baht hòh	
拔河比赛	baht hòh béi choi	
拔擢	baht johk	
拔群	baht kwàhn	
拔苗助长	baht miùh joh jeúng	
拔毛	baht mòuh	
拔锚	baht nàauh	
拔牙	baht ngàh	
拔身	baht sān	
跋涉	baht sip	
拔腿	baht téui	
跋扈	baht wuh	
啤酒	bē jáu	
啤酒肚	bē jáu tóuh	大肚子
啤梨	bē léi	洋梨，西洋梨，澳洲梨
啤令	bē líng	滚珠轴承轴承
悲惨	bēi cháam	
悲恸	bēi duhng	
悲愤填膺	bēi fáhn tìhn yīng	
悲观	bēi gūn	
卑职	bēi jīk	
卑贱	bēi jihn	
卑俗	bēi juhk	
悲剧	bēi kehk	
卑劣	bēi lyut	
卑劣性	bēi lyut sing	
碑文	bēi màhn	
卑微	bēi mèih	
悲哀	bēi ōi	
卑鄙	bēi péi	
卑鄙无耻	bēi péi mòuh chí	
裨益	bēi yīk	
畀	béi	给
畀	béi	被，受，让
髀	béi	腿，大腿
畀差人拉	béi chāai yàhn lāai	被警察逮捕
彼此	béi chí	
畀钱	béi chín	付钱，给钱
畀钱我	béi chín ngóh	给我钱
比赛	béi choi	
畀翻	béi fāan	还给
畀翻钱	béi fāan chín	还钱
比分	béi fān	
畀非士	béi fēi sí	给面子
比方	béi fōng	
比较	béi gaau	
比坚尼	béi gīn nèih	比基尼，比基尼泳衣
畀过	béi gwo	交给
畀考起	béi háau héi	被考倒
畀利是	béi laih sih	给红包
比率	béi leuht	
比唔上	béi m̀h seuhng	比不上
畀问起	béi mahn héi	被问倒
畀面	béi mín	赏脸，给面子
畀面色佢睇	béi mihn sīk kéuih tái	给脸色他看
畀闹到死死吓	béi naauh dou séi séi há	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一戙都冇	béi naauh dou yāt duhng dōu móuh	被骂得一钱不值，被骂得狗血淋头，挨一顿臭骂
畀闹到一只屐	béi naauh dou yāt jek kehk	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一面屁	béi naauh dou yāt mihn pei	被骂得满脸羞惭，被骂得无地自容，被骂得狗血淋头
畀银纸	béi ngàhn jí	给钱
彼岸	béi ngohn	
畀心机	béi sām gēi	用心，下功夫，努力
畀心机做	béi sām gēi jouh	努力做
匕首	béi sáu	
畀锡坏咗	béi sek waaih jó	被惯坏了，给人惯坏了
畀水沉死	béi séui jahm séi	被水淹死
畀水浊亲	béi séui juhk chān	给水呛了
畀雪藏	béi syut chòhng	被打入冷宫，暂时闲置
畀…睇	béi tái	给…看
畀贴士	béi tīp sí	给小费
畀人唱衰	béi yàhn cheung sēui	被别人诋毁，被别人戳脊梁骨
畀人棍咗	béi yàhn gwan jó	给人骗了，被人骗了，被骗
畀人虾	béi yàhn hā	软弱，给别人欺负
畀人恰	béi yàhn hāp	让别人欺负了
畀人箍颈	béi yàhn kū géng	被人抢劫
畀人闹	béi yàhn naauh	挨骂，被骂，让人骂
畀人呃	béi yàhn ngāak	受骗，被骗
畀人拼沉	béi yàhn pēng chàhm	被打败，给人打输
畀人识穿	béi yàhn sīk chyūn	让人识破
畀人玩死	béi yàhn wáan séi	被人害苦
比喻	béi yuh	
痹	bei	麻，麻痹，麻木
痹到死	bei dou séi	肉麻死了，肉麻得要命
秘笈	bei kāp	
秘诀	bei kyut	
秘捞	bei lōu	搞外快，赚取外快，业余兼职
秘密	bei maht	
泌尿	bei niuh	
秘书	bei syū	
庇护	bei wuh	
避	beih	躲
被迫	beih bāak	
被捕	beih bouh	
鼻窦炎	beih dauh yìhm	
被动	beih duhng	
备份	beih fahn	
备课	beih fo	
避风塘	beih fūng tòhng	避风港
鼻哥	beih gō	鼻子
鼻哥窿 	beih gō lūng	鼻孔
被告	beih gou	
避开	beih hōi	
被害	beih hoih	
被害人	beih hoih yàhn	
鼻腔	beih hōng	
被控	beih hung	
鼻血	beih hyut	
备战	beih jin	
鼻祖	beih jóu	
备注	beih jyu	
被困	beih kwan	
鼻梁	beih leùhng	
避唔切	beih m̀h chit	来不及躲开
避免	beih míhn	
备忘录	beih mòhng luhk	
备案	beih on	
鼻塞	beih sāk	
备受	beih sauh	
鼻水	beih séui	
鼻息	beih sīk	
鼻涕	beih tai	
鼻涕虫	beih tai chùhng	
备胎	beih tōi	
鼻音	beih yām	
备而不用	beih yìh bāt yuhng	
鼻炎	beih yìhm	
鼻烟	beih yīn	
鼻烟盒	beih yīn hahp	
鼻咽癌	beih yīn ngàahm	
备用	beih yuhng	
备用品	beih yuhng bán	
饼干	béng gōn	
饼干	béng gōn	苏打饼
饼干店	béng gōn dim	
饼干盒	béng gōn hahp	
饼仔	béng jái	饼干
饼咭	béng kāt	饼券
饼师	béng sī	面包师傅
饼屑	béng sit	
饼印	béng yan	饼模子
柄	beng	藏，收藏
病到声沙	behng dou sēng sā	病得声音沙哑了
病毒	behng duhk	
病君	behng gwān	老病号，病夫
病咗	behng jó	生病，病了，生病了
病例	behng laih	
病历	behng lihk	
病人	behng yàhn	
病恹恹	behng yīm yīm	
病癒	behng yuh	
病源	behng yùhn	
BB机	bī bī gēi	呼叫机，BB机
啤啤	bìh bī	小孩，婴儿，婴孩，小孩儿
啤啤车	bìh bī chē	婴儿车
啤啤仔	bìh bī jái	小婴儿，小男孩，男婴儿，小小子
啤啤女	bìh bī néui	女婴儿，小女孩，小丫头
逼	bīk	挤，拥挤
逼巴士	bīk bā sí	挤公车，挤公共汽车
逼迫	bīk bāak	
壁橱	bīk chèuih	
逼到鬼噉	bīk dou gwái gám	挤得要命
逼到埋身	bīk dou màaih sān	事情迫到头上来
壁虎	bīk fú	
逼供	bīk gūng	
逼过嚟	bīk gwo lèih	挤过来
逼冚晒	bīk hahm saai	挤得紧紧的
碧海	bīk hói	
碧血	bīk hyut	
壁纸	bīk jí	
逼嚟逼去	bīk lèih bīk heui	挤来挤去
壁炉	bīk lòuh	
碧绿	bīk luhk	
碧绿色	bīk luhk sīk	
碧眼	bīk ngáahn	
逼上梁山	bīk seúhng leùhng sāan	
壁画	bīk wá	
逼人	bīk yàhn	拥挤
逼入去	bīk yahp heui	挤进去
碧玉	bīk yuhk	
边	bīn	哪，哪里
鞭	bīn	鞭子
鞭笞	bīn chī	
边塞	bīn choi	
边度	bīn douh	哪里
边防	bīn fòhng	
边防要塞	bīn fòhng yiu choi	
边界	bīn gaai	
边界线	bīn gaai sin	
边疆	bīn geūng	
边境	bīn gíng	
边个	bīn go	谁，哪一个
边个噶	bīn go ga	谁的？
边个嘅	bīn go ge	谁的
辫仔	bīn jái	辫子
边际	bīn jai	
边种	bīn júng	哪种
鞭炮	bīn paau	
边处	bīn syu	哪里
边处系呢	bīn syu haih le	哪里哪里
鞭挞	bīn taat	
边一年	bīn yāt nìhn	哪一年
边日	bīn yaht	哪一天
边有咁大只蛤乸随街跳	bīn yáuh gam daaih jek gāp ná chèuih gāai tiu	天上不会掉馅儿饼，没有那么便宜的事
边缘	bīn yùhn	
贬低	bín dāi	
扁豆	bín dauh	
匾额	bín ngaahk	
扁平	bín pìhng	
扁圆	bín yùhn	
变压器	bin aat hei	
变迁	bin chīn	
变调	bin diuh	
变化	bin fa	
变化多端	bin fa dō dyūn	
变色龙	bin sīk lùhng	
变成	bin sìhng	
变态	bin taai	
便	bihn	面，边
辨别	bihn biht	
辨别	bihn biht	
便当	bihn dong	
辩方	bihn fōng	
便服	bihn fuhk	
变更	bihn gāng	
便捷	bihn jiht	
便利	bihn leih	
便利商店	bihn leih seūng dim	
辩论	bihn leuhn	
便溺	bihn niuh	
辩护	bihn wuh	
辨认	bihn yihng	
乒乓波	bīng bām bō	乒乓球
兵不血刃	bīng bāt hyut yahn	
兵不厌诈	bīng bāt yim ja	
兵变	bīng bin	
冰雹	bīng bohk	
冰冻	bīng dung	
兵法	bīng faat	
兵荒马乱	bīng fōng máh lyuhn	
兵家	bīng gā	
兵家必争之地	bīng gā bīt jāng jī deih	
兵家大忌	bīng gā daaih geih	
兵贵神速	bīng gwai sàhn chūk	
兵器	bīng hei	
兵卒	bīng jeūt	
兵临城下	bīng làhm sìhng hah	
兵力	bīng lihk	
兵马俑	bīng máh yúng	
冰山	bīng sāan	
冰室	bīng sāt	冷饮店
冰上表演	bīng seuhng biú yín	
冰上运动	bīng seuhng wahn duhng	
兵事	bīng sih	
兵士	bīng sih	
冰糖	bīng tòhng	
兵刃	bīng yahn	
兵役	bīng yihk	
兵役法	bīng yihk faaht	
兵营	bīng yìhng	
兵戎	bīng yùhng	
抦	bíng	打，揍，殴打
秉持	bíng chìh	
丙等	bíng dáng	
屏气	bíng hei	
屏气凝神	bíng hei yìhng sàhn	
秉烛夜游	bíng jūk yeh yàuh	
丙级	bíng kāp	
屏息	bíng sīk	
屏息以待	bíng sīk yíh doi	
秉性	bíng sing	
秉承	bíng sìhng	
丙酮	bíng tùhng	
并发症	bing faat jing	
病变	bihng bin	
并且	bihng ché	
并存	bihng chyùhn	
并非	bihng fēi	
并肩	bihng gīn	
并肩作战	bihng gīn jok jin	
并肩而行	bihng gīn yìh hàhng	
病理学	bihng léih hohk	
并列	bihng liht	
并列译文	bihng liht yihk màhn	
并未	bihng meih	
病魔	bihng mō	
病魔缠身	bihng mō chìhn sān	
并无	bihng mòuh	
并无不可	bihng mòuh bāt hó	
病殁	bihng muht	
并排	bihng pàaih	
病逝	bihng saih	
病体	bihng tái	
并用	bihng yuhng	
咇	bīt	吱
咇出嚟	bīt cheūt lèih	吱出来
觱篥	bīt leuht	
必需	bīt sēui	
必须	bīt sēui	
必需品	bīt sēui bán	
必要	bīt yiu	
鳖甲	bit gaap	
憋气	bit hei	
憋闷	bit muhn	
别扭	bit náu	
鳖鱼	bit yùh	
别的	biht dīk	
蹩脚	biht geuk	
别针	biht jām	
瘪三	biht sāam	
别墅	biht seuih	
表	biū	手表
标本	biū bún	
飙车	biū chē	
标青	biū chēng	貌美出众，拔尖儿，超群
标签	biū chīm	
表厂	biū chóng	
表带	biū daai	
表店	biū dim	
飙风	biū fūng	
镖局	biū guhk	
表壳	biū hok	
标汗	biū hohn	出汗，流汗，冒汗
标准	biū jeún	
标准化	biū jeún fa	
表链	biū lìhn	
表面	biū mihn	
标参	biū sām	绑架，绑票
飙升	biū sīng	
标题	biū tàih	
彪形大汉	biū yìhng daaih hon	
标语	biū yúh	
表肉	biū yuhk	表瓤，表芯
表情	biú chìhng	
表错情	biú cho chìhng	弄错，误解，误会
表达	biú daaht	
表决	biú kyut	
表决权	biú kyut kyùhn	
表面	biú mihn	
表示	biú sih	
表扬	biú yeùhng	
表演	biú yín	
表现	biú yihn	
波	bō	奶，乳房
波	bō	排档，档
波	bō	球
波板	bō báan	球拍，球拍子，乒乓球拍
波钵	bō but	球鞋，运动鞋
波场	bō cheùhng	球场
菠菜	bō choi	
波飞	bō fēi	球票，球赛的票
波裤	bō fu	球裤，运动裤
波鞋	bō hàaih	球鞋，运动鞋
波子	bō jí	玻璃球，弹球，滚珠
波子棋	bō jí kèih	跳棋
波珠	bō jyū	滚珠，弹球，玻璃球
波罅	bō la	乳沟
波澜	bō làahn	
玻璃	bō lēi	
玻璃杯	bō lēi buī	
玻璃窗	bō lēi cheūng	
玻璃纤维	bō lēi chīm wàih	
玻璃樽	bō lēi jeūn	玻璃瓶
玻璃试管	bō lēi si gún	
菠萝	bō lòh	凤梨
菠萝包	bō lòh bāau	波罗包
菠萝盖	bō lòh goi	膝盖骨
菠萝油	bō lòh yàuh	波罗包加牛油
波浪	bō lohng	
波路	bō louh	底细，情况，来头
波帽	bō móu	鸭舌帽
波衫	bō sāam	球衣，运动衣
波恤	bō seūt	球衣，绒衣，运动衣，卫生衣，长袖运动服
波士	bō sí	老板，总经理，大老板，上司
波涛	bō tòuh	
噃	bo	喔，呢
播出	bo cheūt	
播放	bo fong	
簸箕	bo gēi	
播映	bo yíng	
犦	bōk	敲，打，敲打
犦犦斋	bōk bōk jāai	私塾
犦亲	bōk chān	砸伤，打伤
犦落去	bōk lohk heui	砸下去，打下去
犦落嚟	bōk lohk lèih	砸下来，打下来
犦湿	bōk sāp	揍扁，狠揍，揍瘪，殴伤，狠揍一顿
扑嘢	bōk yéh	性交，做爱
坣	bok	垅，土埂，堤坝
搏	bok	拼，拼搏，拼命，冒险
膊	bok	肩
博取	bok chéui	
搏出位	bok cheūt wái	争着出人头地，标新立异
驳斥	bok chīk	
搏彩	bok chói	碰运气
博大	bok daaih	
搏大胆	bok daaih dáam	赌胆量，赌胆识，赌一下胆识
博大精深	bok daaih jīng sām	
博得	bok dāk	
搏斗	bok dau	
搏到尽	bok dou jeuhn	尽全力，拼搏到底，竭尽全力，拼尽全力，倾尽全力
搏拊	bok fú	
驳脚	bok geuk	经纪
搏击	bok gīk	
博古通今	bok gú tūng gām	
驳骨	bok gwāt	接骨
搏吓彩	bok háh chói	碰碰运气，赌一赌运气
博客	bok haak	
博学	bok hohk	
博学多闻	bok hohk dō màhn	
博学多能	bok hohk dō nàhng	
驳嘴	bok jéui	顶嘴
搏尽	bok jeuhn	尽全力，竭尽全力拼搏
博览会	bok láahm wuí	
搏老命	bok lóuh mehng	拼命，卖命，拼老命
搏乱	bok lyuhn	钻空子，混水摸鱼，趁火打劫，乘机捞一把
博闻	bok màhn	
博闻强记	bok màhn keùhng gei	
博物院	bok maht	
博物馆	bok maht gún	
搏命	bok mehng	拼命
搏命噉走	bok mehng gám jáu	拼命地跑
搏懵	bok múng	揩油
博雅	bok ngáh	
博鳌论坛	bok ngòuh leuhn tàahn	
博爱	bok oi	
搏晒老命	bok saai lóuh mehng	拼上老命，拼了老命，竭尽全力
搏晒老命噉	bok saai lóuh mehng gám	拼命地，竭力地，竭尽全力
搏晒命	bok saai mehng	卖命，拼命，拼老命
搏手	bok sáu	交手打架
博施济众	bok sī jai jung	
博士	bok sih	
博士班	bok sih bāan	
博士后	bok sih hauh	
博士学位	bok sih hohk waih	
驳线	bok sin	接线
搏傻	bok sòh	装疯扮傻，假装糊涂
膊头	bok tàuh	肩膀
驳回	bok wuìh	
搏一铺	bok yāt pōu	试一下运气如何
博奕	bok yihk	
博弈	bok yihk	
薄饼	bohk béng	
薄罉	bohk chāang	糯米面烙饼，薄饼，烙饼
薄荷	bohk hòh	
薄荷脑	bohk hòh nóuh	
薄荷糖	bohk hòh tòhng	
薄荷油	bohk hòh yàuh	
薄利多销	bohk leih dō siū	
舶来品	bohk lòih bán	
薄弱	bohk yeuhk	
帮衬	bōng chan	光顾
帮倒忙	bōng dou mòhng	
邦国	bōng gwok	
帮闲	bōng hàahn	
帮腔	bōng hōng	
帮凶	bōng hūng	
梆子	bōng jí	
梆子腔	bōng jí hōng	
帮助	bōng joh	
帮唔到	bōng m̀h dóu	帮不了
帮唔到手	bōng m̀h dóu sáu	帮不上忙
帮忙	bōng mòhng	
帮派	bōng paai	
帮手	bōng sáu	
帮手	bōng sáu	帮忙
帮会	bōng wuih	
绑架	bóng ga	
绑架犯	bóng ga fáan	
绑个缬	bóng go lit	打一个结
绑鞋带	bóng hàaih daai	系鞋带
绑缬	bóng lit	打结
榜上有名	bóng seuhng yáuh mìhng	
榜样	bóng yeuhng	
磅	bòhng	给
磅水	bòhng séui	给钱，交钱，付钱
傍	bohng	依靠，陪伴，护着，紧靠着，不离开，看守着
磅秤	bohng ching	
傍家	bohng gā	恋家，顾家，在家
傍晚	bohng máahn	
煲	bōu	煮
煲茶	bōu chàh	熬药
煲电话粥	bōu dihn wá jūk	打电话聊大天，打马拉松电话，长篇大论，打电话聊天
煲饭	bōu faahn	煮饭
煲咖啡	bōu ga fē	煮咖啡
煲仔饭	bōu jái faahn	砂锅饭
煲粥	bōu jūk	煮粥
晡礼	bōu láih	
煲凉茶	bōu leùhng chàh	煮去火汤药，煮清凉茶
煲冇米粥	bōu móuh máih jūk	说没影儿的事
煲冇米粥，水汪汪	bōu móuh máih jūk séui wōng wōng	三十晚上走夜路，没影儿的事
煲水	bōu séui	烧水
煲水	bōu séui	瞎编，无中生有
煲呔	bōu tāai	领结
煲汤	bōu tōng	煮汤
簿	bóu	本子
补品	bóu bán	
保镖	bóu biū	
宝宝	bóu bóu	
补报	bóu bou	
宝贝	bóu bui	
宝贝仔	bóu bui jái	宝贝儿子
宝刹	bóu chaat	
保持	bóu chìh	
保持中立	bóu chìh jūng laahp	
补充	bóu chūng	
补充品	bóu chūng bán	
保存	bóu chyùhn	
宝特瓶	bóu dahk pìhng	
宝地	bóu deih	
宝典	bóu dín	
补丁	bóu dīng	
宝刀	bóu dōu	
宝刀未老	bóu dōu meih lóuh	
宝岛	bóu dóu	
补课	bóu fo	
宝库	bóu fu	
补家用	bóu gā yúng	补贴家里的开支
宝鉴	bóu gaam	
补救	bóu gau	
宝剑	bóu gim	
保管	bóu gún	
保管费	bóu gún fai	
保管箱	bóu gún seūng	
宝贵	bóu gwai	
补过	bóu gwo	
宝眷	bóu gyun	
补鞋	bóu hàaih	
补鞋匠	bóu hàaih jeuhng	
补考	bóu háau	
保险	bóu hím	
保险费	bóu hím fai	
保险金	bóu hím gām	
保险公司	bóu hím gūng sī	
保险箱	bóu hím seūng	
保险丝	bóu hím sī	
补空	bóu hūng	
补血	bóu hyut	
补血剂	bóu hyut jāi	
补血药	bóu hyut yeuhk	
补习	bóu jaahp	
补习班	bóu jaahp bāan	
簿仔	bóu jái	小本子，笔记本
补缀	bóu jeuih	
保障	bóu jeung	
保证	bóu jing	
宝座	bóu joh	
补助费	bóu joh fai	
补助金	bóu joh gām	
补助额	bóu joh ngaahk	
宝藏	bóu johng	
补足	bóu jūk	
保重	bóu juhng	
补给	bóu kāp	
补给品	bóu kāp bán	
补给站	bóu kāp jaahm	
补缺	bóu kyut	
宝蓝	bóu làahm	
宝蓝色	bóu làahm sīk	
保留	bóu làuh	
堡垒	bóu léuih	
保密	bóu maht	
宝物	bóu maht	
保母	bóu móu	
保姆	bóu móuh	
鸨母	bóu móuh	
褓姆车	bóu móuh chē	校车，娃娃车
保你大	bóu néih daaih	服了你了
补牙	bóu ngàh	
保安	bóu ōn	
补票	bóu piu	
补修	bóu sāu	
保守	bóu sáu	
保守党	bóu sáu dóng	
保守主义	bóu sáu jyú yih	
补写	bóu sé	
宝石	bóu sehk	
补水	bóu séui	补助费，加班费，补贴
补偿	bóu seùhng	
补偿金	bóu seùhng gām	
保释	bóu sīk	
补色	bóu sīk	
保鲜纸	bóu sīn jí	玻璃纸
补选	bóu syún	
宝塔	bóu taap	
补贴	bóu tip	
补胎	bóu tōi	
补遗	bóu wàih	
保卫	bóu waih	
宝位	bóu waih	
补镬	bóu wohk	补救失误
保护	bóu wuh	
保护国	bóu wuh gwok	
保护主义	bóu wuh jyú yih	
保佑	bóu yauh	
补药	bóu yeuhk	
保养	bóu yeúhng	
补养	bóu yeúhng	
补语	bóu yúh	
布帛	bou baahk	
报酬	bou chàuh	
布甸	bou dīn	布丁
报导	bou douh	
报道	bou douh	
报警	bou gíng	
报告	bou gou	
布告栏	bou gou làahn	
布褂	bou gwa	
报刊	bou hón	
报纸	bou jí	
报纸佬	bou jí lóu	卖报的，报贩
布置	bou ji	
报载	bou joi	
布冧	bou lām	洋李子
报名	bou mìhng	
报仇	bou sàuh	
哺	bouh	孵
埗	bouh	码头
步兵	bouh bīng	
步步	bouh bouh	
步步高升	bouh bouh gōu sīng	
步步为营	bouh bouh wàih yìhng	
步枪	bouh cheūng	
暴躁	bouh chou	
捕虫	bouh chùhng	
部署	bouh chyúh	
步队	bouh deuih	
暴跌	bouh dit	
步调	bouh diuh	
暴动	bouh duhng	
捕快	bouh faai	
暴发	bouh faat	
暴发户	bouh faat wuh	
部分	bouh fahn	
步伐	bouh faht	
暴富	bouh fu	
捕风	bouh fūng	
捕风捉影	bouh fūng jūk yíng	
暴风雪	bouh fūng syut	
暴风雨	bouh fūng yúh	
哺鸡仔	bouh gāi jái	孵小鸡
暴君	bouh gwān	
暴行	bouh hàhng	
步行	bouh hahng	
步骤	bouh jauh	
部长	bouh jeúng	
报纸档	bouh jí dong	报摊
暴政	bouh jing	
捕捉	bouh jūk	
捕鲸	bouh kìhng	
捕鲸船	bouh kìhng syùhn	
捕捞	bouh làuh	
步履	bouh léih	
步履维艰	bouh léih wàih gāan	
暴力	bouh lihk	
部落	bouh lohk	
暴露	bouh louh	
暴龙	bouh lùhng	
暴乱	bouh lyuhn	
暴民	bouh màhn	
部门	bouh mùhn	
捕拿	bouh nàh	
暴怒	bouh nouh	
捕杀	bouh saat	
步哨	bouh saau	
捕手	bouh sáu	
暴泻	bouh se	急速下滑
捕食	bouh sihk	
捕鼠器	bouh syú hei	
埗头	bouh tàuh	码头，渡口
