開放粵語詞典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［粵語拼音］	［國語解釋］
病魔	bènk mö	
病魔纏身	bènk mö cin sänt	
病歿	bènk mùd	
並排	bènk pai	
病逝	bènk sày	
病體	bènk tãy	
並用	bènk yònk	
避	bèy	躲
被迫	bèy bäg	
被捕	bèy bòw	
鼻竇炎	bèy dàw yim	
被動	bèy dònk	
備份	bèy fànt	
備課	bèy fô	
避風塘	bèy fönk tong	避風港
被告	bèy gôw	
鼻哥	bèy gö	鼻子
鼻哥窿 	bèy gö lönk	鼻孔
鼻血	bèy heûd	
被害	bèy hòi	
被害人	bèy hòi yant	
被控	bèy hônk	
避開	bèy höi	
鼻腔	bèy höng	
備註	bèy jeû	
備戰	bèy jîn	
鼻祖	bèy jõw	
被困	bèy kuânt	
鼻梁	bèy leong	
避唔切	bèy m cîd	來不及躲開
備忘錄	bèy mong lòk	
避免	bèy mín	
備受	bèy sàw	
鼻塞	bèy säk	
鼻息	bèy sëk	
鼻水	bèy sõy	
鼻涕	bèy tây	
鼻涕蟲	bèy tây conk	
備胎	bèy töi	
備而不用	bèy yi bät yònk	
鼻炎	bèy yim	
鼻音	bèy yämp	
鼻煙	bèy yïn	
鼻煙盒	bèy yïn hàb	
鼻咽癌	bèy yïn ngam	
備用	bèy yònk	
備用品	bèy yònk bãnt	
備案	bèy ôn	
柄	bêng	藏，收藏
併發症	bênk fâd jênk	
痺	bêy	麻，麻痺，麻木
痺到死	bêy dôw sẽy	肉麻死了，肉麻得要命
秘訣	bêy keûd	
秘笈	bêy käp	
秘撈	bêy löw	搞外快，賺取外快，業餘兼職
秘密	bêy màt	
泌尿	bêy nìu	
秘書	bêy seü	
庇護	bêy wù	
啤酒	bë jãw	
啤酒肚	bë jãw tów	大肚子
啤令	bë lẽnk	滾珠軸承軸承
啤梨	bë lẽy	洋梨，西洋梨，澳洲梨
逼	bëk	擠，擁擠
逼巴士	bëk bä sĩ	擠公車，擠公共汽車
逼迫	bëk bäg	
壁櫥	bëk coy	
逼到鬼噉	bëk dôw guãy gãmp	擠得要命
逼到埋身	bëk dôw mai sänt	事情迫到頭上來
壁虎	bëk fũ	
逼過嚟	bëk guô ley	擠過來
逼供	bëk gönk	
碧血	bëk heûd	
逼冚晒	bëk hàmp sâi	擠得緊緊的
碧海	bëk hõi	
壁紙	bëk jĩ	
逼嚟逼去	bëk ley bëk hôy	擠來擠去
壁爐	bëk low	
碧綠	bëk lòk	
碧綠色	bëk lòk sëk	
碧眼	bëk ngán	
逼上梁山	bëk seóng leong sän	
壁畫	bëk wã	
逼人	bëk yant	擁擠
逼入去	bëk yàp hôy	擠進去
碧玉	bëk yòk	
乒乓波	bënk bämp bö	乒乓球
兵不血刃	bënk bät heûd yànt	
兵不厭詐	bënk bät yîm jâ	
兵變	bënk bîn	
冰雹	bënk bòg	
冰凍	bënk dônk	
兵法	bënk fâd	
兵荒馬亂	bënk föng má leùn	
兵貴神速	bënk guây sant cök	
兵家	bënk gä	
兵家必爭之地	bënk gä bïd jänk jï dèy	
兵家大忌	bënk gä dài gèy	
兵器	bënk hêy	
兵卒	bënk jöt	
兵臨城下	bënk lamp senk hà	
兵力	bënk lèk	
兵馬俑	bënk má yõnk	
冰上表演	bënk seòng bĩu yĩn	
冰上運動	bënk seòng wànt dònk	
冰山	bënk sän	
冰室	bënk sät	冷飲店
兵士	bënk sì	
兵事	bënk sì	
冰糖	bënk tong	
兵營	bënk yenk	
兵戎	bënk yonk	
兵刃	bënk yànt	
兵役	bënk yèk	
兵役法	bënk yèk fàd	
悲慘	bëy cãm	
悲慟	bëy dònk	
悲憤填膺	bëy fánt tin yënk	
悲觀	bëy gün	
卑職	bëy jëk	
卑賤	bëy jìn	
卑俗	bëy jòk	
悲劇	bëy kèg	
卑劣	bëy leûd	
卑劣性	bëy leûd sênk	
碑文	bëy mant	
卑微	bëy mey	
卑鄙	bëy pẽy	
卑鄙無恥	bëy pẽy mow cĩ	
裨益	bëy yëk	
悲哀	bëy öi	
別的	bìd dëk	
蹩腳	bìd geôg	
別針	bìd jämp	
癟三	bìd säm	
別墅	bìd sòy	
便	bìn	面，邊
辨别	bìn bìd	
辨別	bìn bìd	
便當	bìn dông	
便服	bìn fòk	
辯方	bìn föng	
變更	bìn gänk	
便捷	bìn jìd	
便利	bìn lèy	
便利商店	bìn lèy seöng dîm	
辯論	bìn lònt	
便溺	bìn nìu	
辯護	bìn wù	
辨認	bìn yènk	
鱉甲	bîd gâb	
憋氣	bîd hêy	
憋悶	bîd mùn	
彆扭	bîd nãw	
鱉魚	bîd yeu	
變遷	bîn cïn	
變調	bîn dìu	
變化	bîn fâ	
變化多端	bîn fâ dö deün	
變成	bîn senk	
變色龍	bîn sëk lonk	
變態	bîn tâi	
變壓器	bîn âd hêy	
BB機	bï bï gëy	呼叫機，BB機
咇	bïd	吱
咇出嚟	bïd cöt ley	吱出來
觱篥	bïd lòt	
必須	bïd söy	
必需	bïd söy	
必需品	bïd söy bãnt	
必要	bïd yîu	
鞭	bïn	鞭子
邊	bïn	哪，哪裡
鞭笞	bïn cï	
邊塞	bïn côi	
邊度	bïn dòw	哪裡
邊防	bïn fong	
邊防要塞	bïn fong yîu côi	
邊疆	bïn geöng	
邊界	bïn gâi	
邊界線	bïn gâi sîn	
邊個	bïn gô	誰，哪一個
邊個噶	bïn gô gâ	誰的？
邊個嘅	bïn gô gê	誰的
邊境	bïn gẽnk	
邊際	bïn jây	
辮仔	bïn jãy	辮子
邊種	bïn jõnk	哪種
鞭炮	bïn pâu	
邊處	bïn seû	哪裡
邊處係呢	bïn seû hày lê	哪裡哪裡
鞭撻	bïn tâd	
邊緣	bïn yeun	
邊日	bïn yàt	哪一天
邊有咁大隻蛤乸隨街跳	bïn yáw gâmp dài jêg gäp nã coy gäi tîu	天上不會掉餡兒餅，沒有那麼便宜的事
邊一年	bïn yät nin	哪一年
錶	bïu	手錶
標本	bïu bũn	
飆車	bïu cë	
標青	bïu cëng	貌美出眾，拔尖兒，超群
標簽	bïu cïm	
錶廠	bïu cõng	
錶帶	bïu dâi	
錶店	bïu dîm	
飆風	bïu fönk	
鏢局	bïu gòk	
標汗	bïu hòn	出汗，流汗，冒汗
錶殼	bïu hôg	
標準	bïu jõnt	
標準化	bïu jõnt fâ	
錶鏈	bïu lin	
錶面	bïu mìn	
標參	bïu sämp	綁架，綁票
飆升	bïu sënk	
標題	bïu tay	
彪形大漢	bïu yenk dài hôn	
標語	bïu yeú	
錶肉	bïu yòk	錶瓤，錶芯
薄餅	bòg bẽng	
薄罉	bòg cäng	糯米麵烙餅，薄餅，烙餅
薄荷	bòg ho	
薄荷腦	bòg ho nów	
薄荷糖	bòg ho tong	
薄荷油	bòg ho yaw	
舶來品	bòg loi bãnt	
薄利多銷	bòg lèy dö sïu	
薄弱	bòg yeòg	
伏	bòk	趴，俯伏
瀑布	bòk bôw	
伏低	bòk däy	趴下
曝光	bòk guöng	
伏匿匿	bòk nëy nëy	捉迷藏
曝曬	bòk sâi	
僕人	bòk yant	
僕役	bòk yèk	
伏兒人	bòk yï yänt	捉迷藏
傍	bòng	依靠，陪伴，護著，緊靠著，不離開，看守著
磅秤	bòng cênk	
傍家	bòng gä	戀家，顧家，在家
傍晚	bòng mán	
埲	bònk	股，堵，面
埗	bòw	碼頭
哺	bòw	孵
步兵	bòw bënk	
步步	bòw bòw	
步步高升	bòw bòw göw sënk	
步步為營	bòw bòw way yenk	
步槍	bòw ceöng	
部署	bòw ceú	
捕蟲	bòw conk	
暴躁	bòw côw	
步調	bòw dìu	
暴跌	bòw dîd	
暴動	bòw dònk	
步隊	bòw dòy	
部分	bòw fànt	
步伐	bòw fàt	
暴發	bòw fâd	
暴發戶	bòw fâd wù	
捕快	bòw fâi	
捕風	bòw fönk	
捕風捉影	bòw fönk jök yẽnk	
暴風雪	bòw fönk seûd	
暴風雨	bòw fönk yeú	
暴富	bòw fû	
暴君	bòw guänt	
哺雞仔	bòw gäy jãy	孵小雞
暴行	bòw hank	
步行	bòw hànk	
部長	bòw jeõng	
步驟	bòw jàw	
暴政	bòw jênk	
捕捉	bòw jök	
報紙檔	bòw jĩ dông	報攤
捕鯨	bòw kenk	
捕鯨船	bòw kenk seun	
捕撈	bòw law	
暴亂	bòw leùn	
暴龍	bòw lonk	
暴力	bòw lèk	
步履	bòw léy	
步履維艱	bòw léy way gän	
部落	bòw lòg	
暴露	bòw lòw	
暴民	bòw mant	
部門	bòw mun	
捕拿	bòw na	
暴怒	bòw nòw	
捕鼠器	bòw seũ hêy	
捕殺	bòw sâd	
步哨	bòw sâu	
捕手	bòw sãw	
捕食	bòw sèk	
暴瀉	bòw sê	急速下滑
埗頭	bòw taw	碼頭，渡口
暴徒	bòw tow	
暴殄天物	bòw tín tïn màt	
暴跳如雷	bòw tîu yeu loy	
步話機	bòw wã gëy	
捕獲	bòw wòg	
步人後塵	bòw yant hàw cant	
捕蠅紙	bòw yenk jĩ	
捕魚	bòw yeu	
捕魚船	bòw yeu seun	
暴虐	bòw yeòg	
暴雨	bòw yeú	
哺乳	bòw yeú	
哺乳動物	bòw yeú dònk màt	
暴飲暴食	bòw yãmp bòw sèk	
捕役	bòw yèk	
噃	bô	喔，呢
播出	bô cöt	
播放	bô fông	
簸箕	bô gëy	
播映	bô yẽnk	
膊	bôg	肩
壆	bôg	壠，土埂，堤壩
搏	bôg	拼，拼搏，拼命，冒險
駁斥	bôg cëk	
搏彩	bôg cõi	碰運氣
博取	bôg cõy	
搏出位	bôg cöt wãy	爭著出人頭地，標新立異
博大	bôg dài	
搏大膽	bôg dài dãm	賭膽量，賭膽識，賭一下膽識
博大精深	bôg dài jënk sämp	
搏鬥	bôg dâw	
博得	bôg däk	
搏到盡	bôg dôw jònt	盡全力，拼搏到底，竭盡全力，拼盡全力，傾盡全力
搏拊	bôg fũ	
駁腳	bôg geôg	經紀
駁骨	bôg guät	接骨
搏擊	bôg gëk	
博古通今	bôg gũ tönk gämp	
搏吓彩	bôg há cõi	碰碰運氣，賭一賭運氣
博客	bôg hâg	
博學	bôg hòg	
博學多聞	bôg hòg dö mant	
博學多能	bôg hòg dö nank	
搏盡	bôg jònt	盡全力，竭盡全力拼搏
駁嘴	bôg jõy	頂嘴
搏亂	bôg leùn	鑽空子，混水摸魚，趁火打劫，乘機撈一把
博覽會	bôg lám wũi	
搏老命	bôg lów mèng	拼命，賣命，拼老命
博聞	bôg mant	
博聞強記	bôg mant keong gêy	
博物院	bôg màt	
博物館	bôg màt gũn	
搏命	bôg mèng	拼命
搏命噉走	bôg mèng gãmp jãw	拼命地跑
搏懵	bôg mõnk	揩油
博鰲論壇	bôg ngow lònt tan	
博雅	bôg ngá	
搏傻	bôg so	裝瘋扮傻，假裝糊塗
搏晒老命	bôg sâi lów mèng	拼上老命，拼了老命，竭盡全力
搏晒老命噉	bôg sâi lów mèng gãmp	拼命地，竭力地，竭盡全力
搏晒命	bôg sâi mèng	賣命，拼命，拼老命
搏手	bôg sãw	交手打架
博士	bôg sì	
博士班	bôg sì bän	
博士後	bôg sì hàw	
博士學位	bôg sì hòg wày	
駁線	bôg sîn	接線
博施濟眾	bôg sï jây jônk	
膊頭	bôg taw	肩膀
駁回	bôg wui	
搏一鋪	bôg yät pöw	試一下運氣如何
博弈	bôg yèk	
博奕	bôg yèk	
博愛	bôg ôi	
布帛	bôw bàg	
報酬	bôw caw	
布甸	bôw dïn	布丁
報道	bôw dòw	
報導	bôw dòw	
布褂	bôw guâ	
報告	bôw gôw	
佈告欄	bôw gôw lan	
报警	bôw gẽnk	
報刊	bôw hõn	
佈置	bôw jî	
報載	bôw jôi	
報紙	bôw jĩ	
報紙佬	bôw jĩ lõw	賣報的，報販
布冧	bôw lämp	洋李子
報名	bôw menk	
報仇	bôw saw	
綁架	bõng gâ	
綁架犯	bõng gâ fãn	
綁個纈	bõng gô lîd	打一個結
綁鞋帶	bõng hai dâi	繫鞋帶
綁纈	bõng lîd	打結
榜上有名	bõng seòng yáw menk	
榜樣	bõng yeòng	
簿	bõw	本子
補品	bõw bãnt	
保鏢	bõw bïu	
補報	bõw bôw	
寶寶	bõw bõw	
寶貝	bõw bûi	
寶貝仔	bõw bûi jãy	寶貝兒子
保存	bõw ceun	
保持	bõw ci	
保持中立	bõw ci jönk làb	
寶剎	bõw câd	
補充	bõw cönk	
補充品	bõw cönk bãnt	
寶特瓶	bõw dàk penk	
寶地	bõw dèy	
補丁	bõw dënk	
寶島	bõw dõw	
寶刀	bõw döw	
寶刀未老	bõw döw mèy lów	
寶典	bõw dĩn	
補課	bõw fô	
寶庫	bõw fû	
寶眷	bõw geûn	
寶貴	bõw guây	
補過	bõw guô	
寶鑑	bõw gâm	
補救	bõw gâw	
补家用	bõw gä yõnk	補貼家裡的開支
寶劍	bõw gîm	
保管	bõw gũn	
保管費	bõw gũn fây	
保管箱	bõw gũn seöng	
補鞋	bõw hai	
補鞋匠	bõw hai jeòng	
補血	bõw heûd	
補血劑	bõw heûd jäy	
補血藥	bõw heûd yeòg	
補考	bõw hãu	
補空	bõw hönk	
保險	bõw hĩm	
保險費	bõw hĩm fây	
保險金	bõw hĩm gämp	
保險公司	bõw hĩm gönk sï	
保險箱	bõw hĩm seöng	
保險絲	bõw hĩm sï	
保障	bõw jeông	
補習	bõw jàb	
補習班	bõw jàb bän	
簿仔	bõw jãy	小本子，筆記本
保證	bõw jênk	
寶座	bõw jò	
補助費	bõw jò fây	
補助金	bõw jò gämp	
補助額	bõw jò ngàg	
寶藏	bõw jòng	
保重	bõw jònk	
補綴	bõw jòy	
補足	bõw jök	
補缺	bõw keûd	
補給	bõw käp	
補給品	bõw käp bãnt	
補給站	bõw käp jàm	
寶藍	bõw lam	
寶藍色	bõw lam sëk	
保留	bõw law	
堡壘	bõw lóy	
寶物	bõw màt	
保密	bõw màt	
保姆	bõw mów	
鴇母	bõw mów	
褓姆車	bõw mów cë	校車，娃娃車
保母	bõw mõw	
補牙	bõw nga	
保你大	bõw néy dài	服了你了
補票	bõw pîu	
補償	bõw seong	
補償金	bõw seong gämp	
補選	bõw seũn	
保守	bõw sãw	
保守黨	bõw sãw dõng	
保守主義	bõw sãw jeũ yì	
補修	bõw säw	
寶石	bõw sèg	
保釋	bõw sëk	
補色	bõw sëk	
保鮮紙	bõw sïn jĩ	玻璃紙
補水	bõw sõy	補助費，加班費，補貼
補寫	bõw sẽ	
寶塔	bõw tâb	
補貼	bõw tîb	
補胎	bõw töi	
補遺	bõw way	
保衛	bõw wày	
寶位	bõw wày	
補鑊	bõw wòg	補救失誤
保護	bõw wù	
保護國	bõw wù guôg	
保護主義	bõw wù jeũ yì	
補藥	bõw yeòg	
保養	bõw yeóng	
補養	bõw yeóng	
補語	bõw yeú	
保佑	bõw yàw	
保安	bõw ön	
波	bö	排檔，檔
波	bö	奶，乳房
波	bö	球
波板	bö bãn	球拍，球拍子，乒乓球拍
波缽	bö bûd	球鞋，運動鞋
波場	bö ceong	球場
菠菜	bö côi	
波飛	bö fëy	球票，球賽的票
波褲	bö fû	球褲，運動褲
波鞋	bö hai	球鞋，運動鞋
波珠	bö jeü	滾珠，彈球，玻璃球
波子	bö jĩ	玻璃球，彈球，滾珠
波子棋	bö jĩ key	跳棋
波瀾	bö lan	
菠蘿	bö lo	鳳梨
菠蘿包	bö lo bäu	波羅包
菠蘿蓋	bö lo gôi	膝蓋骨
菠蘿油	bö lo yaw	波羅包加牛油
波罅	bö lâ	乳溝
玻璃	bö lëy	
玻璃杯	bö lëy büi	
玻璃窗	bö lëy ceöng	
玻璃纖維	bö lëy cïm way	
玻璃樽	bö lëy jönt	玻璃瓶
玻璃試管	bö lëy sî gũn	
波浪	bö lòng	
波路	bö lòw	底細，情況，來頭
波帽	bö mõw	鴨舌帽
波衫	bö säm	球衣，運動衣
波恤	bö söt	球衣，絨衣，運動衣，衛生衣，長袖運動服
波士	bö sĩ	老闆，總經理，大老闆，上司
波濤	bö tow	
犦	bög	敲，打，敲打
犦犦齋	bög bög jäi	私塾
犦親	bög cänt	砸傷，打傷
犦落去	bög lòg hôy	砸下去，打下去
犦落嚟	bög lòg ley	砸下來，打下來
犦濕	bög säp	揍扁，狠揍，揍癟，毆傷，狠揍一頓
撲嘢	bög yé	性交，做愛
book	bök	預訂
卜卦	bök guâ	
book機票	bök gëy pîu	訂機票
book酒店	bök jãw dîm	訂酒店
book唔到位	bök m dõw wãy	訂不到座兒
卜筮	bök sày	
book位	bök wãy	訂座兒，預定位置，預定座位
幫襯	böng cânt	光顧
幫倒忙	böng dôw mong	
邦國	böng guôg	
幫閒	böng han	
幫腔	böng höng	
幫兇	böng hönk	
幫助	böng jò	
梆子	böng jĩ	
梆子腔	böng jĩ höng	
幫唔到	böng m dõw	幫不了
幫唔到手	böng m dõw sãw	幫不上忙
幫忙	böng mong	
幫派	böng pâi	
幫手	böng sãw	幫忙
幫手	böng sãw	
幫會	böng wùi	
煲	böw	煮
煲茶	böw ca	熬藥
煲電話粥	böw dìn wã jök	打電話聊大天，打馬拉松電話，長篇大論，打電話聊天
煲飯	böw fàn	煮飯
煲咖啡	böw gâ fë	煮咖啡
煲仔飯	böw jãy fàn	砂鍋飯
煲粥	böw jök	煮粥
煲涼茶	böw leong ca	煮去火湯藥，煮清涼茶
晡禮	böw láy	
煲冇米粥	böw mów máy jök	說沒影兒的事
煲冇米粥，水汪汪	böw mów máy jök sõy wöng wöng	三十晚上走夜路，沒影兒的事
煲水	böw sõy	瞎編，無中生有
煲水	böw sõy	燒水
煲呔	böw täi	領結
煲湯	böw töng	煮湯
荸薺	bùd cay	
撥號	bùd hòw	
渤海	bùd hõi	
渤海灣	bùd hõi wän	
勃起	bùd hẽy	
勃然	bùd yin	
勃然大怒	bùd yin dài nòw	
撥冗	bùd yõnk	
悖論	bùi lònt	
叛變	bùn bîn	
叛賊	bùn càg	
叛敵	bùn dèk	
叛黨	bùn dõng	
絆倒	bùn dõw	
叛匪	bùn fẽy	
絆腳石	bùn geôg sèg	
叛軍	bùn guänt	
叛國	bùn guôg	
叛國罪	bùn guôg jòy	
叛將	bùn jeông	
絆住	bùn jeù	
叛離	bùn ley	
叛離正軌	bùn ley jênk guãy	
叛亂	bùn leùn	
叛亂份子	bùn leùn fànt jĩ	
叛賣	bùn mài	
絆手絆腳	bùn sãw bùn geôg	
叛徒	bùn tow	
叛逆	bùn yèk	
缽仔糕	bûd jãy göw	用小缽蒸的發麵糕
背	bûi	背，背部
背叛	bûi bùn	
輩出	bûi cöt	
背景	bûi gẽnk	
貝殼	bûi hôg	
脊椎	bûi jeôg	脊椎
背囊	bûi nong	背包
背心	bûi sämp	
半邊	bûn bïn	
半邊天	bûn bïn tïn	
半部	bûn bòw	
半波整流	bûn bö jẽnk law	
半波整流器	bûn bö jẽnk law hêy	
半親疏	bûn cänt sö	半親不疏
半導體	bûn dòw tãy	
半島	bûn dõw	
半點	bûn dĩm	
半點鐘	bûn dĩm jönk	
半肥瘦	bûn fey sâw	半肥不瘦
半封建	bûn fönk gîn	
半價	bûn gâ	
半斤八兩	bûn gänt bâd leóng	
半徑	bûn gênk	
半句	bûn gôy	
半工半讀	bûn gönk bûn dòk	
半公私	bûn gönk sï	半公半私
半鹹淡	bûn ham tám	南腔北調
半晌	bûn heõng	
半空	bûn hönk	
半空中	bûn hönk jönk	
半製品	bûn jây bãnt	
半真半假	bûn jänt bûn gâ	
半殖民地	bûn jèk mant dèy	
半自動	bûn jì dònk	
半截	bûn jìd	
半截裙	bûn jìd kuant	裙子
半截入土	bûn jìd yàp tõw	
半球	bûn kaw	
半球形	bûn kaw yenk	
半兩	bûn leõng	
半路	bûn lòw	
半路出家	bûn lòw cöt gä	
半路上	bûn lòw seòng	
半面之交	bûn mìn jï gäu	
半年刊	bûn nin hõn	
半瓶醋	bûn penk côw	
半成品	bûn senk bãnt	
半世	bûn sây	半輩子
半世人	bûn sây yant	半輩子
半山	bûn sän	
半山腰	bûn sän yïu	
半生熟	bûn säng sòk	半生不熟
半身	bûn sänt	
半身不遂	bûn sänt bät sòy	
半新舊	bûn sänt gàw	半新不舊
半身像	bûn sänt jeòng	
半信半疑	bûn sônt bûn yi	
半數	bûn sôw	
半衰期	bûn söy key	
半條命	bûn tiu mèng	半死不活
半條人命	bûn tiu yant mèng	半死不活
半唐番	bûn tong fän	半中不西，不土不洋，假洋鬼子
半途而廢	bûn tow yi fây	
半途而癈	bûn tow yi fây	
半透明	bûn tâw menk	
半天吊	bûn tïn dîu	掛在半空中，不牢靠、不實在，沒有依傍，沒著落，進退兩難
半統靴	bûn tõnk heö	
半桶水	bûn tõnk sõy	半瓶醋
半推半就	bûn töy bûn jàw	
半圓	bûn yeun	
半圓規	bûn yeun kuäy	
半圓形	bûn yeun yenk	
半月	bûn yeùd	
半月刊	bûn yeùd hõn	
半月形	bûn yeùd yenk	
半日制	bûn yàt jây	
半音	bûn yämp	
半音階	bûn yämp gäi	
半夜	bûn yè	
杯	büi	杯子
杯葛	büi gôd	抵制
杯薦	büi jĩn	杯墊
搬遷	bün cïn	
搬翻	bün fän	搬回
搬走	bün höi	
搬屋	bün ngök	搬家
搬運	bün wànt	
搬入	bün yàp	搬進
扁豆	bĩn dàw	
貶低	bĩn däy	
匾額	bĩn ngàg	
扁平	bĩn penk	
扁圓	bĩn yeun	
表情	bĩu cenk	
表錯情	bĩu cô cenk	弄錯，誤解，誤會
表達	bĩu dàd	
表決	bĩu keûd	
表決權	bĩu keûd keun	
表面	bĩu mìn	
表示	bĩu sì	
表揚	bĩu yeong	
表現	bĩu yìn	
表演	bĩu yĩn	
本地薑唔辣	bũn dèy geöng m làd	遠來的和尚會念經，牆裡開花牆外香
畚箕	bũn gëy	
本来	bũn loi	
本來	bũn loi	
本末倒置	bũn mùd dôw jî	
本能	bũn nank	
本銀	bũn ngãnt	本金，本錢
本身	bũn sänt	
本性	bũn sênk	
本息	bũn sëk	
本色	bũn sëk	
本事	bũn sì	本領
餅乾	bẽng gön	
餅乾	bẽng gön	蘇打餅
餅乾店	bẽng gön dîm	
餅乾盒	bẽng gön hàb	
餅仔	bẽng jãy	餅乾
餅咭	bẽng kät	餅券
餅屑	bẽng sîd	
餅師	bẽng sï	麵包師傅
餅印	bẽng yânt	餅模子
抦	bẽnk	打，揍，毆打
秉持	bẽnk ci	
丙等	bẽnk dãnk	
屏氣	bẽnk hêy	
屏氣凝神	bẽnk hêy yenk sant	
秉燭夜遊	bẽnk jök yè yaw	
丙級	bẽnk käp	
秉承	bẽnk senk	
秉性	bẽnk sênk	
屏息	bẽnk sëk	
屏息以待	bẽnk sëk yí dôi	
丙酮	bẽnk tonk	
畀	bẽy	給
髀	bẽy	腿，大腿
畀	bẽy	被，受，讓
畀差人拉	bẽy cäi yant läi	被警察逮捕
比賽	bẽy côi	
彼此	bẽy cĩ	
畀錢	bẽy cĩn	付錢，給錢
畀錢我	bẽy cĩn ngó	給我錢
畀翻	bẽy fän	還給
畀翻錢	bẽy fän cĩn	還錢
比分	bẽy fänt	
畀非士	bẽy fëy sĩ	給面子
比方	bẽy föng	
畀過	bẽy guô	交給
比較	bẽy gâu	
比堅尼	bẽy gïn ney	比基尼，比基尼泳衣
畀考起	bẽy hãu hẽy	被考倒
畀利是	bẽy lày sì	給紅包
比率	bẽy lòt	
比唔上	bẽy m seòng	比不上
畀問起	bẽy mànt hẽy	被問倒
畀面色佢睇	bẽy mìn sëk kóy tãy	給臉色他看
畀面	bẽy mĩn	賞臉，給面子
畀銀紙	bẽy ngant jĩ	給錢
彼岸	bẽy ngòn	
畀鬧到死死吓	bẽy nàu dôw sẽy sẽy hã	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一戙都冇	bẽy nàu dôw yät dònk döw mów	被罵得一錢不值，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一隻屐	bẽy nàu dôw yät jêg kèg	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一面屁	bẽy nàu dôw yät mìn pêy	被罵得滿臉羞慚，被罵得無地自容，被罵得狗血淋頭
畀雪藏	bẽy seûd cong	被打入冷宮，暫時閒置
匕首	bẽy sãw	
畀心機	bẽy sämp gëy	用心，下功夫，努力
畀心機做	bẽy sämp gëy jòw	努力做
畀錫壞咗	bẽy sêg wài jõ	被慣壞了，給人慣壞了
畀水沉死	bẽy sõy jàmp sẽy	被水淹死
畀水濁親	bẽy sõy jòk cänt	給水嗆了
畀…睇	bẽy tãy	給…看
畀貼士	bẽy tïb sĩ	給小費
畀人唱衰	bẽy yant ceông söy	被別人詆毀，被別人戳脊梁骨
畀人棍咗	bẽy yant guânt jõ	給人騙了，被人騙了，被騙
畀人蝦	bẽy yant hä	軟弱，給別人欺負
畀人恰	bẽy yant häb	讓別人欺負了
畀人箍頸	bẽy yant kü gẽng	被人搶劫
畀人呃	bẽy yant ngäg	受騙，被騙
畀人鬧	bẽy yant nàu	捱罵，被罵，讓人罵
畀人拼沉	bẽy yant pëng camp	被打敗，給人打輸
畀人識穿	bẽy yant sëk ceün	讓人識破
畀人玩死	bẽy yant wãn sẽy	被人害苦
