开放粤语词典（粤语拼音字调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
鼻哥	bèy gö	鼻子
鼻哥窿 	bèy gö lönk	鼻孔
鼻血	bèy heûd	
被害	bèy hòi	
被害人	bèy hòi yant	
被控	bèy hônk	
避开	bèy höi	
鼻腔	bèy höng	
备注	bèy jeû	
备战	bèy jîn	
鼻祖	bèy jõw	
被困	bèy kuânt	
鼻梁	bèy leong	
避唔切	bèy m cîd	来不及躲开
备忘录	bèy mong lòk	
避免	bèy mín	
备受	bèy sàw	
鼻塞	bèy säk	
鼻息	bèy sëk	
鼻水	bèy sõy	
鼻涕	bèy tây	
鼻涕虫	bèy tây conk	
备胎	bèy töi	
备而不用	bèy yi bät yònk	
鼻炎	bèy yim	
鼻音	bèy yämp	
鼻烟	bèy yïn	
鼻烟盒	bèy yïn hàb	
鼻咽癌	bèy yïn ngam	
备用	bèy yònk	
备用品	bèy yònk bãnt	
备案	bèy ôn	
柄	bêng	藏，收藏
并发症	bênk fâd jênk	
痹	bêy	麻，麻痹，麻木
痹到死	bêy dôw sẽy	肉麻死了，肉麻得要命
秘诀	bêy keûd	
秘笈	bêy käp	
秘捞	bêy löw	搞外快，赚取外快，业余兼职
秘密	bêy màt	
泌尿	bêy nìu	
秘书	bêy seü	
庇护	bêy wù	
啤酒	bë jãw	
啤酒肚	bë jãw tów	大肚子
啤令	bë lẽnk	滚珠轴承轴承
啤梨	bë lẽy	洋梨，西洋梨，澳洲梨
逼	bëk	挤，拥挤
逼巴士	bëk bä sĩ	挤公车，挤公共汽车
逼迫	bëk bäg	
壁橱	bëk coy	
逼到鬼噉	bëk dôw guãy gãmp	挤得要命
逼到埋身	bëk dôw mai sänt	事情迫到头上来
壁虎	bëk fũ	
逼过嚟	bëk guô ley	挤过来
逼供	bëk gönk	
碧血	bëk heûd	
逼冚晒	bëk hàmp sâi	挤得紧紧的
碧海	bëk hõi	
壁纸	bëk jĩ	
逼嚟逼去	bëk ley bëk hôy	挤来挤去
壁炉	bëk low	
碧绿	bëk lòk	
碧绿色	bëk lòk sëk	
碧眼	bëk ngán	
逼上梁山	bëk seóng leong sän	
壁画	bëk wã	
逼人	bëk yant	拥挤
逼入去	bëk yàp hôy	挤进去
碧玉	bëk yòk	
乒乓波	bënk bämp bö	乒乓球
兵不血刃	bënk bät heûd yànt	
兵不厌诈	bënk bät yîm jâ	
兵变	bënk bîn	
冰雹	bënk bòg	
冰冻	bënk dônk	
兵法	bënk fâd	
兵荒马乱	bënk föng má leùn	
兵贵神速	bënk guây sant cök	
兵家	bënk gä	
兵家必争之地	bënk gä bïd jänk jï dèy	
兵家大忌	bënk gä dài gèy	
兵器	bënk hêy	
兵卒	bënk jöt	
兵临城下	bënk lamp senk hà	
兵力	bënk lèk	
兵马俑	bënk má yõnk	
冰上表演	bënk seòng bĩu yĩn	
冰上运动	bënk seòng wànt dònk	
冰山	bënk sän	
冰室	bënk sät	冷饮店
兵士	bënk sì	
兵事	bënk sì	
冰糖	bënk tong	
兵营	bënk yenk	
兵戎	bënk yonk	
兵刃	bënk yànt	
兵役	bënk yèk	
兵役法	bënk yèk fàd	
悲惨	bëy cãm	
悲恸	bëy dònk	
悲愤填膺	bëy fánt tin yënk	
悲观	bëy gün	
卑职	bëy jëk	
卑贱	bëy jìn	
卑俗	bëy jòk	
悲剧	bëy kèg	
卑劣	bëy leûd	
卑劣性	bëy leûd sênk	
碑文	bëy mant	
卑微	bëy mey	
卑鄙	bëy pẽy	
卑鄙无耻	bëy pẽy mow cĩ	
裨益	bëy yëk	
悲哀	bëy öi	
别的	bìd dëk	
蹩脚	bìd geôg	
别针	bìd jämp	
瘪三	bìd säm	
别墅	bìd sòy	
便	bìn	面，边
辨别	bìn bìd	
辨别	bìn bìd	
便当	bìn dông	
便服	bìn fòk	
辩方	bìn föng	
变更	bìn gänk	
便捷	bìn jìd	
便利	bìn lèy	
便利商店	bìn lèy seöng dîm	
辩论	bìn lònt	
便溺	bìn nìu	
辩护	bìn wù	
辨认	bìn yènk	
鳖甲	bîd gâb	
憋气	bîd hêy	
憋闷	bîd mùn	
别扭	bîd nãw	
鳖鱼	bîd yeu	
变迁	bîn cïn	
变调	bîn dìu	
变化	bîn fâ	
变化多端	bîn fâ dö deün	
变成	bîn senk	
变色龙	bîn sëk lonk	
变态	bîn tâi	
变压器	bîn âd hêy	
BB机	bï bï gëy	呼叫机，BB机
咇	bïd	吱
咇出嚟	bïd cöt ley	吱出来
觱篥	bïd lòt	
必须	bïd söy	
必需	bïd söy	
必需品	bïd söy bãnt	
必要	bïd yîu	
鞭	bïn	鞭子
边	bïn	哪，哪里
鞭笞	bïn cï	
边塞	bïn côi	
边度	bïn dòw	哪里
边防	bïn fong	
边防要塞	bïn fong yîu côi	
边疆	bïn geöng	
边界	bïn gâi	
边界线	bïn gâi sîn	
边个	bïn gô	谁，哪一个
边个噶	bïn gô gâ	谁的？
边个嘅	bïn gô gê	谁的
边境	bïn gẽnk	
边际	bïn jây	
辫仔	bïn jãy	辫子
边种	bïn jõnk	哪种
鞭炮	bïn pâu	
边处	bïn seû	哪里
边处系呢	bïn seû hày lê	哪里哪里
鞭挞	bïn tâd	
边缘	bïn yeun	
边日	bïn yàt	哪一天
边有咁大只蛤乸随街跳	bïn yáw gâmp dài jêg gäp nã coy gäi tîu	天上不会掉馅儿饼，没有那么便宜的事
边一年	bïn yät nin	哪一年
表	bïu	手表
标本	bïu bũn	
飙车	bïu cë	
标青	bïu cëng	貌美出众，拔尖儿，超群
标签	bïu cïm	
表厂	bïu cõng	
表带	bïu dâi	
表店	bïu dîm	
飙风	bïu fönk	
镖局	bïu gòk	
标汗	bïu hòn	出汗，流汗，冒汗
表壳	bïu hôg	
标准	bïu jõnt	
标准化	bïu jõnt fâ	
表链	bïu lin	
表面	bïu mìn	
标参	bïu sämp	绑架，绑票
飙升	bïu sënk	
标题	bïu tay	
彪形大汉	bïu yenk dài hôn	
标语	bïu yeú	
表肉	bïu yòk	表瓤，表芯
薄饼	bòg bẽng	
薄罉	bòg cäng	糯米面烙饼，薄饼，烙饼
薄荷	bòg ho	
薄荷脑	bòg ho nów	
薄荷糖	bòg ho tong	
薄荷油	bòg ho yaw	
舶来品	bòg loi bãnt	
薄利多销	bòg lèy dö sïu	
薄弱	bòg yeòg	
伏	bòk	趴，俯伏
瀑布	bòk bôw	
伏低	bòk däy	趴下
曝光	bòk guöng	
伏匿匿	bòk nëy nëy	捉迷藏
曝晒	bòk sâi	
仆人	bòk yant	
仆役	bòk yèk	
伏儿人	bòk yï yänt	捉迷藏
傍	bòng	依靠，陪伴，护着，紧靠着，不离开，看守着
磅秤	bòng cênk	
傍家	bòng gä	恋家，顾家，在家
傍晚	bòng mán	
埲	bònk	股，堵，面
埗	bòw	码头
哺	bòw	孵
步兵	bòw bënk	
步步	bòw bòw	
步步高升	bòw bòw göw sënk	
步步为营	bòw bòw way yenk	
步枪	bòw ceöng	
部署	bòw ceú	
捕虫	bòw conk	
暴躁	bòw côw	
步调	bòw dìu	
暴跌	bòw dîd	
暴动	bòw dònk	
步队	bòw dòy	
部分	bòw fànt	
步伐	bòw fàt	
暴发	bòw fâd	
暴发户	bòw fâd wù	
捕快	bòw fâi	
捕风	bòw fönk	
捕风捉影	bòw fönk jök yẽnk	
暴风雪	bòw fönk seûd	
暴风雨	bòw fönk yeú	
暴富	bòw fû	
暴君	bòw guänt	
哺鸡仔	bòw gäy jãy	孵小鸡
暴行	bòw hank	
步行	bòw hànk	
部长	bòw jeõng	
步骤	bòw jàw	
暴政	bòw jênk	
捕捉	bòw jök	
报纸档	bòw jĩ dông	报摊
捕鲸	bòw kenk	
捕鲸船	bòw kenk seun	
捕捞	bòw law	
暴乱	bòw leùn	
暴龙	bòw lonk	
暴力	bòw lèk	
步履	bòw léy	
步履维艰	bòw léy way gän	
部落	bòw lòg	
暴露	bòw lòw	
暴民	bòw mant	
部门	bòw mun	
捕拿	bòw na	
暴怒	bòw nòw	
捕鼠器	bòw seũ hêy	
捕杀	bòw sâd	
步哨	bòw sâu	
捕手	bòw sãw	
捕食	bòw sèk	
暴泻	bòw sê	急速下滑
埗头	bòw taw	码头，渡口
暴徒	bòw tow	
暴殄天物	bòw tín tïn màt	
暴跳如雷	bòw tîu yeu loy	
步话机	bòw wã gëy	
捕获	bòw wòg	
步人后尘	bòw yant hàw cant	
捕蝇纸	bòw yenk jĩ	
捕鱼	bòw yeu	
捕鱼船	bòw yeu seun	
暴虐	bòw yeòg	
暴雨	bòw yeú	
哺乳	bòw yeú	
哺乳动物	bòw yeú dònk màt	
暴饮暴食	bòw yãmp bòw sèk	
捕役	bòw yèk	
噃	bô	喔，呢
播出	bô cöt	
播放	bô fông	
簸箕	bô gëy	
播映	bô yẽnk	
膊	bôg	肩
坣	bôg	垅，土埂，堤坝
搏	bôg	拼，拼搏，拼命，冒险
驳斥	bôg cëk	
搏彩	bôg cõi	碰运气
博取	bôg cõy	
搏出位	bôg cöt wãy	争着出人头地，标新立异
博大	bôg dài	
搏大胆	bôg dài dãm	赌胆量，赌胆识，赌一下胆识
博大精深	bôg dài jënk sämp	
搏斗	bôg dâw	
博得	bôg däk	
搏到尽	bôg dôw jònt	尽全力，拼搏到底，竭尽全力，拼尽全力，倾尽全力
搏拊	bôg fũ	
驳脚	bôg geôg	经纪
驳骨	bôg guät	接骨
搏击	bôg gëk	
博古通今	bôg gũ tönk gämp	
搏吓彩	bôg há cõi	碰碰运气，赌一赌运气
博客	bôg hâg	
博学	bôg hòg	
博学多闻	bôg hòg dö mant	
博学多能	bôg hòg dö nank	
搏尽	bôg jònt	尽全力，竭尽全力拼搏
驳嘴	bôg jõy	顶嘴
搏乱	bôg leùn	钻空子，混水摸鱼，趁火打劫，乘机捞一把
博览会	bôg lám wũi	
搏老命	bôg lów mèng	拼命，卖命，拼老命
博闻	bôg mant	
博闻强记	bôg mant keong gêy	
博物院	bôg màt	
博物馆	bôg màt gũn	
搏命	bôg mèng	拼命
搏命噉走	bôg mèng gãmp jãw	拼命地跑
搏懵	bôg mõnk	揩油
博鳌论坛	bôg ngow lònt tan	
博雅	bôg ngá	
搏傻	bôg so	装疯扮傻，假装糊涂
搏晒老命	bôg sâi lów mèng	拼上老命，拼了老命，竭尽全力
搏晒老命噉	bôg sâi lów mèng gãmp	拼命地，竭力地，竭尽全力
搏晒命	bôg sâi mèng	卖命，拼命，拼老命
搏手	bôg sãw	交手打架
博士	bôg sì	
博士班	bôg sì bän	
博士后	bôg sì hàw	
博士学位	bôg sì hòg wày	
驳线	bôg sîn	接线
博施济众	bôg sï jây jônk	
膊头	bôg taw	肩膀
驳回	bôg wui	
搏一铺	bôg yät pöw	试一下运气如何
博弈	bôg yèk	
博奕	bôg yèk	
博爱	bôg ôi	
布帛	bôw bàg	
报酬	bôw caw	
布甸	bôw dïn	布丁
报道	bôw dòw	
报导	bôw dòw	
布褂	bôw guâ	
报告	bôw gôw	
布告栏	bôw gôw lan	
报警	bôw gẽnk	
报刊	bôw hõn	
布置	bôw jî	
报载	bôw jôi	
报纸	bôw jĩ	
报纸佬	bôw jĩ lõw	卖报的，报贩
布冧	bôw lämp	洋李子
报名	bôw menk	
报仇	bôw saw	
绑架	bõng gâ	
绑架犯	bõng gâ fãn	
绑个缬	bõng gô lîd	打一个结
绑鞋带	bõng hai dâi	系鞋带
绑缬	bõng lîd	打结
榜上有名	bõng seòng yáw menk	
榜样	bõng yeòng	
簿	bõw	本子
补品	bõw bãnt	
保镖	bõw bïu	
补报	bõw bôw	
宝宝	bõw bõw	
宝贝	bõw bûi	
宝贝仔	bõw bûi jãy	宝贝儿子
保存	bõw ceun	
保持	bõw ci	
保持中立	bõw ci jönk làb	
宝刹	bõw câd	
补充	bõw cönk	
补充品	bõw cönk bãnt	
宝特瓶	bõw dàk penk	
宝地	bõw dèy	
补丁	bõw dënk	
宝岛	bõw dõw	
宝刀	bõw döw	
宝刀未老	bõw döw mèy lów	
宝典	bõw dĩn	
补课	bõw fô	
宝库	bõw fû	
宝眷	bõw geûn	
宝贵	bõw guây	
补过	bõw guô	
宝鉴	bõw gâm	
补救	bõw gâw	
补家用	bõw gä yõnk	补贴家里的开支
宝剑	bõw gîm	
保管	bõw gũn	
保管费	bõw gũn fây	
保管箱	bõw gũn seöng	
补鞋	bõw hai	
补鞋匠	bõw hai jeòng	
补血	bõw heûd	
补血剂	bõw heûd jäy	
补血药	bõw heûd yeòg	
补考	bõw hãu	
补空	bõw hönk	
保险	bõw hĩm	
保险费	bõw hĩm fây	
保险金	bõw hĩm gämp	
保险公司	bõw hĩm gönk sï	
保险箱	bõw hĩm seöng	
保险丝	bõw hĩm sï	
保障	bõw jeông	
补习	bõw jàb	
补习班	bõw jàb bän	
簿仔	bõw jãy	小本子，笔记本
保证	bõw jênk	
宝座	bõw jò	
补助费	bõw jò fây	
补助金	bõw jò gämp	
补助额	bõw jò ngàg	
宝藏	bõw jòng	
保重	bõw jònk	
补缀	bõw jòy	
补足	bõw jök	
补缺	bõw keûd	
补给	bõw käp	
补给品	bõw käp bãnt	
补给站	bõw käp jàm	
宝蓝	bõw lam	
宝蓝色	bõw lam sëk	
保留	bõw law	
堡垒	bõw lóy	
宝物	bõw màt	
保密	bõw màt	
保姆	bõw mów	
鸨母	bõw mów	
褓姆车	bõw mów cë	校车，娃娃车
保母	bõw mõw	
补牙	bõw nga	
保你大	bõw néy dài	服了你了
补票	bõw pîu	
补偿	bõw seong	
补偿金	bõw seong gämp	
补选	bõw seũn	
保守	bõw sãw	
保守党	bõw sãw dõng	
保守主义	bõw sãw jeũ yì	
补修	bõw säw	
宝石	bõw sèg	
保释	bõw sëk	
补色	bõw sëk	
保鲜纸	bõw sïn jĩ	玻璃纸
补水	bõw sõy	补助费，加班费，补贴
补写	bõw sẽ	
宝塔	bõw tâb	
补贴	bõw tîb	
补胎	bõw töi	
补遗	bõw way	
保卫	bõw wày	
宝位	bõw wày	
补镬	bõw wòg	补救失误
保护	bõw wù	
保护国	bõw wù guôg	
保护主义	bõw wù jeũ yì	
补药	bõw yeòg	
保养	bõw yeóng	
补养	bõw yeóng	
补语	bõw yeú	
保佑	bõw yàw	
保安	bõw ön	
波	bö	排档，档
波	bö	奶，乳房
波	bö	球
波板	bö bãn	球拍，球拍子，乒乓球拍
波钵	bö bûd	球鞋，运动鞋
波场	bö ceong	球场
菠菜	bö côi	
波飞	bö fëy	球票，球赛的票
波裤	bö fû	球裤，运动裤
波鞋	bö hai	球鞋，运动鞋
波珠	bö jeü	滚珠，弹球，玻璃球
波子	bö jĩ	玻璃球，弹球，滚珠
波子棋	bö jĩ key	跳棋
波澜	bö lan	
菠萝	bö lo	凤梨
菠萝包	bö lo bäu	波罗包
菠萝盖	bö lo gôi	膝盖骨
菠萝油	bö lo yaw	波罗包加牛油
波罅	bö lâ	乳沟
玻璃	bö lëy	
玻璃杯	bö lëy büi	
玻璃窗	bö lëy ceöng	
玻璃纤维	bö lëy cïm way	
玻璃樽	bö lëy jönt	玻璃瓶
玻璃试管	bö lëy sî gũn	
波浪	bö lòng	
波路	bö lòw	底细，情况，来头
波帽	bö mõw	鸭舌帽
波衫	bö säm	球衣，运动衣
波恤	bö söt	球衣，绒衣，运动衣，卫生衣，长袖运动服
波士	bö sĩ	老板，总经理，大老板，上司
波涛	bö tow	
犦	bög	敲，打，敲打
犦犦斋	bög bög jäi	私塾
犦亲	bög cänt	砸伤，打伤
犦落去	bög lòg hôy	砸下去，打下去
犦落嚟	bög lòg ley	砸下来，打下来
犦湿	bög säp	揍扁，狠揍，揍瘪，殴伤，狠揍一顿
扑嘢	bög yé	性交，做爱
book	bök	预订
卜卦	bök guâ	
book机票	bök gëy pîu	订机票
book酒店	bök jãw dîm	订酒店
book唔到位	bök m dõw wãy	订不到座儿
卜筮	bök sày	
book位	bök wãy	订座儿，预定位置，预定座位
帮衬	böng cânt	光顾
帮倒忙	böng dôw mong	
邦国	böng guôg	
帮闲	böng han	
帮腔	böng höng	
帮凶	böng hönk	
帮助	böng jò	
梆子	böng jĩ	
梆子腔	böng jĩ höng	
帮唔到	böng m dõw	帮不了
帮唔到手	böng m dõw sãw	帮不上忙
帮忙	böng mong	
帮派	böng pâi	
帮手	böng sãw	帮忙
帮手	böng sãw	
帮会	böng wùi	
煲	böw	煮
煲茶	böw ca	熬药
煲电话粥	böw dìn wã jök	打电话聊大天，打马拉松电话，长篇大论，打电话聊天
煲饭	böw fàn	煮饭
煲咖啡	böw gâ fë	煮咖啡
煲仔饭	böw jãy fàn	砂锅饭
煲粥	böw jök	煮粥
煲凉茶	böw leong ca	煮去火汤药，煮清凉茶
晡礼	böw láy	
煲冇米粥	böw mów máy jök	说没影儿的事
煲冇米粥，水汪汪	böw mów máy jök sõy wöng wöng	三十晚上走夜路，没影儿的事
煲水	böw sõy	瞎编，无中生有
煲水	böw sõy	烧水
煲呔	böw täi	领结
煲汤	böw töng	煮汤
荸荠	bùd cay	
拨号	bùd hòw	
渤海	bùd hõi	
渤海湾	bùd hõi wän	
勃起	bùd hẽy	
勃然	bùd yin	
勃然大怒	bùd yin dài nòw	
拨冗	bùd yõnk	
悖论	bùi lònt	
叛变	bùn bîn	
叛贼	bùn càg	
叛敌	bùn dèk	
叛党	bùn dõng	
绊倒	bùn dõw	
叛匪	bùn fẽy	
绊脚石	bùn geôg sèg	
叛军	bùn guänt	
叛国	bùn guôg	
叛国罪	bùn guôg jòy	
叛将	bùn jeông	
绊住	bùn jeù	
叛离	bùn ley	
叛离正轨	bùn ley jênk guãy	
叛乱	bùn leùn	
叛乱分子	bùn leùn fànt jĩ	
叛卖	bùn mài	
绊手绊脚	bùn sãw bùn geôg	
叛徒	bùn tow	
叛逆	bùn yèk	
钵仔糕	bûd jãy göw	用小钵蒸的发面糕
背	bûi	背，背部
背叛	bûi bùn	
辈出	bûi cöt	
背景	bûi gẽnk	
贝壳	bûi hôg	
脊椎	bûi jeôg	脊椎
背囊	bûi nong	背包
背心	bûi sämp	
半边	bûn bïn	
半边天	bûn bïn tïn	
半部	bûn bòw	
半波整流	bûn bö jẽnk law	
半波整流器	bûn bö jẽnk law hêy	
半亲疏	bûn cänt sö	半亲不疏
半导体	bûn dòw tãy	
半岛	bûn dõw	
半点	bûn dĩm	
半点钟	bûn dĩm jönk	
半肥瘦	bûn fey sâw	半肥不瘦
半封建	bûn fönk gîn	
半价	bûn gâ	
半斤八两	bûn gänt bâd leóng	
半径	bûn gênk	
半句	bûn gôy	
半工半读	bûn gönk bûn dòk	
半公私	bûn gönk sï	半公半私
半咸淡	bûn ham tám	南腔北调
半晌	bûn heõng	
半空	bûn hönk	
半空中	bûn hönk jönk	
半制品	bûn jây bãnt	
半真半假	bûn jänt bûn gâ	
半殖民地	bûn jèk mant dèy	
半自动	bûn jì dònk	
半截	bûn jìd	
半截裙	bûn jìd kuant	裙子
半截入土	bûn jìd yàp tõw	
半球	bûn kaw	
半球形	bûn kaw yenk	
半两	bûn leõng	
半路	bûn lòw	
半路出家	bûn lòw cöt gä	
半路上	bûn lòw seòng	
半面之交	bûn mìn jï gäu	
半年刊	bûn nin hõn	
半瓶醋	bûn penk côw	
半成品	bûn senk bãnt	
半世	bûn sây	半辈子
半世人	bûn sây yant	半辈子
半山	bûn sän	
半山腰	bûn sän yïu	
半生熟	bûn säng sòk	半生不熟
半身	bûn sänt	
半身不遂	bûn sänt bät sòy	
半新旧	bûn sänt gàw	半新不旧
半身像	bûn sänt jeòng	
半信半疑	bûn sônt bûn yi	
半数	bûn sôw	
半衰期	bûn söy key	
半条命	bûn tiu mèng	半死不活
半条人命	bûn tiu yant mèng	半死不活
半唐番	bûn tong fän	半中不西，不土不洋，假洋鬼子
半途而废	bûn tow yi fây	
半途而癈	bûn tow yi fây	
半透明	bûn tâw menk	
半天吊	bûn tïn dîu	挂在半空中，不牢靠、不实在，没有依傍，没着落，进退两难
半统靴	bûn tõnk heö	
半桶水	bûn tõnk sõy	半瓶醋
半推半就	bûn töy bûn jàw	
半圆	bûn yeun	
半圆规	bûn yeun kuäy	
半圆形	bûn yeun yenk	
半月	bûn yeùd	
半月刊	bûn yeùd hõn	
半月形	bûn yeùd yenk	
半日制	bûn yàt jây	
半音	bûn yämp	
半音阶	bûn yämp gäi	
半夜	bûn yè	
杯	büi	杯子
杯葛	büi gôd	抵制
杯荐	büi jĩn	杯垫
搬迁	bün cïn	
搬翻	bün fän	搬回
搬走	bün höi	
搬屋	bün ngök	搬家
搬运	bün wànt	
搬入	bün yàp	搬进
扁豆	bĩn dàw	
贬低	bĩn däy	
匾额	bĩn ngàg	
扁平	bĩn penk	
扁圆	bĩn yeun	
表情	bĩu cenk	
表错情	bĩu cô cenk	弄错，误解，误会
表达	bĩu dàd	
表决	bĩu keûd	
表决权	bĩu keûd keun	
表面	bĩu mìn	
表示	bĩu sì	
表扬	bĩu yeong	
表现	bĩu yìn	
表演	bĩu yĩn	
本地姜唔辣	bũn dèy geöng m làd	远来的和尚会念经，墙里开花墙外香
畚箕	bũn gëy	
本来	bũn loi	
本来	bũn loi	
本末倒置	bũn mùd dôw jî	
本能	bũn nank	
本银	bũn ngãnt	本金，本钱
本身	bũn sänt	
本性	bũn sênk	
本息	bũn sëk	
本色	bũn sëk	
本事	bũn sì	本领
饼干	bẽng gön	
饼干	bẽng gön	苏打饼
饼干店	bẽng gön dîm	
饼干盒	bẽng gön hàb	
饼仔	bẽng jãy	饼干
饼咭	bẽng kät	饼券
饼屑	bẽng sîd	
饼师	bẽng sï	面包师傅
饼印	bẽng yânt	饼模子
抦	bẽnk	打，揍，殴打
秉持	bẽnk ci	
丙等	bẽnk dãnk	
屏气	bẽnk hêy	
屏气凝神	bẽnk hêy yenk sant	
秉烛夜游	bẽnk jök yè yaw	
丙级	bẽnk käp	
秉承	bẽnk senk	
秉性	bẽnk sênk	
屏息	bẽnk sëk	
屏息以待	bẽnk sëk yí dôi	
丙酮	bẽnk tonk	
畀	bẽy	给
髀	bẽy	腿，大腿
畀	bẽy	被，受，让
畀差人拉	bẽy cäi yant läi	被警察逮捕
比赛	bẽy côi	
彼此	bẽy cĩ	
畀钱	bẽy cĩn	付钱，给钱
畀钱我	bẽy cĩn ngó	给我钱
畀翻	bẽy fän	还给
畀翻钱	bẽy fän cĩn	还钱
比分	bẽy fänt	
畀非士	bẽy fëy sĩ	给面子
比方	bẽy föng	
畀过	bẽy guô	交给
比较	bẽy gâu	
比坚尼	bẽy gïn ney	比基尼，比基尼泳衣
畀考起	bẽy hãu hẽy	被考倒
畀利是	bẽy lày sì	给红包
比率	bẽy lòt	
比唔上	bẽy m seòng	比不上
畀问起	bẽy mànt hẽy	被问倒
畀面色佢睇	bẽy mìn sëk kóy tãy	给脸色他看
畀面	bẽy mĩn	赏脸，给面子
畀银纸	bẽy ngant jĩ	给钱
彼岸	bẽy ngòn	
畀闹到死死吓	bẽy nàu dôw sẽy sẽy hã	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一戙都冇	bẽy nàu dôw yät dònk döw mów	被骂得一钱不值，被骂得狗血淋头，挨一顿臭骂
畀闹到一只屐	bẽy nàu dôw yät jêg kèg	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一面屁	bẽy nàu dôw yät mìn pêy	被骂得满脸羞惭，被骂得无地自容，被骂得狗血淋头
畀雪藏	bẽy seûd cong	被打入冷宫，暂时闲置
匕首	bẽy sãw	
畀心机	bẽy sämp gëy	用心，下功夫，努力
畀心机做	bẽy sämp gëy jòw	努力做
畀锡坏咗	bẽy sêg wài jõ	被惯坏了，给人惯坏了
畀水沉死	bẽy sõy jàmp sẽy	被水淹死
畀水浊亲	bẽy sõy jòk cänt	给水呛了
畀…睇	bẽy tãy	给…看
畀贴士	bẽy tïb sĩ	给小费
畀人唱衰	bẽy yant ceông söy	被别人诋毁，被别人戳脊梁骨
畀人棍咗	bẽy yant guânt jõ	给人骗了，被人骗了，被骗
畀人虾	bẽy yant hä	软弱，给别人欺负
畀人恰	bẽy yant häb	让别人欺负了
畀人箍颈	bẽy yant kü gẽng	被人抢劫
畀人呃	bẽy yant ngäg	受骗，被骗
畀人闹	bẽy yant nàu	挨骂，被骂，让人骂
畀人拼沉	bẽy yant pëng camp	被打败，给人打输
畀人识穿	bẽy yant sëk ceün	让人识破
畀人玩死	bẽy yant wãn sẽy	被人害苦
