开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
犦湿	'bɔk 'sɐp	揍扁，狠揍，揍瘪，殴伤，狠揍一顿
犦亲	'bɔk 'tsɐn	砸伤，打伤
犦落去	'bɔk _lɔk ¯hœy	砸下去，打下去
犦落嚟	'bɔk _lɔk ˌlei	砸下来，打下来
扑嘢	'bɔk ˏjɛ	性交，做爱
帮腔	'bɔŋ 'hɔŋ	
帮凶	'bɔŋ 'hʊŋ	
帮助	'bɔŋ _dzɔ	
帮会	'bɔŋ _wui	
帮倒忙	'bɔŋ ¯dou ˌmɔŋ	
邦国	'bɔŋ ¯gwɔk	
帮派	'bɔŋ ¯pai	
帮衬	'bɔŋ ¯tsɐn	光顾
梆子	'bɔŋ ´dzi	
梆子腔	'bɔŋ ´dzi 'hɔŋ	
帮手	'bɔŋ ´sɐu	帮忙
帮手	'bɔŋ ´sɐu	
帮闲	'bɔŋ ˌhan	
帮忙	'bɔŋ ˌmɔŋ	
帮唔到	'bɔŋ ˌm̩ ´dou	帮不了
帮唔到手	'bɔŋ ˌm̩ ´dou ´sɐu	帮不上忙
啤酒	'bɛ ´dzɐu	
啤酒肚	'bɛ ´dzɐu ˏtou	大肚子
啤梨	'bɛ ´lei	洋梨，西洋梨，澳洲梨
啤令	'bɛ ´lɪŋ	滚珠轴承轴承
乒乓波	'bɪŋ 'bɐm 'bɔ	乒乓球
兵不血刃	'bɪŋ 'bɐt ¯hyt _jɐn	
兵不厌诈	'bɪŋ 'bɐt ¯jim ¯dza	
兵卒	'bɪŋ 'dzœt	
兵荒马乱	'bɪŋ 'fɔŋ ˏma _lyn	
兵家	'bɪŋ 'ga	
兵家必争之地	'bɪŋ 'ga 'bit 'dzɐŋ 'dzi _dei	
兵家大忌	'bɪŋ 'ga _dai _gei	
冰山	'bɪŋ 'san	
冰室	'bɪŋ 'sɐt	冷饮店
冰雹	'bɪŋ _bɔk	
兵役	'bɪŋ _jik	
兵役法	'bɪŋ _jik _fat	
兵刃	'bɪŋ _jɐn	
兵力	'bɪŋ _lik	
兵士	'bɪŋ _si	
兵事	'bɪŋ _si	
冰上运动	'bɪŋ _sœŋ _wɐn _dʊŋ	
冰上表演	'bɪŋ _sœŋ ´biu ´jin	
兵变	'bɪŋ ¯bin	
冰冻	'bɪŋ ¯dʊŋ	
兵法	'bɪŋ ¯fat	
兵贵神速	'bɪŋ ¯gwɐi ˌsɐn 'tsʊk	
兵器	'bɪŋ ¯hei	
兵营	'bɪŋ ˌjɪŋ	
兵戎	'bɪŋ ˌjʊŋ	
兵临城下	'bɪŋ ˌlɐm ˌsɪŋ _ha	
冰糖	'bɪŋ ˌtɔŋ	
兵马俑	'bɪŋ ˏma ´jʊŋ	
book	'bʊk	预订
book机票	'bʊk 'gei ¯piu	订机票
卜筮	'bʊk _sɐi	
卜卦	'bʊk ¯gwa	
book酒店	'bʊk ´dzɐu ¯dim	订酒店
book位	'bʊk ´wɐi	订座儿，预定位置，预定座位
book唔到位	'bʊk ˌm̩ ´dou ´wɐi	订不到座儿
担	'dam	挑，搬，扛
担	'dam	叼
觇	'dam	抬
担遮	'dam 'dzɛ	打伞
担当	'dam 'dɔŋ	
觇高个头	'dam 'gou ¯gɔ ˌtɐu	抬起头来
担纲	'dam 'gɔŋ	当主角，当主力，负总责，负主要责任
担惊受怕	'dam 'gɪŋ _sɐu ¯pa	
担忧	'dam 'jɐu	
担心	'dam 'sɐm	
眈天望地	'dam 'tin _mɔŋ _dei	东张西望
担大旗	'dam _dai ˌkei	指挥，领头，挑大樑
担住	'dam _dzy	叼着，衔着
担住口烟	'dam _dzy ´hɐu 'jin	叼着一支烟
担负	'dam _fu	
担任	'dam _jɐm	
耽误	'dam _ŋ̩	
担凳仔	'dam ¯dɐŋ ´dzɐi	搬凳子
担架床	'dam ¯ga ˌtsɔŋ	
耽搁	'dam ¯gɔk	
担保	'dam ´bou	
担保信	'dam ´bou ¯sœn	挂号信
担水	'dam ´sœy	挑水
担枱担凳	'dam ´tɔi 'dam ¯dɐŋ	搬桌子，搬椅子
挑不起，挑不动	'dam ˌm̩ 'jʊk	挑不起
担锄头	'dam ˌtsɔ ˌtɐu	扛锄头
单	'dan	帐单
单单	'dan 'dan	只
丹粒	'dan 'lɐp	
丹砂	'dan 'sa	
丹心	'dan 'sɐm	
单身寡仔	'dan 'sɐn ´gwa ´dzɐi	单身汉，光棍
单身寡佬	'dan 'sɐn ´gwa ´lou	单身汉
单车	'dan 'tsɛ	脚踏车，自行车
单车泵	'dan 'tsɛ 'bɐm	打气筒
单车掣	'dan 'tsɛ ¯dzɐi	自行车车闸，脚踏车车闸
单车径	'dan 'tsɛ ¯gɪŋ	自行车专用道
单车锁匙	'dan 'tsɛ ´sɔ ˌsi	自行车钥匙
单调	'dan _diu	
单字	'dan _dzi	
丹凤	'dan _fʊŋ	
丹凤眼	'dan _fʊŋ ˏŋan	
单系	'dan _hɐi	光是，光
丹药	'dan _jœk	
单对单	'dan ¯dœy 'dan	一对一
单据	'dan ¯gœy	
单靠	'dan ¯kau	
单姓	'dan ¯sɪŋ	
单行	'dan ´hɔŋ	
单位	'dan ´wɐi	套间，单元，房子
单位	'dan ´wɐi	
单行道	'dan ˌhɐŋ _dou	
丹红	'dan ˌhʊŋ	
丹红色	'dan ˌhʊŋ 'sik	
单元	'dan ˌjyn	
丹丸	'dan ˌjyn	
单人房	'dan ˌjɐn ´fɔŋ	
丹田	'dan ˌtin	
丹田功	'dan ˌtin 'gʊŋ	
丹墀	'dan ˌtsi	
单嘢	'dan ˏjɛ	事件
单眼簷	'dan ˏŋan ˌjɐm	单眼皮
嗒	'dap	咂，品尝，尝味
嗒嗒声	'dap 'dap 'sɛŋ	咂嘴声
嗒真	'dap 'dzɐn	细细品尝
嗒真啲	'dap 'dzɐn 'di	细细品尝，慢慢品尝
嗒真吓	'dap 'dzɐn ˏha	细细品尝，慢慢品尝
啲	'di	一些，一点
啲人	'di ˌjɐn	人们
啲朋友	'di ˌpɐŋ ˏjɐu	朋友们
的	'dik	提拿，提溜
的式	'dik 'sik	精致，轻巧，小巧玲珑
嫡亲	'dik 'tsɐn	
嫡系	'dik _hɐi	
的士高	'dik _si 'gou	迪斯科
的确	'dik ¯kɔk	
嫡派	'dik ¯pai	
的起心肝	'dik ´hei 'sɐm 'gɔn	立下决心，专心致志
的起嚟	'dik ´hei ˌlei	提起来，提溜起来
的士	'dik ´si	出租车，计程车
的士司机	'dik ´si 'si 'gei	
的士佬	'dik ´si ´lou	出租车司机，计程车司机
的而且确	'dik ˌji ´tsɛ ¯kɔk	千真万确，确确实实，非常肯定，确凿无疑
癫癫废废	'din 'din ¯fɐi ¯fɐi	傻里傻气
巅峰	'din 'fʊŋ	
颠倒	'din ´dou	
癫狗	'din ´gɐu	疯狗
癫佬	'din ´lou	疯子
癫痫	'din ˌhan	
啲啲咁多	'dit 'dit ¯gɐm 'dɔ	啲啲咁多
啲咁多	'dit ¯gɐm 'dɔ	一点点，一丁点
雕刻	'diu 'hɐk	
雕刻家	'diu 'hɐk 'ga	
雕刻品	'diu 'hɐk ´bɐn	
丢三拉四	'diu 'sam _lai ¯sei	
丢掷	'diu _dzak	
雕像	'diu _dzœŋ	
凋谢	'diu _dzɛ	
丢弃	'diu ¯hei	
雕塑	'diu ¯sou	
丢架	'diu ´ga	丢人，丢脸，丢面子
鲷鱼	'diu ˌjy	
刁侨扭拧	'diu ˌkiu ˏnɐu _nɪŋ	调皮，不听话，难以对付
刁蛮	'diu ˌman	蛮不讲理，蛮横，任性而刁钻
刁难	'diu ˌnan	
貂禅	'diu ˌsim	
丢那妈	'diu ˏna 'ma	他妈的
都	'dou	也
刀疤	'dou 'ba	
叨叨絮絮	'dou 'dou ˏsœy ˏsœy	
刀尖	'dou 'dzim	
刀锋	'dou 'fʊŋ	
叨光	'dou 'gwɔŋ	
刀光剑影	'dou 'gwɔŋ ¯gim ´jɪŋ	
都一样	'dou 'jɐt _jœŋ	
嘟噜	'dou 'lou	
刀山	'dou 'san	
刀山剑树	'dou 'san ¯gim _sy	
刀伤	'dou 'sœŋ	
刀叉	'dou 'tsa	
刀枪	'dou 'tsœŋ	
刀枪不入	'dou 'tsœŋ 'bɐt _jɐp	
刀匠	'dou _dzœŋ	
刀具	'dou _gœy	
都系	'dou _hɐi	也是，都是，还是
刀刃	'dou _jɐn	
都未知	'dou _mei 'dzi	还不知道
刀面	'dou _min	
刀背	'dou ¯bui	
刀柄	'dou ¯bɛŋ	
刀剑	'dou ¯gim	
刀割	'dou ¯gɔt	
刀片	'dou ¯pin	
刀削面	'dou ¯sœk _min	
刀把	'dou ´ba	
嘟嘴	'dou ´dzœy	
刀仔	'dou ´dzɐi	小刀
刀俎	'dou ´dzɔ	
刀俎鱼肉	'dou ´dzɔ ˌjy _jʊk	
…都假啦	'dou ´ga 'la	…也是白搭，…也是白费劲
刀口	'dou ´hɐu	
都可以	'dou ´hɔ ˏji	
叨扰	'dou ´jiu	
…都唔得	'dou ˌm̩ 'dɐk	…都不行
嘟囔	'dou ˌnɔŋ	
刀马旦	'dou ˏma ¯dan	
都市	'dou ˏsi	
都似	'dou ˏtsi	有可能，很可能
端倪	'dyn ˌŋɐi	
端午节	'dyn ˏŋ̩ ¯dzit	
揸	'dza	驾驶，开
揸	'dza	拿，抓，握
糌粑	'dza 'ba	
揸的士	'dza 'dik ´si	开出租汽车
揸fit	'dza 'fit	管事，掌舵，掌权，拿主意，说了算
揸fit人	'dza 'fit ˌjɐn	主事人，掌权人
揸开	'dza 'hɔi	开走
揸枪	'dza 'tsœŋ	拿枪，持枪
揸车	'dza 'tsɛ	开车，驾车，驾驶汽车，驾驶车辆
揸拖拉机	'dza 'tɔ 'lai 'gei	开拖拉机
揸大葵扇	'dza _dai ˌkwɐi ¯sin	做媒人，为人保媒
揸电单车	'dza _din 'dan 'tsɛ	骑摩托车
揸住	'dza _dzy	拿着
揸住支咪	'dza _dzy 'dzi 'mɐi	抓住麦克风
揸住时机	'dza _dzy ˌsi 'gei	抓住时机，趁着时机
揸二摊	'dza _ji 'tan	买旧货，捡人家的剩货，用人家用过的东西
揸掣	'dza ¯dzɐi	捏闸
揸筷子	'dza ¯fai ´dzi	拿筷子
渣滓	'dza ´dzi	
揸主意	'dza ´dzy ¯ji	拿主意
揸紧时间	'dza ´gɐn ˌsi 'gan	抓紧时间
揸手	'dza ´sɐu	捏着，在手，手里拿着，掌握，管理，掌管，负责
揸手掣	'dza ´sɐu ¯dzɐi	捏闸
揸钱	'dza ´tsin	管理钱财
咱们	'dza ˌmun	
揸拿	'dza ˌna	把握
揸奶	'dza ˏnai	挤牛奶
斋	'dzai	素的，素食
斋啡	'dzai 'fɛ	不加糖奶的咖啡
斋talk	'dzai 'tɔk	净是说话
斋汤	'dzai 'tɔŋ	素汤
斋日	'dzai _jɐt	
斋戒	'dzai ¯gai	
斋戒日	'dzai ¯gai _jɐt	
斋戒沐浴	'dzai ¯gai _mʊk _jʊk	
斋菜	'dzai ¯tsɔi	素菜
斋堂	'dzai ´tɔŋ	道观，佛寺，庵寺
斋卤味	'dzai ˏlou ´mei	素什锦
嘲讽	'dzau ¯fʊŋ	
嘲笑	'dzau ¯siu	
争	'dzaŋ	欠，差，缺
踭	'dzaŋ	肘，跟，踵
争啲	'dzaŋ 'di	差点，几乎
争啲唔记得咗	'dzaŋ 'di ˌm̩ ¯gei 'dɐk ´dzɔ	差点忘了
争交	'dzaŋ 'gau	吵架
争住	'dzaŋ _dzy	抢着
争住食	'dzaŋ _dzy _sik	抢着吃
争论	'dzaŋ _lœn	
争…钱	'dzaŋ ´tsin	欠了…的钱
争议	'dzaŋ ˏji	
争佢两蚊	'dzaŋ ˏkœy ˏlœŋ 'mɐn	欠他两块钱
争两个人	'dzaŋ ˏlœŋ ¯gɔ ˌjɐn	缺两个人
知	'dzi	知道
之不过	'dzi 'bɐt ¯gwɔ	但是，不过
吱吱叫	'dzi 'dzi ¯giu	
支支整整	'dzi 'dzi ´dzɪŋ ´dzɪŋ	过份讲究打扮
支支吾吾	'dzi 'dzi ˌŋ̩ ˌŋ̩	
蜘蛛	'dzi 'dzy	
蜘蛛网	'dzi 'dzy ˏmɔŋ	
知足	'dzi 'dzʊk	
知足常乐	'dzi 'dzʊk ˌsœŋ _lɔk	
之中	'dzi 'dzʊŋ	
脂肪	'dzi 'fɔŋ	
之间	'dzi 'gan	
资金	'dzi 'gɐm	
知悭识俭	'dzi 'han 'sik _gim	精打细算，懂得节俭，会过日子，懂得勤俭节约
知音	'dzi 'jɐm	
知恩图报	'dzi 'jɐn ˌtou ¯bou	
知悉	'dzi 'sik	
知识	'dzi 'sik	
知识阶级	'dzi 'sik 'gai 'kɐp	
知识青年	'dzi 'sik 'tsɪŋ ˌnin	
知识分子	'dzi 'sik _fɐn ´dzi	
知识化	'dzi 'sik ¯fa	
知识性	'dzi 'sik ¯sɪŋ	
知书达礼	'dzi 'sy _dat ˏlɐi	
知衰	'dzi 'sœy	知错，认错
知心	'dzi 'sɐm	
知心话	'dzi 'sɐm ´wa	
知心人	'dzi 'sɐm ˌjɐn	
知心朋友	'dzi 'sɐm ˌpɐŋ ˏjɐu	
吱声	'dzi 'sɪŋ	
支撑	'dzi 'tsaŋ	
支出	'dzi 'tsœt	
支出费用	'dzi 'tsœt ¯fɐi _jʊŋ	
龇出牙	'dzi 'tsœt ˌŋa	
之初	'dzi 'tsɔ	
知道	'dzi _dou	
支队	'dzi _dœy	
支队长	'dzi _dœy ´dzœŋ	
支付	'dzi _fu	
之下	'dzi _ha	
之后	'dzi _hɐu	
滋润	'dzi _jœn	
资料	'dzi _liu	
资料库	'dzi _liu ¯fu	
支路	'dzi _lou	
之类	'dzi _lœy	
滋味	'dzi _mei	
支脉	'dzi _mɐk	
之内	'dzi _nɔi	
之上	'dzi _sœŋ	
之外	'dzi _ŋɔi	
知到	'dzi ¯dou	知道
之际	'dzi ¯dzɐi	
知法犯法	'dzi ¯fat _fan ¯fat	
资格	'dzi ¯gak	
知觉	'dzi ¯gɔk	
支气管	'dzi ¯hei ´gun	
支气管炎	'dzi ¯hei ´gun ˌjim	
支派	'dzi ¯pai	
支票	'dzi ¯piu	
支票簿	'dzi ¯piu _bou	
支配	'dzi ¯pui	
资讯	'dzi ¯sœn	
姿势	'dzi ¯sɐi	
姿态	'dzi ¯tai	
知趣	'dzi ¯tsœy	
资本	'dzi ´bun	
资本家	'dzi ´bun 'ga	
资本论	'dzi ´bun _lœn	
资本主义	'dzi ´bun ´dzy _ji	
资本主义国家	'dzi ´bun ´dzy _ji ¯gwɔk 'ga	
资本主义社会	'dzi ´bun ´dzy _ji ˏsɛ _wui	
姿整	'dzi ´dzɪŋ	讲究
支解	'dzi ´gai	
知己知彼	'dzi ´gei 'dzi ´bei	
知死	'dzi ´sei	后悔莫及，知道利害
芝士	'dzi ´si	奶酪，乳酪
支使	'dzi ´si	
之所以	'dzi ´sɔ ˏji	
资产	'dzi ´tsan	
资产阶级	'dzi ´tsan 'gai 'kɐp	
知耻近乎勇	'dzi ´tsi _gɐn ˌfu ˏjʊŋ	
知丑	'dzi ´tsɐu	知耻
肢体	'dzi ´tɐi	
肢体语言	'dzi ´tɐi ˏjy ˌjin	
之乎者也	'dzi ˌfu ´dzɛ ˏja	
资源	'dzi ˌjyn	
知人知面不知心	'dzi ˌjɐn 'dzi _min 'bɐt 'dzi 'sɐm	
知其不可为而为之	'dzi ˌkei 'bɐt ´hɔ ˌwɐi ˌji ˌwɐi 'dzi	
知其一不知其二	'dzi ˌkei 'jɐt 'bɐt 'dzi ˌkei _ji	
支离	'dzi ˌlei	
支离破碎	'dzi ˌlei ¯pɔ ¯sœy	
支流	'dzi ˌlɐu	
芝麻	'dzi ˌma	
知无不言	'dzi ˌmou 'bɐt ˌjin	
知唔知	'dzi ˌm̩ 'dzi	知不知道
知难而退	'dzi ˌnan ˌji ¯tœy	
支承	'dzi ˌsɪŋ	
支持	'dzi ˌtsi	
支持者	'dzi ˌtsi ´dzɛ	
之前	'dzi ˌtsin	
知情	'dzi ˌtsɪŋ	
知情不报	'dzi ˌtsɪŋ 'bɐt ¯bou	
支援	'dzi ˌwun	
龇牙	'dzi ˌŋa	
龇牙咧嘴	'dzi ˌŋa ´lɛ ´dzœy	
之嘛	'dzi ˏma	而已，罢了
辎重	'dzi ˏtsʊŋ	
辎重团中尉	'dzi ˏtsʊŋ ˌtyn 'dzʊŋ ¯wɐi	
积	'dzik	疳积，疳积病
积	'dzik	勾，丁
织	'dzik	编，织
渍	'dzik	污垢
织蟀	'dzik 'dzœt	蟋蟀
即将	'dzik 'dzœŋ	
即刻	'dzik 'hɐk	马上，立刻
积阴功	'dzik 'jɐm 'gʊŋ	积德，积福，积阴德
织冷衫	'dzik 'laŋ 'sam	打毛衣
积蓄	'dzik 'tsʊk	
即便	'dzik _bin	
织蓆	'dzik _dzik	编席子
即席	'dzik _dzik	
迹象	'dzik _dzœŋ	
积滞	'dzik _dzɐi	消化不良
积极	'dzik _gik	
积极分子	'dzik _gik _fɐn ´dzi	
即系	'dzik _hɐi	就是
即系话	'dzik _hɐi _wa	就是说
职业	'dzik _jip	
即日	'dzik _jɐt	
即日起	'dzik _jɐt ´hei	
积木	'dzik _mʊk	
即食面	'dzik _sik _min	方便面，泡面
即位	'dzik _wɐi	
织布	'dzik ¯bou	
即兴	'dzik ¯hɪŋ	
即管	'dzik ´gun	尽管
即可	'dzik ´hɔ	
即映即有	'dzik ´jɪŋ 'dzik ˏjɐu	现拍现看
即使	'dzik ´si	
积少成多	'dzik ´siu ˌsɪŋ 'dɔ	
鲫鱼	'dzik ˌjy	
职员	'dzik ˌjyn	
职权	'dzik ˌkyn	
织箩	'dzik ˌlɔ	编箩筐
积埋啲钱	'dzik ˌmai 'di ˌtsin	把钱攒下来
即时	'dzik ˌsi	
积钱	'dzik ˌtsin	攒钱
沾边	'dzim 'bin	
尖笔甩	'dzim 'bɐt 'lɐt	尖尖的
沾不上边	'dzim 'bɐt _sœŋ 'bin	
占卜	'dzim 'bʊk	
沾沾自喜	'dzim 'dzim _dzi ´hei	
沾花惹草	'dzim 'fa ˏjɛ ´tsou	
沾光	'dzim 'gwɔŋ	
沾湿	'dzim 'sɐp	
占星	'dzim 'sɪŋ	
沾污	'dzim 'wu	
瞻望	'dzim _mɔŋ	
沾上	'dzim _sœŋ	
占筮	'dzim _sɐi	
尖叫	'dzim ¯giu	
占卦	'dzim ¯gwa	
櫼队	'dzim ´dœy	加塞儿，插队
沾水	'dzim ´sœy	
沾手	'dzim ´sɐu	
沾染	'dzim ˏjim	
谵妄	'dzim ˏmɔŋ	
氊	'dzin	毯子
煎堆	'dzin 'dœy	麻团
煎pan	'dzin 'pɛn	平底锅
膻味	'dzin _mei	
煎熬	'dzin ˌŋou	
擮	'dzit	挠，挠痒痒
擮胳肋底	'dzit ¯gak 'lak ´dɐi	挠胳肢窝，抓腋下
唧筒	'dzit ´tʊŋ	
招积	'dziu 'dzik	夸耀
朝朝	'dziu 'dziu	每天早上
招呼	'dziu 'fu	
招呼唔到	'dziu 'fu ˌm̩ ´dou	招待不周
朝晖	'dziu 'fɐi	
招供	'dziu 'gʊŋ	
招待所	'dziu _dɔi ´sɔ	
朝露	'dziu _lou	
焦虑	'dziu _lœy	
朝暮	'dziu _mou	
招募	'dziu _mou	
招聘	'dziu ¯pɪŋ	
焦炭	'dziu ¯tan	
朝早	'dziu ´dzou	早上，早晨
招徕	'dziu ˌlɔi	
招牌	'dziu ˌpai	
蕉皮	'dziu ˌpei	香蕉皮
朝头早	'dziu ˌtɐu ´dzou	早上，早晨
招魂	'dziu ˌwɐn	
招惹	'dziu ˏjɛ	
招揽	'dziu ˏlam	
租金	'dzou 'gɐm	房租，租金
糟糠	'dzou 'hɔŋ	
遭殃	'dzou 'jœŋ	
糟蹋	'dzou _dap	
遭袭	'dzou _dzap	
遭遇	'dzou _jy	
租赁	'dzou _jɐm	
租约	'dzou ¯jœk	
糟粕	'dzou ¯pɔk	
猪踭	'dzy 'dzaŋ	猪肘子，猪蹄膀，猪后腿
猪踭肉	'dzy 'dzaŋ _jʊk	猪肘子，猪蹄膀，猪后腿
诸多	'dzy 'dɔ	
珠玑	'dzy 'gei	
猪膏	'dzy 'gou	猪油
朱古力	'dzy 'gu 'lik	巧克力
朱古力新地	'dzy 'gu 'lik 'sɐn ´dei	巧克力圣代
朱古力雪糕	'dzy 'gu 'lik ¯syt 'gou	巧克力冰淇淋
珠光宝气	'dzy 'gwɔŋ ´bou ¯hei	
猪公	'dzy 'gʊŋ	公猪
猪唛	'dzy 'mɐk	愚蠢，笨
蛛丝马迹	'dzy 'si ˏma 'dzik	
猪脷	'dzy _lei	猪舌头，口条
猪窦	'dzy ¯dɐu	猪窝
猪脚	'dzy ¯gœk	猪蹄子，猪蹄，猪后腿
珠算	'dzy ¯syn	
珠宝	'dzy ´bou	
珠宝商	'dzy ´bou 'sœŋ	
珠宝店	'dzy ´bou ¯dim	
珠宝行	'dzy ´bou ˌhɔŋ	
诸子百家	'dzy ´dzi ¯bak 'ga	
猪仔包	'dzy ´dzɐi 'bau	短法国面包
猪乸	'dzy ´na	母猪
猪扒	'dzy ´pa	猪排
猪扒包	'dzy ´pa 'bau	猪排包
猪扒饭	'dzy ´pa _fan	猪排饭
猪手	'dzy ´sɐu	猪前腿
诸侯	'dzy ˌhɐu	
诸侯国	'dzy ˌhɐu ¯gwɔk	
猪红	'dzy ˌhʊŋ	猪血
诸如	'dzy ˌjy	
侏儒	'dzy ˌjy	
茱萸	'dzy ˌjy	
侏儒症	'dzy ˌjy ¯dzɪŋ	
诸如此类	'dzy ˌjy ´tsi _lœy	
珠圆玉润	'dzy ˌjyn _jʊk _jœn	
珠帘	'dzy ˌlim	
珠联璧合	'dzy ˌlyn 'bik _hɐp	
猪猡	'dzy ˌlɔ	
侏罗纪	'dzy ˌlɔ ´gei	
猪笼入水	'dzy ˌlʊŋ _jɐp ´sœy	喩钱财从多方面进来
猪朋狗友	'dzy ˌpɐŋ ´gɐu ˏjɐu	坏朋友，狐朋狗友
珠母	'dzy ˏmou	
珠蚌	'dzy ˏpɔŋ	
尊卑	'dzyn 'bei	
尊卑不分	'dzyn 'bei 'bɐt 'fɐn	
专职	'dzyn 'dzik	
专职人员	'dzyn 'dzik ˌjɐn ˌjyn	
专精	'dzyn 'dzɪŋ	
专登	'dzyn 'dɐŋ	故意，特意，刻意
专科	'dzyn 'fɔ	
专科学校	'dzyn 'fɔ _hɔk _hau	
专家	'dzyn 'ga	
专机	'dzyn 'gei	
专攻	'dzyn 'gʊŋ	
专一	'dzyn 'jɐt	
颛顼	'dzyn 'jʊk	
专区	'dzyn 'kœy	
专司	'dzyn 'si	
尊师	'dzyn 'si	
尊师重道	'dzyn 'si _dzʊŋ _dou	
专书	'dzyn 'sy	
专心	'dzyn 'sɐm	
专心一意	'dzyn 'sɐm 'jɐt ¯ji	
专修	'dzyn 'sɐu	
专辑	'dzyn 'tsɐp	
专车	'dzyn 'tsɛ	
尊称	'dzyn 'tsɪŋ	
专断	'dzyn _dyn	
专治	'dzyn _dzi	
尊重	'dzyn _dzʊŋ	
专柜	'dzyn _gwɐi	
专校	'dzyn _hau	
专业	'dzyn _jip	
专业知识	'dzyn _jip 'dzi 'sik	
专业精神	'dzyn _jip 'dzɪŋ ˌsɐn	
专业化	'dzyn _jip ¯fa	
专业教育	'dzyn _jip ¯gau _jʊk	
专业性	'dzyn _jip ¯sɪŋ	
专业组织	'dzyn _jip ´dzou 'dzik	
专业人士	'dzyn _jip ˌjɐn _si	
专任	'dzyn _jɐm	
专用	'dzyn _jʊŋ	
专用品	'dzyn _jʊŋ ´bɐn	
专利	'dzyn _lei	
专利法	'dzyn _lei ¯fat	
专利税	'dzyn _lei ¯sœy	
专利品	'dzyn _lei ´bɐn	
专利权	'dzyn _lei ˌkyn	
专卖	'dzyn _mai	
专卖店	'dzyn _mai ¯dim	
尊命	'dzyn _mɪŋ	
专属	'dzyn _sʊk	
尊位	'dzyn _wɐi	
专注	'dzyn ¯dzy	
专著	'dzyn ¯dzy	
专制	'dzyn ¯dzɐi	
专政	'dzyn ¯dzɪŋ	
砖块	'dzyn ¯fai	
尊驾	'dzyn ¯ga	
尊贵	'dzyn ¯gwɐi	
尊敬	'dzyn ¯gɪŋ	
专向	'dzyn ¯hœŋ	
专线	'dzyn ¯sin	
专线电话	'dzyn ¯sin _din ´wa	
尊姓大名	'dzyn ¯sɪŋ _dai ˌmɪŋ	
专唱	'dzyn ¯tsœŋ	
专案	'dzyn ¯ɔn	
专案小组	'dzyn ¯ɔn ´siu ´dzou	
专案处理	'dzyn ¯ɔn ˏtsy ˏlei	
专访	'dzyn ´fɔŋ	
专刊	'dzyn ´hɔn	
尊严	'dzyn ˌjim	
鳟鱼	'dzyn ˌjy	
专员	'dzyn ˌjyn	
专营	'dzyn ˌjɪŋ	
专权	'dzyn ˌkyn	
专栏	'dzyn ˌlan	
专栏作家	'dzyn ˌlan ¯dzɔk 'ga	
专门	'dzyn ˌmun	
专门知识	'dzyn ˌmun 'dzi 'sik	
专门化	'dzyn ˌmun ¯fa	
专文	'dzyn ˌmɐn	
专名	'dzyn ˌmɪŋ	
尊崇	'dzyn ˌsʊŋ	
专长	'dzyn ˌtsœŋ	
专情	'dzyn ˌtsɪŋ	
专程	'dzyn ˌtsɪŋ	
专题	'dzyn ˌtɐi	
专题报告	'dzyn ˌtɐi ¯bou ¯gou	
专题研究	'dzyn ˌtɐi ˌjin ¯gɐu	
砖头	'dzyn ˌtɐu	
专同…拗颈	'dzyn ˌtʊŋ ¯ŋau ´gɛŋ	专门跟…抬杠
专为	'dzyn ˌwɐi	
尊荣	'dzyn ˌwɪŋ	
专有	'dzyn ˏjɐu	
专有名词	'dzyn ˏjɐu ˌmɪŋ ˌtsi	
樽	'dzœn	瓶子
谆谆教诲	'dzœn 'dzœn ¯gau ¯fui	
谆谆告诫	'dzœn 'dzœn ¯gou ¯gai	
津津有味	'dzœn 'dzœn ˏjɐu _mei	
樽枳	'dzœn 'dzɐt	瓶塞，软木塞
樽装	'dzœn 'dzɔŋ	瓶装
樽装啤酒	'dzœn 'dzɔŋ 'bɛ ´dzɐu	瓶装啤酒
樽装水	'dzœn 'dzɔŋ ´sœy	瓶装水
榛树	'dzœn _sy	
榛实	'dzœn _sɐt	
樽颈	'dzœn ´gɛŋ	瓶颈，卡口
捽	'dzœt	搓，擦，揉
蟀	'dzœt	蟋蟀
卒之	'dzœt 'dzi	终于
怵惕	'dzœt 'tik	
怵目惊心	'dzœt _mʊk 'gɪŋ 'sɐm	
捽脚	'dzœt ¯gœk	搓脚
怵然	'dzœt ˌjin	
捽唔甩	'dzœt ˌm̩ 'lɐt	擦不掉
捽老泥	'dzœt ˏlou ˌnɐi	搓汗垢，搓污垢
追兵	'dzœy 'bɪŋ	
追封	'dzœy 'fʊŋ	
追加	'dzœy 'ga	
追击	'dzœy 'gik	
狙击	'dzœy 'gik	
狙击手	'dzœy 'gik ´sɐu	
追根究底	'dzœy 'gɐn ¯gɐu ´dɐi	
追根究柢	'dzœy 'gɐn ¯gɐu ´dɐi	
追忆	'dzœy 'jik	
追忆往事	'dzœy 'jik ˏwɔŋ _si	
追思会	'dzœy 'si _wui	
追缉	'dzœy 'tsɐp	
追敌	'dzœy _dik	
追悼	'dzœy _dou	
追逐	'dzœy _dzʊk	
追认	'dzœy _jɪŋ	
追问	'dzœy _mɐn	
追念	'dzœy _nim	
