開放粵語詞典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
不光	bat7 gwong1	
不孝	bat7 haau3	
不孝子	bat7 haau3 ji2	
不孝有三	bat7 haau3 yau5 saam1	
不堪	bat7 ham1	
不堪設想	bat7 ham1 chit8 seung2	
不堪入目	bat7 ham1 yap9 muk9	
不堪入耳	bat7 ham1 yap9 yi5	
不堪一擊	bat7 ham1 yat7 gik7	
不含	bat7 ham4	
不含稅	bat7 ham4 seui3	
不含糊	bat7 ham4 wu4	
不幸	bat7 hang6	
不幸中之大幸	bat7 hang6 jung1 ji1 daai6 hang6	
不合	bat7 hap9	
不合標準	bat7 hap9 biu1 jeun2	
不合作	bat7 hap9 jok8	
不合規定	bat7 hap9 kwai1 ding6	
不合時宜	bat7 hap9 si4 yi4	
不喜歡	bat7 hei2 fun1	
不可避免	bat7 ho2 bei6 min5	
不可多得	bat7 ho2 do1 dak7	
不可救藥	bat7 ho2 gau3 yeuk9	
不可告人	bat7 ho2 gou3 yan4	
不可限量	bat7 ho2 haan6 leung6	
不可開交	bat7 ho2 hoi1 gaau1	
不可知論	bat7 ho2 ji1 leun6	
不可戰勝	bat7 ho2 jin3 sing3	
不可捉摸	bat7 ho2 juk7 mo2	
不可終日	bat7 ho2 jung1 yat9	
不可理喻	bat7 ho2 lei5 yu6	
不可名狀	bat7 ho2 ming4 jong6	
不可磨滅	bat7 ho2 mo4 mit9	
不可能	bat7 ho2 nang4	
不可旁貸	bat7 ho2 pong4 taai3	
不可收拾	bat7 ho2 sau1 sap9	
不可想像	bat7 ho2 seung2 jeung6	
不可思議	bat7 ho2 si1 yi5	
不可數	bat7 ho2 sou2	
不可同日而語	bat7 ho2 tung4 yat9 yi4 yu5	
不可或缺	bat7 ho2 waak9 kyut8	
不可諱言	bat7 ho2 wai5 yin4	
不可一世	bat7 ho2 yat7 sai3	
不可言喻	bat7 ho2 yin4 yu6	
不可逾越	bat7 ho2 yu4 yut9	
不學無術	bat7 hok9 mou4 seut9	
不寒而慄	bat7 hon4 yi4 leut9	
不吭聲	bat7 hong4 sing1	
不吭一聲	bat7 hong4 yat7 sing1	
不好	bat7 hou2	
筆嘴	bat7 jeui2	筆尖兒，鋼筆尖兒
不進則退	bat7 jeun3 jak7 teui3	
不像話	bat7 jeung6 wa2	
不像樣	bat7 jeung6 yeung6	
不知幾	bat7 ji1 gei2	很，真，真的很
不知所云	bat7 ji1 so2 wan4	
不只	bat7 ji2	
不治	bat7 ji6	
不治之症	bat7 ji6 ji1 jing3	
不自量力	bat7 ji6 leung6 lik9	
不即不離	bat7 jik7 bat7 lei4	
不值一顧	bat7 jik9 yat7 gu3	
不值一文	bat7 jik9 yat7 man4	
不值一提	bat7 jik9 yat7 tai4	
不戰而敗	bat7 jin3 yi4 baai6	
不戰而退	bat7 jin3 yi4 teui3	
不再	bat7 joi3	
不在場	bat7 joi6 cheung4	
不在乎	bat7 joi6 fu4	
不在話下	bat7 joi6 wa2 ha6	
不在意	bat7 joi6 yi3	
不足掛齒	bat7 juk7 gwa3 chi2	
不足輕重	bat7 juk7 hing1 chung5	
不足為訓	bat7 juk7 wai4 fan3	
不足為奇	bat7 juk7 wai4 kei4	
不足為外人道	bat7 juk7 wai4 ngoi6 yan4 dou6	
不足為憑	bat7 juk7 wai4 pang4	
不中不西	bat7 jung1 bat7 sai1	
不絕於耳	bat7 jyut9 yu1 yi5	
不及	bat7 kap9	
不及格	bat7 kap9 gaak8	
不及物動詞	bat7 kap9 mat9 dung6 chi4	
不亢不卑	bat7 kong3 bat7 bei1	
不愧	bat7 kwai5	
不冷不熱	bat7 laang5 bat7 yit9	
抔垃圾	bat7 laap9 saap8	撮垃圾
不溜	bat7 lau1	一向，一直，向來，經常
不理不睬	bat7 lei5 bat7 choi2	
不利	bat7 lei6	
不倫不類	bat7 leun4 bat7 leui6	
不論	bat7 leun6	
不吝賜教	bat7 leun6 chi3 gaau3	
不論怎麼	bat7 leun6 jam2 mo1	
不論怎樣	bat7 leun6 jam2 yeung6	
不吝指正	bat7 leun6 ji2 jing3	
不論如何	bat7 leun6 yu4 ho4	
不了了之	bat7 liu5 liu5 ji1	
不勞而獲	bat7 lou4 yi4 wok9	
篳路藍縷	bat7 lou6 laam4 leui5	
筆墨	bat7 mak9	
不問	bat7 man6	
不問前因後果	bat7 man6 chin4 yan1 hau6 gwo2	
不問青紅皂白	bat7 man6 ching1 hung4 jou6 baak9	
不問是非曲直	bat7 man6 si6 fei1 kuk7 jik9	
不謀而合	bat7 mau5 yi4 hap9	
不寐	bat7 mei6	
不免	bat7 min5	
不明不白	bat7 ming4 bat7 baak9	
畢命	bat7 ming6	
不無	bat7 mou4	
不無可疑	bat7 mou4 ho2 yi4	
不無可疑之處	bat7 mou4 ho2 yi4 ji1 chyu3	
筆帽	bat7 mou6	
不務正業	bat7 mou6 jing3 yip9	
不外乎	bat7 ngoi6 fu4	
不奈煩	bat7 noi6 faan4	
不安本分	bat7 on1 bun2 fan1	
筆刨	bat7 paau2	鉛筆刀，轉筆刀，削鉛筆器
不偏不倚	bat7 pin1 bat7 yi2	
不平等條約	bat7 ping4 dang2 tiu4 yeuk8	
不平則鳴	bat7 ping4 jak7 ming4	
不平而鳴	bat7 ping4 yi4 ming4	
不三不四	bat7 saam1 bat7 sei3	
不慎	bat7 san6	
畢生	bat7 sang1	
不失	bat7 sat7	
不失眾望	bat7 sat7 jung3 mong6	
不失良機	bat7 sat7 leung4 gei1	
不失為	bat7 sat7 wai4	
不實	bat7 sat9	
不修邊幅	bat7 sau1 bin1 fuk7	
不守信用	bat7 sau2 seun3 yung6	
不鏽鋼	bat7 sau3 gong3	
不受歡迎	bat7 sau6 fun1 ying4	
[抔]水	bat7 seui2	舀水
不遜	bat7 seun3	
不傷和氣	bat7 seung1 wo4 hei3	
不時	bat7 si4	不定時地，每時每刻，無時無刻，時時刻刻
不息	bat7 sik7	
不惜	bat7 sik7	
不適	bat7 sik7	
不惜犧牲	bat7 sik7 hei1 saang1	
不惜一切	bat7 sik7 yat7 chai3	
不惜一戰	bat7 sik7 yat7 jin3	
不食人間煙火	bat7 sik9 yan4 gaan1 yin1 fo2	
不善	bat7 sin6	
不善於	bat7 sin6 yu1	
不升反降	bat7 sing1 faan2 gong3	
不勝負荷	bat7 sing1 fu3 ho6	
不勝感激	bat7 sing1 gam2 gik7	
不勝酒力	bat7 sing1 jau2 lik9	
不勝其煩	bat7 sing1 kei4 faan4	
不勝枚舉	bat7 sing1 mui4 geui2	
不成體統	bat7 sing4 tai2 tung2	
不屑	bat7 sit8	
不屑一顧	bat7 sit8 yat7 gu3	
不宣而戰	bat7 syun1 yi4 jin3	
筆塔	bat7 taap8	筆帽，筆套
不透明	bat7 tau3 ming4	
不停	bat7 ting4	
不妥	bat7 to2	
[抔]湯	bat7 tong1	舀湯
不吐不快	bat7 tou3 bat7 faai3	
不同點	bat7 tung4 dim2	
不同凡響	bat7 tung4 faan4 heung2	
不同以往	bat7 tung4 yi5 wong5	
筆畫	bat7 wa2	
不懷好意	bat7 waai4 hou2 yi3	
不惑之年	bat7 waak9 ji1 nin4	
不遺餘力	bat7 wai4 yu4 lik9	
不屈不撓	bat7 wat7 bat7 naau4	
不和	bat7 wo4	
不遑	bat7 wong4	
不忍	bat7 yan2	
不忍卒睹	bat7 yan2 jeut7 dou2	
不忍心	bat7 yan2 sam1	
不孕	bat7 yan6	
不孕症	bat7 yan6 jing3	
不入虎穴	bat7 yap9 fu2 yut9	
筆友	bat7 yau5	
不夜城	bat7 ye6 sing4	
不宜	bat7 yi4	
不宜	bat7 yi4	不如
不以為苦	bat7 yi5 wai4 fu2	
不以為然	bat7 yi5 wai4 yin4	
不以語人	bat7 yi5 yu6 yan4	
不二法門	bat7 yi6 faat8 mun4	
不二價	bat7 yi6 ga3	
不義之財	bat7 yi6 ji1 choi4	
不亦樂乎	bat7 yik9 lok9 fu4	
不翼而飛	bat7 yik9 yi4 fei1	
不厭其詳	bat7 yim3 kei4 cheung4	
不厭其煩	bat7 yim3 kei4 faan4	
不然	bat7 yin4	
不言而喻	bat7 yin4 yi4 yu6	
畢業	bat7 yip9	
畢業典禮	bat7 yip9 din2 lai5	
畢業生	bat7 yip9 saang1	
畢業相	bat7 yip9 seung2	畢業照
不如	bat7 yu4	
不如下次先啦	bat7 yu4 ha6 chi3 sin1 la1	下次吧
不予置評	bat7 yu5 ji3 ping4	
不遠千里	bat7 yun5 chin1 lei5	
不遠千里而來	bat7 yun5 chin1 lei5 yi4 loi4	
不容	bat7 yung4	
不容分說	bat7 yung4 fan1 syut8	
不容置辯	bat7 yung4 ji3 bin6	
不容置疑	bat7 yung4 ji3 yi4	
不悅	bat7 yut9	
拔除	bat9 cheui4	
拔出	bat9 cheut7	
拔草	bat9 chou2	
拔地而起	bat9 dei6 yi4 hei2	
拔刀	bat9 dou1	
拔刀相助	bat9 dou1 seung1 jo6	
拔腳	bat9 geuk8	
拔腿就跑	bat9 geuk8 jau6 paau2	
拔劍	bat9 gim3	
拔河	bat9 ho4	
拔河比賽	bat9 ho4 bei2 choi3	
拔擢	bat9 jok9	
拔群	bat9 kwan4	
拔苗助長	bat9 miu4 jo6 jeung2	
拔毛	bat9 mou4	
拔錨	bat9 naau4	
拔牙	bat9 nga4	
拔身	bat9 san1	
跋涉	bat9 sip8	
拔腿	bat9 teui2	
跋扈	bat9 wu6	
啤酒	be1 jau2	
啤酒肚	be1 jau2 tou5	大肚子
啤梨	be1 lei2	洋梨，西洋梨，澳洲梨
啤令	be1 ling2	滾珠軸承軸承
悲慘	bei1 chaam2	
悲慟	bei1 dung6	
悲憤填膺	bei1 fan5 tin4 ying1	
悲觀	bei1 gun1	
卑職	bei1 jik7	
卑賤	bei1 jin6	
卑俗	bei1 juk9	
悲劇	bei1 kek9	
卑劣	bei1 lyut8	
卑劣性	bei1 lyut8 sing3	
碑文	bei1 man4	
卑微	bei1 mei4	
悲哀	bei1 oi1	
卑鄙	bei1 pei2	
卑鄙無恥	bei1 pei2 mou4 chi2	
裨益	bei1 yik7	
畀	bei2	給
畀	bei2	被，受，讓
髀	bei2	腿，大腿
畀差人拉	bei2 chaai1 yan4 laai1	被警察逮捕
彼此	bei2 chi2	
畀錢	bei2 chin2	付錢，給錢
畀錢我	bei2 chin2 ngo5	給我錢
比賽	bei2 choi3	
畀翻	bei2 faan1	還給
畀翻錢	bei2 faan1 chin2	還錢
比分	bei2 fan1	
畀非士	bei2 fei1 si2	給面子
比方	bei2 fong1	
比較	bei2 gaau3	
比堅尼	bei2 gin1 nei4	比基尼，比基尼泳衣
畀過	bei2 gwo3	交給
畀考起	bei2 haau2 hei2	被考倒
畀利是	bei2 lai6 si6	給紅包
比率	bei2 leut9	
比唔上	bei2 m4 seung6	比不上
畀問起	bei2 man6 hei2	被問倒
畀面	bei2 min2	賞臉，給面子
畀面色佢睇	bei2 min6 sik7 keui5 tai2	給臉色他看
畀鬧到死死吓	bei2 naau6 dou3 sei2 sei2 ha2	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一戙都冇	bei2 naau6 dou3 yat7 dung6 dou1 mou5	被罵得一錢不值，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一隻屐	bei2 naau6 dou3 yat7 jek8 kek9	被罵得垂頭喪氣，被罵得狗血淋頭，捱一頓臭罵
畀鬧到一面屁	bei2 naau6 dou3 yat7 min6 pei3	被罵得滿臉羞慚，被罵得無地自容，被罵得狗血淋頭
畀銀紙	bei2 ngan4 ji2	給錢
彼岸	bei2 ngon6	
畀心機	bei2 sam1 gei1	用心，下功夫，努力
畀心機做	bei2 sam1 gei1 jou6	努力做
匕首	bei2 sau2	
畀錫壞咗	bei2 sek8 waai6 jo2	被慣壞了，給人慣壞了
畀水沉死	bei2 seui2 jam6 sei2	被水淹死
畀水濁親	bei2 seui2 juk9 chan1	給水嗆了
畀雪藏	bei2 syut8 chong4	被打入冷宮，暫時閒置
畀…睇	bei2 tai2	給…看
畀貼士	bei2 tip7 si2	給小費
畀人唱衰	bei2 yan4 cheung3 seui1	被別人詆毀，被別人戳脊梁骨
畀人棍咗	bei2 yan4 gwan3 jo2	給人騙了，被人騙了，被騙
畀人蝦	bei2 yan4 ha1	軟弱，給別人欺負
畀人恰	bei2 yan4 hap7	讓別人欺負了
畀人箍頸	bei2 yan4 ku1 geng2	被人搶劫
畀人鬧	bei2 yan4 naau6	捱罵，被罵，讓人罵
畀人呃	bei2 yan4 ngaak7	受騙，被騙
畀人拼沉	bei2 yan4 peng1 cham4	被打敗，給人打輸
畀人識穿	bei2 yan4 sik7 chyun1	讓人識破
畀人玩死	bei2 yan4 waan2 sei2	被人害苦
比喻	bei2 yu6	
痺	bei3	麻，麻痺，麻木
痺到死	bei3 dou3 sei2	肉麻死了，肉麻得要命
秘笈	bei3 kap7	
秘訣	bei3 kyut8	
秘撈	bei3 lou1	搞外快，賺取外快，業餘兼職
秘密	bei3 mat9	
泌尿	bei3 niu6	
秘書	bei3 syu1	
庇護	bei3 wu6	
避	bei6	躲
被迫	bei6 baak7	
被捕	bei6 bou6	
鼻竇炎	bei6 dau6 yim4	
被動	bei6 dung6	
備份	bei6 fan6	
備課	bei6 fo3	
避風塘	bei6 fung1 tong4	避風港
鼻哥	bei6 go1	鼻子
鼻哥窿 	bei6 go1 lung1	鼻孔
被告	bei6 gou3	
避開	bei6 hoi1	
被害	bei6 hoi6	
被害人	bei6 hoi6 yan4	
鼻腔	bei6 hong1	
被控	bei6 hung3	
鼻血	bei6 hyut8	
備戰	bei6 jin3	
鼻祖	bei6 jou2	
備註	bei6 jyu3	
被困	bei6 kwan3	
鼻梁	bei6 leung4	
避唔切	bei6 m4 chit8	來不及躲開
避免	bei6 min5	
備忘錄	bei6 mong4 luk9	
備案	bei6 on3	
鼻塞	bei6 sak7	
備受	bei6 sau6	
鼻水	bei6 seui2	
鼻息	bei6 sik7	
鼻涕	bei6 tai3	
鼻涕蟲	bei6 tai3 chung4	
備胎	bei6 toi1	
鼻音	bei6 yam1	
備而不用	bei6 yi4 bat7 yung6	
鼻炎	bei6 yim4	
鼻煙	bei6 yin1	
鼻煙盒	bei6 yin1 hap9	
鼻咽癌	bei6 yin1 ngaam4	
備用	bei6 yung6	
備用品	bei6 yung6 ban2	
餅乾	beng2 gon1	
餅乾	beng2 gon1	蘇打餅
餅乾店	beng2 gon1 dim3	
餅乾盒	beng2 gon1 hap9	
餅仔	beng2 jai2	餅乾
餅咭	beng2 kat7	餅券
餅師	beng2 si1	麵包師傅
餅屑	beng2 sit8	
餅印	beng2 yan3	餅模子
柄	beng3	藏，收藏
病到聲沙	beng6 dou3 seng1 sa1	病得聲音沙啞了
病毒	beng6 duk9	
病君	beng6 gwan1	老病號，病夫
病咗	beng6 jo2	生病，病了，生病了
病例	beng6 lai6	
病歷	beng6 lik9	
病人	beng6 yan4	
病懨懨	beng6 yim1 yim1	
病癒	beng6 yu6	
病源	beng6 yun4	
BB機	bi1 bi1 gei1	呼叫機，BB機
啤啤	bi4 bi1	小孩，嬰兒，嬰孩，小孩兒
啤啤車	bi4 bi1 che1	嬰兒車
啤啤仔	bi4 bi1 jai2	小嬰兒，小男孩，男嬰兒，小小子
啤啤女	bi4 bi1 neui2	女嬰兒，小女孩，小丫頭
逼	bik7	擠，擁擠
逼巴士	bik7 ba1 si2	擠公車，擠公共汽車
逼迫	bik7 baak7	
壁櫥	bik7 cheui4	
逼到鬼噉	bik7 dou3 gwai2 gam2	擠得要命
逼到埋身	bik7 dou3 maai4 san1	事情迫到頭上來
壁虎	bik7 fu2	
逼供	bik7 gung1	
逼過嚟	bik7 gwo3 lei4	擠過來
逼冚晒	bik7 ham6 saai3	擠得緊緊的
碧海	bik7 hoi2	
碧血	bik7 hyut8	
壁紙	bik7 ji2	
逼嚟逼去	bik7 lei4 bik7 heui3	擠來擠去
壁爐	bik7 lou4	
碧綠	bik7 luk9	
碧綠色	bik7 luk9 sik7	
碧眼	bik7 ngaan5	
逼上梁山	bik7 seung5 leung4 saan1	
壁畫	bik7 wa2	
逼人	bik7 yan4	擁擠
逼入去	bik7 yap9 heui3	擠進去
碧玉	bik7 yuk9	
邊	bin1	哪，哪裡
鞭	bin1	鞭子
鞭笞	bin1 chi1	
邊塞	bin1 choi3	
邊度	bin1 dou6	哪裡
邊防	bin1 fong4	
邊防要塞	bin1 fong4 yiu3 choi3	
邊界	bin1 gaai3	
邊界線	bin1 gaai3 sin3	
邊疆	bin1 geung1	
邊境	bin1 ging2	
邊個	bin1 go3	誰，哪一個
邊個噶	bin1 go3 ga3	誰的？
邊個嘅	bin1 go3 ge3	誰的
辮仔	bin1 jai2	辮子
邊際	bin1 jai3	
邊種	bin1 jung2	哪種
鞭炮	bin1 paau3	
邊處	bin1 syu3	哪裡
邊處係呢	bin1 syu3 hai6 le3	哪裡哪裡
鞭撻	bin1 taat8	
邊一年	bin1 yat7 nin4	哪一年
邊日	bin1 yat9	哪一天
邊有咁大隻蛤乸隨街跳	bin1 yau5 gam3 daai6 jek8 gap7 na2 cheui4 gaai1 tiu3	天上不會掉餡兒餅，沒有那麼便宜的事
邊緣	bin1 yun4	
貶低	bin2 dai1	
扁豆	bin2 dau6	
匾額	bin2 ngaak9	
扁平	bin2 ping4	
扁圓	bin2 yun4	
變壓器	bin3 aat8 hei3	
變遷	bin3 chin1	
變調	bin3 diu6	
變化	bin3 fa3	
變化多端	bin3 fa3 do1 dyun1	
變色龍	bin3 sik7 lung4	
變成	bin3 sing4	
變態	bin3 taai3	
便	bin6	面，邊
辨別	bin6 bit9	
辨别	bin6 bit9	
便當	bin6 dong3	
辯方	bin6 fong1	
便服	bin6 fuk9	
變更	bin6 gang1	
便捷	bin6 jit9	
便利	bin6 lei6	
便利商店	bin6 lei6 seung1 dim3	
辯論	bin6 leun6	
便溺	bin6 niu6	
辯護	bin6 wu6	
辨認	bin6 ying6	
乒乓波	bing1 bam1 bo1	乒乓球
兵不血刃	bing1 bat7 hyut8 yan6	
兵不厭詐	bing1 bat7 yim3 ja3	
兵變	bing1 bin3	
冰雹	bing1 bok9	
冰凍	bing1 dung3	
兵法	bing1 faat8	
兵荒馬亂	bing1 fong1 ma5 lyun6	
兵家	bing1 ga1	
兵家必爭之地	bing1 ga1 bit7 jang1 ji1 dei6	
兵家大忌	bing1 ga1 daai6 gei6	
兵貴神速	bing1 gwai3 san4 chuk7	
兵器	bing1 hei3	
兵卒	bing1 jeut7	
兵臨城下	bing1 lam4 sing4 ha6	
兵力	bing1 lik9	
兵馬俑	bing1 ma5 yung2	
冰山	bing1 saan1	
冰室	bing1 sat7	冷飲店
冰上表演	bing1 seung6 biu2 yin2	
冰上運動	bing1 seung6 wan6 dung6	
兵事	bing1 si6	
兵士	bing1 si6	
冰糖	bing1 tong4	
兵刃	bing1 yan6	
兵役	bing1 yik9	
兵役法	bing1 yik9 faat9	
兵營	bing1 ying4	
兵戎	bing1 yung4	
抦	bing2	打，揍，毆打
秉持	bing2 chi4	
丙等	bing2 dang2	
屏氣	bing2 hei3	
屏氣凝神	bing2 hei3 ying4 san4	
秉燭夜遊	bing2 juk7 ye6 yau4	
丙級	bing2 kap7	
屏息	bing2 sik7	
屏息以待	bing2 sik7 yi5 doi3	
秉性	bing2 sing3	
秉承	bing2 sing4	
丙酮	bing2 tung4	
併發症	bing3 faat8 jing3	
病變	bing6 bin3	
並且	bing6 che2	
並存	bing6 chyun4	
並非	bing6 fei1	
並肩	bing6 gin1	
並肩作戰	bing6 gin1 jok8 jin3	
並肩而行	bing6 gin1 yi4 hang4	
病理學	bing6 lei5 hok9	
並列	bing6 lit9	
並列譯文	bing6 lit9 yik9 man4	
並未	bing6 mei6	
病魔	bing6 mo1	
病魔纏身	bing6 mo1 chin4 san1	
並無	bing6 mou4	
並無不可	bing6 mou4 bat7 ho2	
病歿	bing6 mut9	
並排	bing6 paai4	
病逝	bing6 sai6	
病體	bing6 tai2	
並用	bing6 yung6	
咇	bit7	吱
咇出嚟	bit7 cheut7 lei4	吱出來
觱篥	bit7 leut9	
必需	bit7 seui1	
必須	bit7 seui1	
必需品	bit7 seui1 ban2	
必要	bit7 yiu3	
鱉甲	bit8 gaap8	
憋氣	bit8 hei3	
憋悶	bit8 mun6	
彆扭	bit8 nau2	
鱉魚	bit8 yu4	
別的	bit9 dik7	
蹩腳	bit9 geuk8	
別針	bit9 jam1	
癟三	bit9 saam1	
別墅	bit9 seui6	
錶	biu1	手錶
標本	biu1 bun2	
飆車	biu1 che1	
標青	biu1 cheng1	貌美出眾，拔尖兒，超群
標簽	biu1 chim1	
錶廠	biu1 chong2	
錶帶	biu1 daai3	
錶店	biu1 dim3	
飆風	biu1 fung1	
鏢局	biu1 guk9	
錶殼	biu1 hok8	
標汗	biu1 hon6	出汗，流汗，冒汗
標準	biu1 jeun2	
標準化	biu1 jeun2 fa3	
錶鏈	biu1 lin4	
錶面	biu1 min6	
標參	biu1 sam1	綁架，綁票
飆升	biu1 sing1	
標題	biu1 tai4	
彪形大漢	biu1 ying4 daai6 hon3	
標語	biu1 yu5	
錶肉	biu1 yuk9	錶瓤，錶芯
表情	biu2 ching4	
表錯情	biu2 cho3 ching4	弄錯，誤解，誤會
表達	biu2 daat9	
表決	biu2 kyut8	
表決權	biu2 kyut8 kyun4	
表面	biu2 min6	
表示	biu2 si6	
表揚	biu2 yeung4	
表演	biu2 yin2	
表現	biu2 yin6	
波	bo1	奶，乳房
波	bo1	排檔，檔
波	bo1	球
波板	bo1 baan2	球拍，球拍子，乒乓球拍
波缽	bo1 but8	球鞋，運動鞋
波場	bo1 cheung4	球場
菠菜	bo1 choi3	
波飛	bo1 fei1	球票，球賽的票
波褲	bo1 fu3	球褲，運動褲
波鞋	bo1 haai4	球鞋，運動鞋
波子	bo1 ji2	玻璃球，彈球，滾珠
波子棋	bo1 ji2 kei4	跳棋
波珠	bo1 jyu1	滾珠，彈球，玻璃球
波罅	bo1 la3	乳溝
波瀾	bo1 laan4	
玻璃	bo1 lei1	
玻璃杯	bo1 lei1 bui1	
玻璃窗	bo1 lei1 cheung1	
玻璃纖維	bo1 lei1 chim1 wai4	
玻璃樽	bo1 lei1 jeun1	玻璃瓶
玻璃試管	bo1 lei1 si3 gun2	
菠蘿	bo1 lo4	鳳梨
菠蘿包	bo1 lo4 baau1	波羅包
菠蘿蓋	bo1 lo4 goi3	膝蓋骨
菠蘿油	bo1 lo4 yau4	波羅包加牛油
波浪	bo1 long6	
波路	bo1 lou6	底細，情況，來頭
波帽	bo1 mou2	鴨舌帽
波衫	bo1 saam1	球衣，運動衣
波恤	bo1 seut7	球衣，絨衣，運動衣，衛生衣，長袖運動服
波士	bo1 si2	老闆，總經理，大老闆，上司
波濤	bo1 tou4	
噃	bo3	喔，呢
播出	bo3 cheut7	
播放	bo3 fong3	
簸箕	bo3 gei1	
播映	bo3 ying2	
犦	bok7	敲，打，敲打
犦犦齋	bok7 bok7 jaai1	私塾
犦親	bok7 chan1	砸傷，打傷
犦落去	bok7 lok9 heui3	砸下去，打下去
犦落嚟	bok7 lok9 lei4	砸下來，打下來
犦濕	bok7 sap7	揍扁，狠揍，揍癟，毆傷，狠揍一頓
撲嘢	bok7 ye5	性交，做愛
壆	bok8	壠，土埂，堤壩
搏	bok8	拼，拼搏，拼命，冒險
膊	bok8	肩
博取	bok8 cheui2	
搏出位	bok8 cheut7 wai2	爭著出人頭地，標新立異
駁斥	bok8 chik7	
搏彩	bok8 choi2	碰運氣
博大	bok8 daai6	
搏大膽	bok8 daai6 daam2	賭膽量，賭膽識，賭一下膽識
博大精深	bok8 daai6 jing1 sam1	
博得	bok8 dak7	
搏鬥	bok8 dau3	
搏到盡	bok8 dou3 jeun6	盡全力，拼搏到底，竭盡全力，拼盡全力，傾盡全力
搏拊	bok8 fu2	
駁腳	bok8 geuk8	經紀
搏擊	bok8 gik7	
博古通今	bok8 gu2 tung1 gam1	
駁骨	bok8 gwat7	接骨
搏吓彩	bok8 ha5 choi2	碰碰運氣，賭一賭運氣
博客	bok8 haak8	
博學	bok8 hok9	
博學多聞	bok8 hok9 do1 man4	
博學多能	bok8 hok9 do1 nang4	
駁嘴	bok8 jeui2	頂嘴
搏盡	bok8 jeun6	盡全力，竭盡全力拼搏
博覽會	bok8 laam5 wui2	
搏老命	bok8 lou5 meng6	拼命，賣命，拼老命
搏亂	bok8 lyun6	鑽空子，混水摸魚，趁火打劫，乘機撈一把
博聞	bok8 man4	
博聞強記	bok8 man4 keung4 gei3	
博物院	bok8 mat9	
博物館	bok8 mat9 gun2	
搏命	bok8 meng6	拼命
搏命噉走	bok8 meng6 gam2 jau2	拼命地跑
搏懵	bok8 mung2	揩油
博雅	bok8 nga5	
博鰲論壇	bok8 ngou4 leun6 taan4	
博愛	bok8 oi3	
搏晒老命	bok8 saai3 lou5 meng6	拼上老命，拼了老命，竭盡全力
搏晒老命噉	bok8 saai3 lou5 meng6 gam2	拼命地，竭力地，竭盡全力
搏晒命	bok8 saai3 meng6	賣命，拼命，拼老命
搏手	bok8 sau2	交手打架
博施濟眾	bok8 si1 jai3 jung3	
博士	bok8 si6	
博士班	bok8 si6 baan1	
博士後	bok8 si6 hau6	
博士學位	bok8 si6 hok9 wai6	
駁線	bok8 sin3	接線
搏傻	bok8 so4	裝瘋扮傻，假裝糊塗
膊頭	bok8 tau4	肩膀
駁回	bok8 wui4	
搏一鋪	bok8 yat7 pou1	試一下運氣如何
博奕	bok8 yik9	
博弈	bok8 yik9	
薄餅	bok9 beng2	
薄罉	bok9 chaang1	糯米麵烙餅，薄餅，烙餅
薄荷	bok9 ho4	
薄荷腦	bok9 ho4 nou5	
薄荷糖	bok9 ho4 tong4	
薄荷油	bok9 ho4 yau4	
薄利多銷	bok9 lei6 do1 siu1	
舶來品	bok9 loi4 ban2	
薄弱	bok9 yeuk9	
幫襯	bong1 chan3	光顧
幫倒忙	bong1 dou3 mong4	
邦國	bong1 gwok8	
幫閒	bong1 haan4	
幫腔	bong1 hong1	
幫兇	bong1 hung1	
梆子	bong1 ji2	
梆子腔	bong1 ji2 hong1	
幫助	bong1 jo6	
幫唔到	bong1 m4 dou2	幫不了
幫唔到手	bong1 m4 dou2 sau2	幫不上忙
幫忙	bong1 mong4	
幫派	bong1 paai3	
幫手	bong1 sau2	
幫手	bong1 sau2	幫忙
幫會	bong1 wui6	
綁架	bong2 ga3	
綁架犯	bong2 ga3 faan2	
綁個纈	bong2 go3 lit8	打一個結
綁鞋帶	bong2 haai4 daai3	繫鞋帶
綁纈	bong2 lit8	打結
榜上有名	bong2 seung6 yau5 ming4	
榜樣	bong2 yeung6	
磅	bong4	給
磅水	bong4 seui2	給錢，交錢，付錢
傍	bong6	依靠，陪伴，護著，緊靠著，不離開，看守著
磅秤	bong6 ching3	
傍家	bong6 ga1	戀家，顧家，在家
傍晚	bong6 maan5	
煲	bou1	煮
煲茶	bou1 cha4	熬藥
煲電話粥	bou1 din6 wa2 juk7	打電話聊大天，打馬拉松電話，長篇大論，打電話聊天
煲飯	bou1 faan6	煮飯
煲咖啡	bou1 ga3 fe1	煮咖啡
煲仔飯	bou1 jai2 faan6	砂鍋飯
煲粥	bou1 juk7	煮粥
晡禮	bou1 lai5	
煲涼茶	bou1 leung4 cha4	煮去火湯藥，煮清涼茶
煲冇米粥	bou1 mou5 mai5 juk7	說沒影兒的事
煲冇米粥，水汪汪	bou1 mou5 mai5 juk7 seui2 wong1 wong1	三十晚上走夜路，沒影兒的事
煲水	bou1 seui2	燒水
