开放粤语词典（耶鲁拼音数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
不幸中之大幸	bat7 hang6 jung1 ji1 daai6 hang6	
不合	bat7 hap9	
不合标准	bat7 hap9 biu1 jeun2	
不合作	bat7 hap9 jok8	
不合规定	bat7 hap9 kwai1 ding6	
不合时宜	bat7 hap9 si4 yi4	
不喜欢	bat7 hei2 fun1	
不可避免	bat7 ho2 bei6 min5	
不可多得	bat7 ho2 do1 dak7	
不可救药	bat7 ho2 gau3 yeuk9	
不可告人	bat7 ho2 gou3 yan4	
不可限量	bat7 ho2 haan6 leung6	
不可开交	bat7 ho2 hoi1 gaau1	
不可知论	bat7 ho2 ji1 leun6	
不可战胜	bat7 ho2 jin3 sing3	
不可捉摸	bat7 ho2 juk7 mo2	
不可终日	bat7 ho2 jung1 yat9	
不可理喻	bat7 ho2 lei5 yu6	
不可名状	bat7 ho2 ming4 jong6	
不可磨灭	bat7 ho2 mo4 mit9	
不可能	bat7 ho2 nang4	
不可旁贷	bat7 ho2 pong4 taai3	
不可收拾	bat7 ho2 sau1 sap9	
不可想像	bat7 ho2 seung2 jeung6	
不可思议	bat7 ho2 si1 yi5	
不可数	bat7 ho2 sou2	
不可同日而语	bat7 ho2 tung4 yat9 yi4 yu5	
不可或缺	bat7 ho2 waak9 kyut8	
不可讳言	bat7 ho2 wai5 yin4	
不可一世	bat7 ho2 yat7 sai3	
不可言喻	bat7 ho2 yin4 yu6	
不可逾越	bat7 ho2 yu4 yut9	
不学无术	bat7 hok9 mou4 seut9	
不寒而栗	bat7 hon4 yi4 leut9	
不吭声	bat7 hong4 sing1	
不吭一声	bat7 hong4 yat7 sing1	
不好	bat7 hou2	
笔嘴	bat7 jeui2	笔尖儿，钢笔尖儿
不进则退	bat7 jeun3 jak7 teui3	
不像话	bat7 jeung6 wa2	
不像样	bat7 jeung6 yeung6	
不知几	bat7 ji1 gei2	很，真，真的很
不知所云	bat7 ji1 so2 wan4	
不只	bat7 ji2	
不治	bat7 ji6	
不治之症	bat7 ji6 ji1 jing3	
不自量力	bat7 ji6 leung6 lik9	
不即不离	bat7 jik7 bat7 lei4	
不值一顾	bat7 jik9 yat7 gu3	
不值一文	bat7 jik9 yat7 man4	
不值一提	bat7 jik9 yat7 tai4	
不战而败	bat7 jin3 yi4 baai6	
不战而退	bat7 jin3 yi4 teui3	
不再	bat7 joi3	
不在场	bat7 joi6 cheung4	
不在乎	bat7 joi6 fu4	
不在话下	bat7 joi6 wa2 ha6	
不在意	bat7 joi6 yi3	
不足挂齿	bat7 juk7 gwa3 chi2	
不足轻重	bat7 juk7 hing1 chung5	
不足为训	bat7 juk7 wai4 fan3	
不足为奇	bat7 juk7 wai4 kei4	
不足为外人道	bat7 juk7 wai4 ngoi6 yan4 dou6	
不足为凭	bat7 juk7 wai4 pang4	
不中不西	bat7 jung1 bat7 sai1	
不绝于耳	bat7 jyut9 yu1 yi5	
不及	bat7 kap9	
不及格	bat7 kap9 gaak8	
不及物动词	bat7 kap9 mat9 dung6 chi4	
不亢不卑	bat7 kong3 bat7 bei1	
不愧	bat7 kwai5	
不冷不热	bat7 laang5 bat7 yit9	
抔垃圾	bat7 laap9 saap8	撮垃圾
不溜	bat7 lau1	一向，一直，向来，经常
不理不睬	bat7 lei5 bat7 choi2	
不利	bat7 lei6	
不伦不类	bat7 leun4 bat7 leui6	
不论	bat7 leun6	
不吝赐教	bat7 leun6 chi3 gaau3	
不论怎么	bat7 leun6 jam2 mo1	
不论怎样	bat7 leun6 jam2 yeung6	
不吝指正	bat7 leun6 ji2 jing3	
不论如何	bat7 leun6 yu4 ho4	
不了了之	bat7 liu5 liu5 ji1	
不劳而获	bat7 lou4 yi4 wok9	
筚路蓝缕	bat7 lou6 laam4 leui5	
笔墨	bat7 mak9	
不问	bat7 man6	
不问前因后果	bat7 man6 chin4 yan1 hau6 gwo2	
不问青红皂白	bat7 man6 ching1 hung4 jou6 baak9	
不问是非曲直	bat7 man6 si6 fei1 kuk7 jik9	
不谋而合	bat7 mau5 yi4 hap9	
不寐	bat7 mei6	
不免	bat7 min5	
不明不白	bat7 ming4 bat7 baak9	
毕命	bat7 ming6	
不无	bat7 mou4	
不无可疑	bat7 mou4 ho2 yi4	
不无可疑之处	bat7 mou4 ho2 yi4 ji1 chyu3	
笔帽	bat7 mou6	
不务正业	bat7 mou6 jing3 yip9	
不外乎	bat7 ngoi6 fu4	
不奈烦	bat7 noi6 faan4	
不安本分	bat7 on1 bun2 fan1	
笔刨	bat7 paau2	铅笔刀，转笔刀，削铅笔器
不偏不倚	bat7 pin1 bat7 yi2	
不平等条约	bat7 ping4 dang2 tiu4 yeuk8	
不平则鸣	bat7 ping4 jak7 ming4	
不平而鸣	bat7 ping4 yi4 ming4	
不三不四	bat7 saam1 bat7 sei3	
不慎	bat7 san6	
毕生	bat7 sang1	
不失	bat7 sat7	
不失众望	bat7 sat7 jung3 mong6	
不失良机	bat7 sat7 leung4 gei1	
不失为	bat7 sat7 wai4	
不实	bat7 sat9	
不修边幅	bat7 sau1 bin1 fuk7	
不守信用	bat7 sau2 seun3 yung6	
不锈钢	bat7 sau3 gong3	
不受欢迎	bat7 sau6 fun1 ying4	
[抔]水	bat7 seui2	舀水
不逊	bat7 seun3	
不伤和气	bat7 seung1 wo4 hei3	
不时	bat7 si4	不定时地，每时每刻，无时无刻，时时刻刻
不息	bat7 sik7	
不惜	bat7 sik7	
不适	bat7 sik7	
不惜牺牲	bat7 sik7 hei1 saang1	
不惜一切	bat7 sik7 yat7 chai3	
不惜一战	bat7 sik7 yat7 jin3	
不食人间烟火	bat7 sik9 yan4 gaan1 yin1 fo2	
不善	bat7 sin6	
不善于	bat7 sin6 yu1	
不升反降	bat7 sing1 faan2 gong3	
不胜负荷	bat7 sing1 fu3 ho6	
不胜感激	bat7 sing1 gam2 gik7	
不胜酒力	bat7 sing1 jau2 lik9	
不胜其烦	bat7 sing1 kei4 faan4	
不胜枚举	bat7 sing1 mui4 geui2	
不成体统	bat7 sing4 tai2 tung2	
不屑	bat7 sit8	
不屑一顾	bat7 sit8 yat7 gu3	
不宣而战	bat7 syun1 yi4 jin3	
笔塔	bat7 taap8	笔帽，笔套
不透明	bat7 tau3 ming4	
不停	bat7 ting4	
不妥	bat7 to2	
[抔]汤	bat7 tong1	舀汤
不吐不快	bat7 tou3 bat7 faai3	
不同点	bat7 tung4 dim2	
不同凡响	bat7 tung4 faan4 heung2	
不同以往	bat7 tung4 yi5 wong5	
笔画	bat7 wa2	
不怀好意	bat7 waai4 hou2 yi3	
不惑之年	bat7 waak9 ji1 nin4	
不遗余力	bat7 wai4 yu4 lik9	
不屈不挠	bat7 wat7 bat7 naau4	
不和	bat7 wo4	
不遑	bat7 wong4	
不忍	bat7 yan2	
不忍卒睹	bat7 yan2 jeut7 dou2	
不忍心	bat7 yan2 sam1	
不孕	bat7 yan6	
不孕症	bat7 yan6 jing3	
不入虎穴	bat7 yap9 fu2 yut9	
笔友	bat7 yau5	
不夜城	bat7 ye6 sing4	
不宜	bat7 yi4	
不宜	bat7 yi4	不如
不以为苦	bat7 yi5 wai4 fu2	
不以为然	bat7 yi5 wai4 yin4	
不以语人	bat7 yi5 yu6 yan4	
不二法门	bat7 yi6 faat8 mun4	
不二价	bat7 yi6 ga3	
不义之财	bat7 yi6 ji1 choi4	
不亦乐乎	bat7 yik9 lok9 fu4	
不翼而飞	bat7 yik9 yi4 fei1	
不厌其详	bat7 yim3 kei4 cheung4	
不厌其烦	bat7 yim3 kei4 faan4	
不然	bat7 yin4	
不言而喻	bat7 yin4 yi4 yu6	
毕业	bat7 yip9	
毕业典礼	bat7 yip9 din2 lai5	
毕业生	bat7 yip9 saang1	
毕业相	bat7 yip9 seung2	毕业照
不如	bat7 yu4	
不如下次先啦	bat7 yu4 ha6 chi3 sin1 la1	下次吧
不予置评	bat7 yu5 ji3 ping4	
不远千里	bat7 yun5 chin1 lei5	
不远千里而来	bat7 yun5 chin1 lei5 yi4 loi4	
不容	bat7 yung4	
不容分说	bat7 yung4 fan1 syut8	
不容置辩	bat7 yung4 ji3 bin6	
不容置疑	bat7 yung4 ji3 yi4	
不悦	bat7 yut9	
拔除	bat9 cheui4	
拔出	bat9 cheut7	
拔草	bat9 chou2	
拔地而起	bat9 dei6 yi4 hei2	
拔刀	bat9 dou1	
拔刀相助	bat9 dou1 seung1 jo6	
拔脚	bat9 geuk8	
拔腿就跑	bat9 geuk8 jau6 paau2	
拔剑	bat9 gim3	
拔河	bat9 ho4	
拔河比赛	bat9 ho4 bei2 choi3	
拔擢	bat9 jok9	
拔群	bat9 kwan4	
拔苗助长	bat9 miu4 jo6 jeung2	
拔毛	bat9 mou4	
拔锚	bat9 naau4	
拔牙	bat9 nga4	
拔身	bat9 san1	
跋涉	bat9 sip8	
拔腿	bat9 teui2	
跋扈	bat9 wu6	
啤酒	be1 jau2	
啤酒肚	be1 jau2 tou5	大肚子
啤梨	be1 lei2	洋梨，西洋梨，澳洲梨
啤令	be1 ling2	滚珠轴承轴承
悲惨	bei1 chaam2	
悲恸	bei1 dung6	
悲愤填膺	bei1 fan5 tin4 ying1	
悲观	bei1 gun1	
卑职	bei1 jik7	
卑贱	bei1 jin6	
卑俗	bei1 juk9	
悲剧	bei1 kek9	
卑劣	bei1 lyut8	
卑劣性	bei1 lyut8 sing3	
碑文	bei1 man4	
卑微	bei1 mei4	
悲哀	bei1 oi1	
卑鄙	bei1 pei2	
卑鄙无耻	bei1 pei2 mou4 chi2	
裨益	bei1 yik7	
畀	bei2	给
畀	bei2	被，受，让
髀	bei2	腿，大腿
畀差人拉	bei2 chaai1 yan4 laai1	被警察逮捕
彼此	bei2 chi2	
畀钱	bei2 chin2	付钱，给钱
畀钱我	bei2 chin2 ngo5	给我钱
比赛	bei2 choi3	
畀翻	bei2 faan1	还给
畀翻钱	bei2 faan1 chin2	还钱
比分	bei2 fan1	
畀非士	bei2 fei1 si2	给面子
比方	bei2 fong1	
比较	bei2 gaau3	
比坚尼	bei2 gin1 nei4	比基尼，比基尼泳衣
畀过	bei2 gwo3	交给
畀考起	bei2 haau2 hei2	被考倒
畀利是	bei2 lai6 si6	给红包
比率	bei2 leut9	
比唔上	bei2 m4 seung6	比不上
畀问起	bei2 man6 hei2	被问倒
畀面	bei2 min2	赏脸，给面子
畀面色佢睇	bei2 min6 sik7 keui5 tai2	给脸色他看
畀闹到死死吓	bei2 naau6 dou3 sei2 sei2 ha2	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一戙都冇	bei2 naau6 dou3 yat7 dung6 dou1 mou5	被骂得一钱不值，被骂得狗血淋头，挨一顿臭骂
畀闹到一只屐	bei2 naau6 dou3 yat7 jek8 kek9	被骂得垂头丧气，被骂得狗血淋头，挨一顿臭骂
畀闹到一面屁	bei2 naau6 dou3 yat7 min6 pei3	被骂得满脸羞惭，被骂得无地自容，被骂得狗血淋头
畀银纸	bei2 ngan4 ji2	给钱
彼岸	bei2 ngon6	
畀心机	bei2 sam1 gei1	用心，下功夫，努力
畀心机做	bei2 sam1 gei1 jou6	努力做
匕首	bei2 sau2	
畀锡坏咗	bei2 sek8 waai6 jo2	被惯坏了，给人惯坏了
畀水沉死	bei2 seui2 jam6 sei2	被水淹死
畀水浊亲	bei2 seui2 juk9 chan1	给水呛了
畀雪藏	bei2 syut8 chong4	被打入冷宫，暂时闲置
畀…睇	bei2 tai2	给…看
畀贴士	bei2 tip7 si2	给小费
畀人唱衰	bei2 yan4 cheung3 seui1	被别人诋毁，被别人戳脊梁骨
畀人棍咗	bei2 yan4 gwan3 jo2	给人骗了，被人骗了，被骗
畀人虾	bei2 yan4 ha1	软弱，给别人欺负
畀人恰	bei2 yan4 hap7	让别人欺负了
畀人箍颈	bei2 yan4 ku1 geng2	被人抢劫
畀人闹	bei2 yan4 naau6	挨骂，被骂，让人骂
畀人呃	bei2 yan4 ngaak7	受骗，被骗
畀人拼沉	bei2 yan4 peng1 cham4	被打败，给人打输
畀人识穿	bei2 yan4 sik7 chyun1	让人识破
畀人玩死	bei2 yan4 waan2 sei2	被人害苦
比喻	bei2 yu6	
痹	bei3	麻，麻痹，麻木
痹到死	bei3 dou3 sei2	肉麻死了，肉麻得要命
秘笈	bei3 kap7	
秘诀	bei3 kyut8	
秘捞	bei3 lou1	搞外快，赚取外快，业余兼职
秘密	bei3 mat9	
泌尿	bei3 niu6	
秘书	bei3 syu1	
庇护	bei3 wu6	
避	bei6	躲
被迫	bei6 baak7	
被捕	bei6 bou6	
鼻窦炎	bei6 dau6 yim4	
被动	bei6 dung6	
备份	bei6 fan6	
备课	bei6 fo3	
避风塘	bei6 fung1 tong4	避风港
鼻哥	bei6 go1	鼻子
鼻哥窿 	bei6 go1 lung1	鼻孔
被告	bei6 gou3	
避开	bei6 hoi1	
被害	bei6 hoi6	
被害人	bei6 hoi6 yan4	
鼻腔	bei6 hong1	
被控	bei6 hung3	
鼻血	bei6 hyut8	
备战	bei6 jin3	
鼻祖	bei6 jou2	
备注	bei6 jyu3	
被困	bei6 kwan3	
鼻梁	bei6 leung4	
避唔切	bei6 m4 chit8	来不及躲开
避免	bei6 min5	
备忘录	bei6 mong4 luk9	
备案	bei6 on3	
鼻塞	bei6 sak7	
备受	bei6 sau6	
鼻水	bei6 seui2	
鼻息	bei6 sik7	
鼻涕	bei6 tai3	
鼻涕虫	bei6 tai3 chung4	
备胎	bei6 toi1	
鼻音	bei6 yam1	
备而不用	bei6 yi4 bat7 yung6	
鼻炎	bei6 yim4	
鼻烟	bei6 yin1	
鼻烟盒	bei6 yin1 hap9	
鼻咽癌	bei6 yin1 ngaam4	
备用	bei6 yung6	
备用品	bei6 yung6 ban2	
饼干	beng2 gon1	
饼干	beng2 gon1	苏打饼
饼干店	beng2 gon1 dim3	
饼干盒	beng2 gon1 hap9	
饼仔	beng2 jai2	饼干
饼咭	beng2 kat7	饼券
饼师	beng2 si1	面包师傅
饼屑	beng2 sit8	
饼印	beng2 yan3	饼模子
柄	beng3	藏，收藏
病到声沙	beng6 dou3 seng1 sa1	病得声音沙哑了
病毒	beng6 duk9	
病君	beng6 gwan1	老病号，病夫
病咗	beng6 jo2	生病，病了，生病了
病例	beng6 lai6	
病历	beng6 lik9	
病人	beng6 yan4	
病恹恹	beng6 yim1 yim1	
病癒	beng6 yu6	
病源	beng6 yun4	
BB机	bi1 bi1 gei1	呼叫机，BB机
啤啤	bi4 bi1	小孩，婴儿，婴孩，小孩儿
啤啤车	bi4 bi1 che1	婴儿车
啤啤仔	bi4 bi1 jai2	小婴儿，小男孩，男婴儿，小小子
啤啤女	bi4 bi1 neui2	女婴儿，小女孩，小丫头
逼	bik7	挤，拥挤
逼巴士	bik7 ba1 si2	挤公车，挤公共汽车
逼迫	bik7 baak7	
壁橱	bik7 cheui4	
逼到鬼噉	bik7 dou3 gwai2 gam2	挤得要命
逼到埋身	bik7 dou3 maai4 san1	事情迫到头上来
壁虎	bik7 fu2	
逼供	bik7 gung1	
逼过嚟	bik7 gwo3 lei4	挤过来
逼冚晒	bik7 ham6 saai3	挤得紧紧的
碧海	bik7 hoi2	
碧血	bik7 hyut8	
壁纸	bik7 ji2	
逼嚟逼去	bik7 lei4 bik7 heui3	挤来挤去
壁炉	bik7 lou4	
碧绿	bik7 luk9	
碧绿色	bik7 luk9 sik7	
碧眼	bik7 ngaan5	
逼上梁山	bik7 seung5 leung4 saan1	
壁画	bik7 wa2	
逼人	bik7 yan4	拥挤
逼入去	bik7 yap9 heui3	挤进去
碧玉	bik7 yuk9	
边	bin1	哪，哪里
鞭	bin1	鞭子
鞭笞	bin1 chi1	
边塞	bin1 choi3	
边度	bin1 dou6	哪里
边防	bin1 fong4	
边防要塞	bin1 fong4 yiu3 choi3	
边界	bin1 gaai3	
边界线	bin1 gaai3 sin3	
边疆	bin1 geung1	
边境	bin1 ging2	
边个	bin1 go3	谁，哪一个
边个噶	bin1 go3 ga3	谁的？
边个嘅	bin1 go3 ge3	谁的
辫仔	bin1 jai2	辫子
边际	bin1 jai3	
边种	bin1 jung2	哪种
鞭炮	bin1 paau3	
边处	bin1 syu3	哪里
边处系呢	bin1 syu3 hai6 le3	哪里哪里
鞭挞	bin1 taat8	
边一年	bin1 yat7 nin4	哪一年
边日	bin1 yat9	哪一天
边有咁大只蛤乸随街跳	bin1 yau5 gam3 daai6 jek8 gap7 na2 cheui4 gaai1 tiu3	天上不会掉馅儿饼，没有那么便宜的事
边缘	bin1 yun4	
贬低	bin2 dai1	
扁豆	bin2 dau6	
匾额	bin2 ngaak9	
扁平	bin2 ping4	
扁圆	bin2 yun4	
变压器	bin3 aat8 hei3	
变迁	bin3 chin1	
变调	bin3 diu6	
变化	bin3 fa3	
变化多端	bin3 fa3 do1 dyun1	
变色龙	bin3 sik7 lung4	
变成	bin3 sing4	
变态	bin3 taai3	
便	bin6	面，边
辨别	bin6 bit9	
辨别	bin6 bit9	
便当	bin6 dong3	
辩方	bin6 fong1	
便服	bin6 fuk9	
变更	bin6 gang1	
便捷	bin6 jit9	
便利	bin6 lei6	
便利商店	bin6 lei6 seung1 dim3	
辩论	bin6 leun6	
便溺	bin6 niu6	
辩护	bin6 wu6	
辨认	bin6 ying6	
乒乓波	bing1 bam1 bo1	乒乓球
兵不血刃	bing1 bat7 hyut8 yan6	
兵不厌诈	bing1 bat7 yim3 ja3	
兵变	bing1 bin3	
冰雹	bing1 bok9	
冰冻	bing1 dung3	
兵法	bing1 faat8	
兵荒马乱	bing1 fong1 ma5 lyun6	
兵家	bing1 ga1	
兵家必争之地	bing1 ga1 bit7 jang1 ji1 dei6	
兵家大忌	bing1 ga1 daai6 gei6	
兵贵神速	bing1 gwai3 san4 chuk7	
兵器	bing1 hei3	
兵卒	bing1 jeut7	
兵临城下	bing1 lam4 sing4 ha6	
兵力	bing1 lik9	
兵马俑	bing1 ma5 yung2	
冰山	bing1 saan1	
冰室	bing1 sat7	冷饮店
冰上表演	bing1 seung6 biu2 yin2	
冰上运动	bing1 seung6 wan6 dung6	
兵事	bing1 si6	
兵士	bing1 si6	
冰糖	bing1 tong4	
兵刃	bing1 yan6	
兵役	bing1 yik9	
兵役法	bing1 yik9 faat9	
兵营	bing1 ying4	
兵戎	bing1 yung4	
抦	bing2	打，揍，殴打
秉持	bing2 chi4	
丙等	bing2 dang2	
屏气	bing2 hei3	
屏气凝神	bing2 hei3 ying4 san4	
秉烛夜游	bing2 juk7 ye6 yau4	
丙级	bing2 kap7	
屏息	bing2 sik7	
屏息以待	bing2 sik7 yi5 doi3	
秉性	bing2 sing3	
秉承	bing2 sing4	
丙酮	bing2 tung4	
并发症	bing3 faat8 jing3	
病变	bing6 bin3	
并且	bing6 che2	
并存	bing6 chyun4	
并非	bing6 fei1	
并肩	bing6 gin1	
并肩作战	bing6 gin1 jok8 jin3	
并肩而行	bing6 gin1 yi4 hang4	
病理学	bing6 lei5 hok9	
并列	bing6 lit9	
并列译文	bing6 lit9 yik9 man4	
并未	bing6 mei6	
病魔	bing6 mo1	
病魔缠身	bing6 mo1 chin4 san1	
并无	bing6 mou4	
并无不可	bing6 mou4 bat7 ho2	
病殁	bing6 mut9	
并排	bing6 paai4	
病逝	bing6 sai6	
病体	bing6 tai2	
并用	bing6 yung6	
咇	bit7	吱
咇出嚟	bit7 cheut7 lei4	吱出来
觱篥	bit7 leut9	
必需	bit7 seui1	
必须	bit7 seui1	
必需品	bit7 seui1 ban2	
必要	bit7 yiu3	
鳖甲	bit8 gaap8	
憋气	bit8 hei3	
憋闷	bit8 mun6	
别扭	bit8 nau2	
鳖鱼	bit8 yu4	
别的	bit9 dik7	
蹩脚	bit9 geuk8	
别针	bit9 jam1	
瘪三	bit9 saam1	
别墅	bit9 seui6	
表	biu1	手表
标本	biu1 bun2	
飙车	biu1 che1	
标青	biu1 cheng1	貌美出众，拔尖儿，超群
标签	biu1 chim1	
表厂	biu1 chong2	
表带	biu1 daai3	
表店	biu1 dim3	
飙风	biu1 fung1	
镖局	biu1 guk9	
表壳	biu1 hok8	
标汗	biu1 hon6	出汗，流汗，冒汗
标准	biu1 jeun2	
标准化	biu1 jeun2 fa3	
表链	biu1 lin4	
表面	biu1 min6	
标参	biu1 sam1	绑架，绑票
飙升	biu1 sing1	
标题	biu1 tai4	
彪形大汉	biu1 ying4 daai6 hon3	
标语	biu1 yu5	
表肉	biu1 yuk9	表瓤，表芯
表情	biu2 ching4	
表错情	biu2 cho3 ching4	弄错，误解，误会
表达	biu2 daat9	
表决	biu2 kyut8	
表决权	biu2 kyut8 kyun4	
表面	biu2 min6	
表示	biu2 si6	
表扬	biu2 yeung4	
表演	biu2 yin2	
表现	biu2 yin6	
波	bo1	奶，乳房
波	bo1	排档，档
波	bo1	球
波板	bo1 baan2	球拍，球拍子，乒乓球拍
波钵	bo1 but8	球鞋，运动鞋
波场	bo1 cheung4	球场
菠菜	bo1 choi3	
波飞	bo1 fei1	球票，球赛的票
波裤	bo1 fu3	球裤，运动裤
波鞋	bo1 haai4	球鞋，运动鞋
波子	bo1 ji2	玻璃球，弹球，滚珠
波子棋	bo1 ji2 kei4	跳棋
波珠	bo1 jyu1	滚珠，弹球，玻璃球
波罅	bo1 la3	乳沟
波澜	bo1 laan4	
玻璃	bo1 lei1	
玻璃杯	bo1 lei1 bui1	
玻璃窗	bo1 lei1 cheung1	
玻璃纤维	bo1 lei1 chim1 wai4	
玻璃樽	bo1 lei1 jeun1	玻璃瓶
玻璃试管	bo1 lei1 si3 gun2	
菠萝	bo1 lo4	凤梨
菠萝包	bo1 lo4 baau1	波罗包
菠萝盖	bo1 lo4 goi3	膝盖骨
菠萝油	bo1 lo4 yau4	波罗包加牛油
波浪	bo1 long6	
波路	bo1 lou6	底细，情况，来头
波帽	bo1 mou2	鸭舌帽
波衫	bo1 saam1	球衣，运动衣
波恤	bo1 seut7	球衣，绒衣，运动衣，卫生衣，长袖运动服
波士	bo1 si2	老板，总经理，大老板，上司
波涛	bo1 tou4	
噃	bo3	喔，呢
播出	bo3 cheut7	
播放	bo3 fong3	
簸箕	bo3 gei1	
播映	bo3 ying2	
犦	bok7	敲，打，敲打
犦犦斋	bok7 bok7 jaai1	私塾
犦亲	bok7 chan1	砸伤，打伤
犦落去	bok7 lok9 heui3	砸下去，打下去
犦落嚟	bok7 lok9 lei4	砸下来，打下来
犦湿	bok7 sap7	揍扁，狠揍，揍瘪，殴伤，狠揍一顿
扑嘢	bok7 ye5	性交，做爱
坣	bok8	垅，土埂，堤坝
搏	bok8	拼，拼搏，拼命，冒险
膊	bok8	肩
博取	bok8 cheui2	
搏出位	bok8 cheut7 wai2	争着出人头地，标新立异
驳斥	bok8 chik7	
搏彩	bok8 choi2	碰运气
博大	bok8 daai6	
搏大胆	bok8 daai6 daam2	赌胆量，赌胆识，赌一下胆识
博大精深	bok8 daai6 jing1 sam1	
博得	bok8 dak7	
搏斗	bok8 dau3	
搏到尽	bok8 dou3 jeun6	尽全力，拼搏到底，竭尽全力，拼尽全力，倾尽全力
搏拊	bok8 fu2	
驳脚	bok8 geuk8	经纪
搏击	bok8 gik7	
博古通今	bok8 gu2 tung1 gam1	
驳骨	bok8 gwat7	接骨
搏吓彩	bok8 ha5 choi2	碰碰运气，赌一赌运气
博客	bok8 haak8	
博学	bok8 hok9	
博学多闻	bok8 hok9 do1 man4	
博学多能	bok8 hok9 do1 nang4	
驳嘴	bok8 jeui2	顶嘴
搏尽	bok8 jeun6	尽全力，竭尽全力拼搏
博览会	bok8 laam5 wui2	
搏老命	bok8 lou5 meng6	拼命，卖命，拼老命
搏乱	bok8 lyun6	钻空子，混水摸鱼，趁火打劫，乘机捞一把
博闻	bok8 man4	
博闻强记	bok8 man4 keung4 gei3	
博物院	bok8 mat9	
博物馆	bok8 mat9 gun2	
搏命	bok8 meng6	拼命
搏命噉走	bok8 meng6 gam2 jau2	拼命地跑
搏懵	bok8 mung2	揩油
博雅	bok8 nga5	
博鳌论坛	bok8 ngou4 leun6 taan4	
博爱	bok8 oi3	
搏晒老命	bok8 saai3 lou5 meng6	拼上老命，拼了老命，竭尽全力
搏晒老命噉	bok8 saai3 lou5 meng6 gam2	拼命地，竭力地，竭尽全力
搏晒命	bok8 saai3 meng6	卖命，拼命，拼老命
搏手	bok8 sau2	交手打架
博施济众	bok8 si1 jai3 jung3	
博士	bok8 si6	
博士班	bok8 si6 baan1	
博士后	bok8 si6 hau6	
博士学位	bok8 si6 hok9 wai6	
驳线	bok8 sin3	接线
搏傻	bok8 so4	装疯扮傻，假装糊涂
膊头	bok8 tau4	肩膀
驳回	bok8 wui4	
搏一铺	bok8 yat7 pou1	试一下运气如何
博奕	bok8 yik9	
博弈	bok8 yik9	
薄饼	bok9 beng2	
薄罉	bok9 chaang1	糯米面烙饼，薄饼，烙饼
薄荷	bok9 ho4	
薄荷脑	bok9 ho4 nou5	
薄荷糖	bok9 ho4 tong4	
薄荷油	bok9 ho4 yau4	
薄利多销	bok9 lei6 do1 siu1	
舶来品	bok9 loi4 ban2	
薄弱	bok9 yeuk9	
帮衬	bong1 chan3	光顾
帮倒忙	bong1 dou3 mong4	
邦国	bong1 gwok8	
帮闲	bong1 haan4	
帮腔	bong1 hong1	
帮凶	bong1 hung1	
梆子	bong1 ji2	
梆子腔	bong1 ji2 hong1	
帮助	bong1 jo6	
帮唔到	bong1 m4 dou2	帮不了
帮唔到手	bong1 m4 dou2 sau2	帮不上忙
帮忙	bong1 mong4	
帮派	bong1 paai3	
帮手	bong1 sau2	
帮手	bong1 sau2	帮忙
帮会	bong1 wui6	
绑架	bong2 ga3	
绑架犯	bong2 ga3 faan2	
绑个缬	bong2 go3 lit8	打一个结
绑鞋带	bong2 haai4 daai3	系鞋带
绑缬	bong2 lit8	打结
榜上有名	bong2 seung6 yau5 ming4	
榜样	bong2 yeung6	
磅	bong4	给
磅水	bong4 seui2	给钱，交钱，付钱
傍	bong6	依靠，陪伴，护着，紧靠着，不离开，看守着
磅秤	bong6 ching3	
傍家	bong6 ga1	恋家，顾家，在家
傍晚	bong6 maan5	
煲	bou1	煮
煲茶	bou1 cha4	熬药
煲电话粥	bou1 din6 wa2 juk7	打电话聊大天，打马拉松电话，长篇大论，打电话聊天
煲饭	bou1 faan6	煮饭
煲咖啡	bou1 ga3 fe1	煮咖啡
煲仔饭	bou1 jai2 faan6	砂锅饭
煲粥	bou1 juk7	煮粥
晡礼	bou1 lai5	
煲凉茶	bou1 leung4 cha4	煮去火汤药，煮清凉茶
煲冇米粥	bou1 mou5 mai5 juk7	说没影儿的事
煲冇米粥，水汪汪	bou1 mou5 mai5 juk7 seui2 wong1 wong1	三十晚上走夜路，没影儿的事
煲水	bou1 seui2	烧水
煲水	bou1 seui2	瞎编，无中生有
煲呔	bou1 taai1	领结
煲汤	bou1 tong1	煮汤
簿	bou2	本子
补品	bou2 ban2	
保镖	bou2 biu1	
宝宝	bou2 bou2	
补报	bou2 bou3	
宝贝	bou2 bui3	
宝贝仔	bou2 bui3 jai2	宝贝儿子
宝刹	bou2 chaat8	
保持	bou2 chi4	
保持中立	bou2 chi4 jung1 laap9	
补充	bou2 chung1	
补充品	bou2 chung1 ban2	
保存	bou2 chyun4	
宝特瓶	bou2 dak9 ping4	
宝地	bou2 dei6	
宝典	bou2 din2	
补丁	bou2 ding1	
宝刀	bou2 dou1	
宝刀未老	bou2 dou1 mei6 lou5	
宝岛	bou2 dou2	
补课	bou2 fo3	
宝库	bou2 fu3	
补家用	bou2 ga1 yung2	补贴家里的开支
宝鉴	bou2 gaam3	
