開放粵語詞典（黃錫凌調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
菠蘿蓋	'bɔ ˌlɔ ¯gɔi	膝蓋骨
菠蘿油	'bɔ ˌlɔ ˌjɐu	波羅包加牛油
波濤	'bɔ ˌtou	
波場	'bɔ ˌtsœŋ	球場
犦	'bɔk	敲，打，敲打
犦犦齋	'bɔk 'bɔk 'dzai	私塾
犦濕	'bɔk 'sɐp	揍扁，狠揍，揍癟，毆傷，狠揍一頓
犦親	'bɔk 'tsɐn	砸傷，打傷
犦落去	'bɔk _lɔk ¯hœy	砸下去，打下去
犦落嚟	'bɔk _lɔk ˌlei	砸下來，打下來
撲嘢	'bɔk ˏjɛ	性交，做愛
幫腔	'bɔŋ 'hɔŋ	
幫兇	'bɔŋ 'hʊŋ	
幫助	'bɔŋ _dzɔ	
幫會	'bɔŋ _wui	
幫倒忙	'bɔŋ ¯dou ˌmɔŋ	
邦國	'bɔŋ ¯gwɔk	
幫派	'bɔŋ ¯pai	
幫襯	'bɔŋ ¯tsɐn	光顧
梆子	'bɔŋ ´dzi	
梆子腔	'bɔŋ ´dzi 'hɔŋ	
幫手	'bɔŋ ´sɐu	幫忙
幫手	'bɔŋ ´sɐu	
幫閒	'bɔŋ ˌhan	
幫忙	'bɔŋ ˌmɔŋ	
幫唔到	'bɔŋ ˌm̩ ´dou	幫不了
幫唔到手	'bɔŋ ˌm̩ ´dou ´sɐu	幫不上忙
啤酒	'bɛ ´dzɐu	
啤酒肚	'bɛ ´dzɐu ˏtou	大肚子
啤梨	'bɛ ´lei	洋梨，西洋梨，澳洲梨
啤令	'bɛ ´lɪŋ	滾珠軸承軸承
乒乓波	'bɪŋ 'bɐm 'bɔ	乒乓球
兵不血刃	'bɪŋ 'bɐt ¯hyt _jɐn	
兵不厭詐	'bɪŋ 'bɐt ¯jim ¯dza	
兵卒	'bɪŋ 'dzœt	
兵荒馬亂	'bɪŋ 'fɔŋ ˏma _lyn	
兵家	'bɪŋ 'ga	
兵家必爭之地	'bɪŋ 'ga 'bit 'dzɐŋ 'dzi _dei	
兵家大忌	'bɪŋ 'ga _dai _gei	
冰山	'bɪŋ 'san	
冰室	'bɪŋ 'sɐt	冷飲店
冰雹	'bɪŋ _bɔk	
兵役	'bɪŋ _jik	
兵役法	'bɪŋ _jik _fat	
兵刃	'bɪŋ _jɐn	
兵力	'bɪŋ _lik	
兵士	'bɪŋ _si	
兵事	'bɪŋ _si	
冰上運動	'bɪŋ _sœŋ _wɐn _dʊŋ	
冰上表演	'bɪŋ _sœŋ ´biu ´jin	
兵變	'bɪŋ ¯bin	
冰凍	'bɪŋ ¯dʊŋ	
兵法	'bɪŋ ¯fat	
兵貴神速	'bɪŋ ¯gwɐi ˌsɐn 'tsʊk	
兵器	'bɪŋ ¯hei	
兵營	'bɪŋ ˌjɪŋ	
兵戎	'bɪŋ ˌjʊŋ	
兵臨城下	'bɪŋ ˌlɐm ˌsɪŋ _ha	
冰糖	'bɪŋ ˌtɔŋ	
兵馬俑	'bɪŋ ˏma ´jʊŋ	
book	'bʊk	預訂
book機票	'bʊk 'gei ¯piu	訂機票
卜筮	'bʊk _sɐi	
卜卦	'bʊk ¯gwa	
book酒店	'bʊk ´dzɐu ¯dim	訂酒店
book位	'bʊk ´wɐi	訂座兒，預定位置，預定座位
book唔到位	'bʊk ˌm̩ ´dou ´wɐi	訂不到座兒
擔	'dam	挑，搬，扛
擔	'dam	叼
覘	'dam	抬
擔遮	'dam 'dzɛ	打傘
擔當	'dam 'dɔŋ	
覘高個頭	'dam 'gou ¯gɔ ˌtɐu	抬起頭來
擔綱	'dam 'gɔŋ	當主角，當主力，負總責，負主要責任
擔驚受怕	'dam 'gɪŋ _sɐu ¯pa	
擔憂	'dam 'jɐu	
擔心	'dam 'sɐm	
眈天望地	'dam 'tin _mɔŋ _dei	東張西望
擔大旗	'dam _dai ˌkei	指揮，領頭，挑大樑
擔住	'dam _dzy	叼著，銜著
擔住口煙	'dam _dzy ´hɐu 'jin	叼著一支煙
擔負	'dam _fu	
擔任	'dam _jɐm	
耽誤	'dam _ŋ̩	
擔凳仔	'dam ¯dɐŋ ´dzɐi	搬凳子
擔架床	'dam ¯ga ˌtsɔŋ	
耽擱	'dam ¯gɔk	
擔保	'dam ´bou	
擔保信	'dam ´bou ¯sœn	掛號信
擔水	'dam ´sœy	挑水
擔枱擔凳	'dam ´tɔi 'dam ¯dɐŋ	搬桌子，搬椅子
擔唔喐	'dam ˌm̩ 'jʊk	挑不起，挑不動
擔鋤頭	'dam ˌtsɔ ˌtɐu	扛鋤頭
單	'dan	帳單
單單	'dan 'dan	只
丹粒	'dan 'lɐp	
丹砂	'dan 'sa	
丹心	'dan 'sɐm	
單身寡仔	'dan 'sɐn ´gwa ´dzɐi	單身漢，光棍
單身寡佬	'dan 'sɐn ´gwa ´lou	單身漢
單車	'dan 'tsɛ	腳踏車，自行車
單車泵	'dan 'tsɛ 'bɐm	打氣筒
單車掣	'dan 'tsɛ ¯dzɐi	自行車車閘，腳踏車車閘
單車徑	'dan 'tsɛ ¯gɪŋ	自行車專用道
單車鎖匙	'dan 'tsɛ ´sɔ ˌsi	自行車鑰匙
單調	'dan _diu	
單字	'dan _dzi	
丹鳳	'dan _fʊŋ	
丹鳳眼	'dan _fʊŋ ˏŋan	
單係	'dan _hɐi	光是，光
丹藥	'dan _jœk	
單對單	'dan ¯dœy 'dan	一對一
單據	'dan ¯gœy	
單靠	'dan ¯kau	
單姓	'dan ¯sɪŋ	
單行	'dan ´hɔŋ	
單位	'dan ´wɐi	套間，單元，房子
單位	'dan ´wɐi	
單行道	'dan ˌhɐŋ _dou	
丹紅	'dan ˌhʊŋ	
丹紅色	'dan ˌhʊŋ 'sik	
單元	'dan ˌjyn	
丹丸	'dan ˌjyn	
單人房	'dan ˌjɐn ´fɔŋ	
丹田	'dan ˌtin	
丹田功	'dan ˌtin 'gʊŋ	
丹墀	'dan ˌtsi	
單嘢	'dan ˏjɛ	事件
單眼簷	'dan ˏŋan ˌjɐm	單眼皮
嗒	'dap	咂，品嚐，嚐味
嗒嗒聲	'dap 'dap 'sɛŋ	咂嘴聲
嗒真	'dap 'dzɐn	細細品嚐
嗒真啲	'dap 'dzɐn 'di	細細品嚐，慢慢品嚐
嗒真吓	'dap 'dzɐn ˏha	細細品嚐，慢慢品嚐
啲	'di	一些，一點
啲人	'di ˌjɐn	人們
啲朋友	'di ˌpɐŋ ˏjɐu	朋友們
的	'dik	提拿，提溜
的式	'dik 'sik	精緻，輕巧，小巧玲瓏
嫡親	'dik 'tsɐn	
嫡系	'dik _hɐi	
的士高	'dik _si 'gou	迪斯科
的確	'dik ¯kɔk	
嫡派	'dik ¯pai	
的起心肝	'dik ´hei 'sɐm 'gɔn	立下決心，專心致志
的起嚟	'dik ´hei ˌlei	提起來，提溜起來
的士	'dik ´si	出租車，計程車
的士司機	'dik ´si 'si 'gei	
的士佬	'dik ´si ´lou	出租車司機，計程車司機
的而且確	'dik ˌji ´tsɛ ¯kɔk	千真萬確，確確實實，非常肯定，確鑿無疑
癲癲廢廢	'din 'din ¯fɐi ¯fɐi	傻裡傻氣
巔峰	'din 'fʊŋ	
顛倒	'din ´dou	
癲狗	'din ´gɐu	瘋狗
癲佬	'din ´lou	瘋子
癲癇	'din ˌhan	
啲啲咁多	'dit 'dit ¯gɐm 'dɔ	一点点
啲咁多	'dit ¯gɐm 'dɔ	一點點，一丁點
雕刻	'diu 'hɐk	
雕刻家	'diu 'hɐk 'ga	
雕刻品	'diu 'hɐk ´bɐn	
丟三拉四	'diu 'sam _lai ¯sei	
丟擲	'diu _dzak	
雕像	'diu _dzœŋ	
凋謝	'diu _dzɛ	
丟棄	'diu ¯hei	
雕塑	'diu ¯sou	
丟架	'diu ´ga	丟人，丟臉，丟面子
鯛魚	'diu ˌjy	
刁僑扭擰	'diu ˌkiu ˏnɐu _nɪŋ	調皮，不聽話，難以對付
刁蠻	'diu ˌman	蠻不講理，蠻橫，任性而刁鑽
刁難	'diu ˌnan	
貂禪	'diu ˌsim	
丟那媽	'diu ˏna 'ma	他媽的
都	'dou	也
刀疤	'dou 'ba	
叨叨絮絮	'dou 'dou ˏsœy ˏsœy	
刀尖	'dou 'dzim	
刀鋒	'dou 'fʊŋ	
叨光	'dou 'gwɔŋ	
刀光劍影	'dou 'gwɔŋ ¯gim ´jɪŋ	
都一樣	'dou 'jɐt _jœŋ	
嘟嚕	'dou 'lou	
刀山	'dou 'san	
刀山劍樹	'dou 'san ¯gim _sy	
刀傷	'dou 'sœŋ	
刀叉	'dou 'tsa	
刀槍	'dou 'tsœŋ	
刀槍不入	'dou 'tsœŋ 'bɐt _jɐp	
刀匠	'dou _dzœŋ	
刀具	'dou _gœy	
都係	'dou _hɐi	也是，都是，還是
刀刃	'dou _jɐn	
都未知	'dou _mei 'dzi	還不知道
刀面	'dou _min	
刀背	'dou ¯bui	
刀柄	'dou ¯bɛŋ	
刀劍	'dou ¯gim	
刀割	'dou ¯gɔt	
刀片	'dou ¯pin	
刀削麵	'dou ¯sœk _min	
刀把	'dou ´ba	
嘟嘴	'dou ´dzœy	
刀仔	'dou ´dzɐi	小刀
刀俎	'dou ´dzɔ	
刀俎魚肉	'dou ´dzɔ ˌjy _jʊk	
…都假啦	'dou ´ga 'la	…也是白搭，…也是白費勁
刀口	'dou ´hɐu	
都可以	'dou ´hɔ ˏji	
叨擾	'dou ´jiu	
…都唔得	'dou ˌm̩ 'dɐk	…都不行
嘟囔	'dou ˌnɔŋ	
刀馬旦	'dou ˏma ¯dan	
都市	'dou ˏsi	
都似	'dou ˏtsi	有可能，很可能
端倪	'dyn ˌŋɐi	
端午節	'dyn ˏŋ̩ ¯dzit	
揸	'dza	駕駛，開
揸	'dza	拿，抓，握
糌粑	'dza 'ba	
揸的士	'dza 'dik ´si	開出租汽車
揸fit	'dza 'fit	管事，掌舵，掌權，拿主意，說了算
揸fit人	'dza 'fit ˌjɐn	主事人，掌權人
揸開	'dza 'hɔi	開走
揸槍	'dza 'tsœŋ	拿槍，持槍
揸車	'dza 'tsɛ	開車，駕車，駕駛汽車，駕駛車輛
揸拖拉機	'dza 'tɔ 'lai 'gei	開拖拉機
揸大葵扇	'dza _dai ˌkwɐi ¯sin	做媒人，為人保媒
揸電單車	'dza _din 'dan 'tsɛ	騎摩托車
揸住	'dza _dzy	拿著
揸住支咪	'dza _dzy 'dzi 'mɐi	抓住麥克風
揸住時機	'dza _dzy ˌsi 'gei	抓住時機，趁著時機
揸二攤	'dza _ji 'tan	買舊貨，撿人家的剩貨，用人家用過的東西
揸掣	'dza ¯dzɐi	捏閘
揸筷子	'dza ¯fai ´dzi	拿筷子
渣滓	'dza ´dzi	
揸主意	'dza ´dzy ¯ji	拿主意
揸緊時間	'dza ´gɐn ˌsi 'gan	抓緊時間
揸手	'dza ´sɐu	捏著，在手，手裡拿著，掌握，管理，掌管，負責
揸手掣	'dza ´sɐu ¯dzɐi	捏閘
揸錢	'dza ´tsin	管理錢財
咱們	'dza ˌmun	
揸拿	'dza ˌna	把握
揸奶	'dza ˏnai	擠牛奶
齋	'dzai	素的，素食
齋啡	'dzai 'fɛ	不加糖奶的咖啡
齋talk	'dzai 'tɔk	淨是說話
齋湯	'dzai 'tɔŋ	素湯
齋日	'dzai _jɐt	
齋戒	'dzai ¯gai	
齋戒日	'dzai ¯gai _jɐt	
齋戒沐浴	'dzai ¯gai _mʊk _jʊk	
齋菜	'dzai ¯tsɔi	素菜
齋堂	'dzai ´tɔŋ	道觀，佛寺，庵寺
齋鹵味	'dzai ˏlou ´mei	素什錦
嘲諷	'dzau ¯fʊŋ	
嘲笑	'dzau ¯siu	
爭	'dzaŋ	欠，差，缺
踭	'dzaŋ	肘，跟，踵
爭啲	'dzaŋ 'di	差點，幾乎
爭啲唔記得咗	'dzaŋ 'di ˌm̩ ¯gei 'dɐk ´dzɔ	差點忘了
爭交	'dzaŋ 'gau	吵架
爭住	'dzaŋ _dzy	搶著
爭住食	'dzaŋ _dzy _sik	搶著吃
爭論	'dzaŋ _lœn	
爭…錢	'dzaŋ ´tsin	欠了…的錢
爭議	'dzaŋ ˏji	
爭佢兩蚊	'dzaŋ ˏkœy ˏlœŋ 'mɐn	欠他兩塊錢
爭兩個人	'dzaŋ ˏlœŋ ¯gɔ ˌjɐn	缺兩個人
知	'dzi	知道
之不過	'dzi 'bɐt ¯gwɔ	但是，不過
吱吱叫	'dzi 'dzi ¯giu	
支支整整	'dzi 'dzi ´dzɪŋ ´dzɪŋ	過份講究打扮
支支吾吾	'dzi 'dzi ˌŋ̩ ˌŋ̩	
蜘蛛	'dzi 'dzy	
蜘蛛網	'dzi 'dzy ˏmɔŋ	
知足	'dzi 'dzʊk	
知足常樂	'dzi 'dzʊk ˌsœŋ _lɔk	
之中	'dzi 'dzʊŋ	
脂肪	'dzi 'fɔŋ	
之間	'dzi 'gan	
資金	'dzi 'gɐm	
知慳識儉	'dzi 'han 'sik _gim	精打細算，懂得節儉，會過日子，懂得勤儉節約
知音	'dzi 'jɐm	
知恩圖報	'dzi 'jɐn ˌtou ¯bou	
知悉	'dzi 'sik	
知識	'dzi 'sik	
知識階級	'dzi 'sik 'gai 'kɐp	
知識青年	'dzi 'sik 'tsɪŋ ˌnin	
知識份子	'dzi 'sik _fɐn ´dzi	
知識化	'dzi 'sik ¯fa	
知識性	'dzi 'sik ¯sɪŋ	
知書達禮	'dzi 'sy _dat ˏlɐi	
知衰	'dzi 'sœy	知錯，認錯
知心	'dzi 'sɐm	
知心話	'dzi 'sɐm ´wa	
知心人	'dzi 'sɐm ˌjɐn	
知心朋友	'dzi 'sɐm ˌpɐŋ ˏjɐu	
吱聲	'dzi 'sɪŋ	
支撐	'dzi 'tsaŋ	
支出	'dzi 'tsœt	
支出費用	'dzi 'tsœt ¯fɐi _jʊŋ	
齜出牙	'dzi 'tsœt ˌŋa	
之初	'dzi 'tsɔ	
知道	'dzi _dou	
支隊	'dzi _dœy	
支隊長	'dzi _dœy ´dzœŋ	
支付	'dzi _fu	
之下	'dzi _ha	
之後	'dzi _hɐu	
滋潤	'dzi _jœn	
資料	'dzi _liu	
資料庫	'dzi _liu ¯fu	
支路	'dzi _lou	
之類	'dzi _lœy	
滋味	'dzi _mei	
支脈	'dzi _mɐk	
之內	'dzi _nɔi	
之上	'dzi _sœŋ	
之外	'dzi _ŋɔi	
知到	'dzi ¯dou	知道
之際	'dzi ¯dzɐi	
知法犯法	'dzi ¯fat _fan ¯fat	
資格	'dzi ¯gak	
知覺	'dzi ¯gɔk	
支氣管	'dzi ¯hei ´gun	
支氣管炎	'dzi ¯hei ´gun ˌjim	
支派	'dzi ¯pai	
支票	'dzi ¯piu	
支票簿	'dzi ¯piu _bou	
支配	'dzi ¯pui	
資訊	'dzi ¯sœn	
姿勢	'dzi ¯sɐi	
姿態	'dzi ¯tai	
知趣	'dzi ¯tsœy	
資本	'dzi ´bun	
資本家	'dzi ´bun 'ga	
資本論	'dzi ´bun _lœn	
資本主義	'dzi ´bun ´dzy _ji	
資本主義國家	'dzi ´bun ´dzy _ji ¯gwɔk 'ga	
資本主義社會	'dzi ´bun ´dzy _ji ˏsɛ _wui	
姿整	'dzi ´dzɪŋ	講究
支解	'dzi ´gai	
知己知彼	'dzi ´gei 'dzi ´bei	
知死	'dzi ´sei	後悔莫及，知道利害
芝士	'dzi ´si	奶酪，乳酪
支使	'dzi ´si	
之所以	'dzi ´sɔ ˏji	
資產	'dzi ´tsan	
資產階級	'dzi ´tsan 'gai 'kɐp	
知恥近乎勇	'dzi ´tsi _gɐn ˌfu ˏjʊŋ	
知醜	'dzi ´tsɐu	知恥
肢體	'dzi ´tɐi	
肢體語言	'dzi ´tɐi ˏjy ˌjin	
之乎者也	'dzi ˌfu ´dzɛ ˏja	
資源	'dzi ˌjyn	
知人知面不知心	'dzi ˌjɐn 'dzi _min 'bɐt 'dzi 'sɐm	
知其不可為而為之	'dzi ˌkei 'bɐt ´hɔ ˌwɐi ˌji ˌwɐi 'dzi	
知其一不知其二	'dzi ˌkei 'jɐt 'bɐt 'dzi ˌkei _ji	
支離	'dzi ˌlei	
支離破碎	'dzi ˌlei ¯pɔ ¯sœy	
支流	'dzi ˌlɐu	
芝麻	'dzi ˌma	
知無不言	'dzi ˌmou 'bɐt ˌjin	
知唔知	'dzi ˌm̩ 'dzi	知不知道
知難而退	'dzi ˌnan ˌji ¯tœy	
支承	'dzi ˌsɪŋ	
支持	'dzi ˌtsi	
支持者	'dzi ˌtsi ´dzɛ	
之前	'dzi ˌtsin	
知情	'dzi ˌtsɪŋ	
知情不報	'dzi ˌtsɪŋ 'bɐt ¯bou	
支援	'dzi ˌwun	
齜牙	'dzi ˌŋa	
齜牙咧嘴	'dzi ˌŋa ´lɛ ´dzœy	
之嘛	'dzi ˏma	而已，罷了
輜重	'dzi ˏtsʊŋ	
輜重團中尉	'dzi ˏtsʊŋ ˌtyn 'dzʊŋ ¯wɐi	
積	'dzik	疳積，疳積病
積	'dzik	勾，丁
織	'dzik	編，織
漬	'dzik	污垢
織蟀	'dzik 'dzœt	蟋蟀
即將	'dzik 'dzœŋ	
即刻	'dzik 'hɐk	馬上，立刻
積陰功	'dzik 'jɐm 'gʊŋ	積德，積福，積陰德
織冷衫	'dzik 'laŋ 'sam	打毛衣
積蓄	'dzik 'tsʊk	
即便	'dzik _bin	
織蓆	'dzik _dzik	編席子
即席	'dzik _dzik	
跡象	'dzik _dzœŋ	
積滯	'dzik _dzɐi	消化不良
積極	'dzik _gik	
積極份子	'dzik _gik _fɐn ´dzi	
即係	'dzik _hɐi	就是
即係話	'dzik _hɐi _wa	就是說
職業	'dzik _jip	
即日	'dzik _jɐt	
即日起	'dzik _jɐt ´hei	
積木	'dzik _mʊk	
即食麵	'dzik _sik _min	方便麵，泡麵
即位	'dzik _wɐi	
織布	'dzik ¯bou	
即興	'dzik ¯hɪŋ	
即管	'dzik ´gun	儘管
即可	'dzik ´hɔ	
即映即有	'dzik ´jɪŋ 'dzik ˏjɐu	現拍現看
即使	'dzik ´si	
積少成多	'dzik ´siu ˌsɪŋ 'dɔ	
鯽魚	'dzik ˌjy	
職員	'dzik ˌjyn	
職權	'dzik ˌkyn	
織籮	'dzik ˌlɔ	編籮筐
積埋啲錢	'dzik ˌmai 'di ˌtsin	把錢攢下來
即時	'dzik ˌsi	
積錢	'dzik ˌtsin	攢錢
沾邊	'dzim 'bin	
尖筆甩	'dzim 'bɐt 'lɐt	尖尖的
沾不上邊	'dzim 'bɐt _sœŋ 'bin	
占卜	'dzim 'bʊk	
沾沾自喜	'dzim 'dzim _dzi ´hei	
沾花惹草	'dzim 'fa ˏjɛ ´tsou	
沾光	'dzim 'gwɔŋ	
沾濕	'dzim 'sɐp	
占星	'dzim 'sɪŋ	
沾污	'dzim 'wu	
瞻望	'dzim _mɔŋ	
沾上	'dzim _sœŋ	
占筮	'dzim _sɐi	
尖叫	'dzim ¯giu	
占卦	'dzim ¯gwa	
櫼隊	'dzim ´dœy	加塞兒，插隊
沾水	'dzim ´sœy	
沾手	'dzim ´sɐu	
沾染	'dzim ˏjim	
譫妄	'dzim ˏmɔŋ	
氊	'dzin	毯子
煎堆	'dzin 'dœy	麻團
煎pan	'dzin 'pɛn	平底鍋
羶味	'dzin _mei	
煎熬	'dzin ˌŋou	
擮	'dzit	撓，撓癢癢
擮胳肋底	'dzit ¯gak 'lak ´dɐi	撓胳肢窩，抓腋下
唧筒	'dzit ´tʊŋ	
招積	'dziu 'dzik	誇耀
朝朝	'dziu 'dziu	每天早上
招呼	'dziu 'fu	
招呼唔到	'dziu 'fu ˌm̩ ´dou	招待不周
朝暉	'dziu 'fɐi	
招供	'dziu 'gʊŋ	
招待所	'dziu _dɔi ´sɔ	
朝露	'dziu _lou	
焦慮	'dziu _lœy	
朝暮	'dziu _mou	
招募	'dziu _mou	
招聘	'dziu ¯pɪŋ	
焦炭	'dziu ¯tan	
朝早	'dziu ´dzou	早上，早晨
招徠	'dziu ˌlɔi	
招牌	'dziu ˌpai	
蕉皮	'dziu ˌpei	香蕉皮
朝頭早	'dziu ˌtɐu ´dzou	早上，早晨
招魂	'dziu ˌwɐn	
招惹	'dziu ˏjɛ	
招攬	'dziu ˏlam	
租金	'dzou 'gɐm	房租，租金
糟糠	'dzou 'hɔŋ	
遭殃	'dzou 'jœŋ	
糟蹋	'dzou _dap	
遭襲	'dzou _dzap	
遭遇	'dzou _jy	
租賃	'dzou _jɐm	
租約	'dzou ¯jœk	
糟粕	'dzou ¯pɔk	
豬踭	'dzy 'dzaŋ	豬肘子，豬蹄膀，豬後腿
豬踭肉	'dzy 'dzaŋ _jʊk	豬肘子，豬蹄膀，豬後腿
諸多	'dzy 'dɔ	
珠璣	'dzy 'gei	
豬膏	'dzy 'gou	豬油
朱古力	'dzy 'gu 'lik	巧克力
朱古力新地	'dzy 'gu 'lik 'sɐn ´dei	巧克力聖代
朱古力雪糕	'dzy 'gu 'lik ¯syt 'gou	巧克力冰淇淋
珠光寶氣	'dzy 'gwɔŋ ´bou ¯hei	
豬公	'dzy 'gʊŋ	公豬
豬嘜	'dzy 'mɐk	愚蠢，笨
蛛絲馬跡	'dzy 'si ˏma 'dzik	
豬脷	'dzy _lei	豬舌頭，口條
豬竇	'dzy ¯dɐu	豬窩
豬腳	'dzy ¯gœk	豬蹄子，豬蹄，豬後腿
珠算	'dzy ¯syn	
珠寶	'dzy ´bou	
珠寶商	'dzy ´bou 'sœŋ	
珠寶店	'dzy ´bou ¯dim	
珠寶行	'dzy ´bou ˌhɔŋ	
諸子百家	'dzy ´dzi ¯bak 'ga	
豬仔包	'dzy ´dzɐi 'bau	短法國麵包
豬乸	'dzy ´na	母豬
豬扒	'dzy ´pa	豬排
豬扒包	'dzy ´pa 'bau	豬排包
豬扒飯	'dzy ´pa _fan	豬排飯
豬手	'dzy ´sɐu	豬前腿
諸侯	'dzy ˌhɐu	
諸侯國	'dzy ˌhɐu ¯gwɔk	
豬紅	'dzy ˌhʊŋ	豬血
諸如	'dzy ˌjy	
侏儒	'dzy ˌjy	
茱萸	'dzy ˌjy	
侏儒症	'dzy ˌjy ¯dzɪŋ	
諸如此類	'dzy ˌjy ´tsi _lœy	
珠圓玉潤	'dzy ˌjyn _jʊk _jœn	
珠簾	'dzy ˌlim	
珠聯璧合	'dzy ˌlyn 'bik _hɐp	
豬玀	'dzy ˌlɔ	
侏羅紀	'dzy ˌlɔ ´gei	
豬籠入水	'dzy ˌlʊŋ _jɐp ´sœy	喩錢財從多方面進來
豬朋狗友	'dzy ˌpɐŋ ´gɐu ˏjɐu	壞朋友，狐朋狗友
珠母	'dzy ˏmou	
珠蚌	'dzy ˏpɔŋ	
尊卑	'dzyn 'bei	
尊卑不分	'dzyn 'bei 'bɐt 'fɐn	
專職	'dzyn 'dzik	
專職人員	'dzyn 'dzik ˌjɐn ˌjyn	
專精	'dzyn 'dzɪŋ	
專登	'dzyn 'dɐŋ	故意，特意，刻意
專科	'dzyn 'fɔ	
專科學校	'dzyn 'fɔ _hɔk _hau	
專家	'dzyn 'ga	
專機	'dzyn 'gei	
專攻	'dzyn 'gʊŋ	
專一	'dzyn 'jɐt	
顓頊	'dzyn 'jʊk	
專區	'dzyn 'kœy	
專司	'dzyn 'si	
尊師	'dzyn 'si	
尊師重道	'dzyn 'si _dzʊŋ _dou	
專書	'dzyn 'sy	
專心	'dzyn 'sɐm	
專心一意	'dzyn 'sɐm 'jɐt ¯ji	
專修	'dzyn 'sɐu	
專輯	'dzyn 'tsɐp	
專車	'dzyn 'tsɛ	
尊稱	'dzyn 'tsɪŋ	
專斷	'dzyn _dyn	
專治	'dzyn _dzi	
尊重	'dzyn _dzʊŋ	
專櫃	'dzyn _gwɐi	
專校	'dzyn _hau	
專業	'dzyn _jip	
專業知識	'dzyn _jip 'dzi 'sik	
專業精神	'dzyn _jip 'dzɪŋ ˌsɐn	
專業化	'dzyn _jip ¯fa	
專業教育	'dzyn _jip ¯gau _jʊk	
專業性	'dzyn _jip ¯sɪŋ	
專業組織	'dzyn _jip ´dzou 'dzik	
專業人士	'dzyn _jip ˌjɐn _si	
專任	'dzyn _jɐm	
專用	'dzyn _jʊŋ	
專用品	'dzyn _jʊŋ ´bɐn	
專利	'dzyn _lei	
專利法	'dzyn _lei ¯fat	
專利稅	'dzyn _lei ¯sœy	
專利品	'dzyn _lei ´bɐn	
專利權	'dzyn _lei ˌkyn	
專賣	'dzyn _mai	
專賣店	'dzyn _mai ¯dim	
尊命	'dzyn _mɪŋ	
專屬	'dzyn _sʊk	
尊位	'dzyn _wɐi	
專注	'dzyn ¯dzy	
專著	'dzyn ¯dzy	
專制	'dzyn ¯dzɐi	
專政	'dzyn ¯dzɪŋ	
磚塊	'dzyn ¯fai	
尊駕	'dzyn ¯ga	
尊貴	'dzyn ¯gwɐi	
尊敬	'dzyn ¯gɪŋ	
專向	'dzyn ¯hœŋ	
專線	'dzyn ¯sin	
專線電話	'dzyn ¯sin _din ´wa	
尊姓大名	'dzyn ¯sɪŋ _dai ˌmɪŋ	
專唱	'dzyn ¯tsœŋ	
專案	'dzyn ¯ɔn	
專案小組	'dzyn ¯ɔn ´siu ´dzou	
專案處理	'dzyn ¯ɔn ˏtsy ˏlei	
專訪	'dzyn ´fɔŋ	
專刊	'dzyn ´hɔn	
尊嚴	'dzyn ˌjim	
鱒魚	'dzyn ˌjy	
專員	'dzyn ˌjyn	
專營	'dzyn ˌjɪŋ	
專權	'dzyn ˌkyn	
專欄	'dzyn ˌlan	
專欄作家	'dzyn ˌlan ¯dzɔk 'ga	
專門	'dzyn ˌmun	
專門知識	'dzyn ˌmun 'dzi 'sik	
專門化	'dzyn ˌmun ¯fa	
專文	'dzyn ˌmɐn	
專名	'dzyn ˌmɪŋ	
尊崇	'dzyn ˌsʊŋ	
專長	'dzyn ˌtsœŋ	
專情	'dzyn ˌtsɪŋ	
專程	'dzyn ˌtsɪŋ	
專題	'dzyn ˌtɐi	
專題報告	'dzyn ˌtɐi ¯bou ¯gou	
專題研究	'dzyn ˌtɐi ˌjin ¯gɐu	
磚頭	'dzyn ˌtɐu	
專同…拗頸	'dzyn ˌtʊŋ ¯ŋau ´gɛŋ	專門跟…抬杠
專為	'dzyn ˌwɐi	
尊榮	'dzyn ˌwɪŋ	
專有	'dzyn ˏjɐu	
專有名詞	'dzyn ˏjɐu ˌmɪŋ ˌtsi	
樽	'dzœn	瓶子
諄諄教誨	'dzœn 'dzœn ¯gau ¯fui	
諄諄告誡	'dzœn 'dzœn ¯gou ¯gai	
津津有味	'dzœn 'dzœn ˏjɐu _mei	
樽枳	'dzœn 'dzɐt	瓶塞，軟木塞
樽裝	'dzœn 'dzɔŋ	瓶裝
樽裝啤酒	'dzœn 'dzɔŋ 'bɛ ´dzɐu	瓶裝啤酒
樽裝水	'dzœn 'dzɔŋ ´sœy	瓶裝水
榛樹	'dzœn _sy	
榛實	'dzœn _sɐt	
樽頸	'dzœn ´gɛŋ	瓶頸，卡口
捽	'dzœt	搓，擦，揉
蟀	'dzœt	蟋蟀
卒之	'dzœt 'dzi	終於
怵惕	'dzœt 'tik	
怵目驚心	'dzœt _mʊk 'gɪŋ 'sɐm	
捽腳	'dzœt ¯gœk	搓腳
怵然	'dzœt ˌjin	
捽唔甩	'dzœt ˌm̩ 'lɐt	擦不掉
捽老泥	'dzœt ˏlou ˌnɐi	搓汗垢，搓污垢
追兵	'dzœy 'bɪŋ	
追封	'dzœy 'fʊŋ	
