开放粤语词典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
鞭炮	bin1 pau3	
边处	bin1 sy3	哪里
边处系呢	bin1 sy3 hɐi6 lɛ3	哪里哪里
鞭挞	bin1 tat8	
鞭笞	bin1 tsi1	
边塞	bin1 tsɔi3	
贬低	bin2 dɐi1	
扁豆	bin2 dɐu6	
扁圆	bin2 jyn4	
扁平	bin2 pɪŋ4	
匾额	bin2 ŋak9	
变压器	bin3 at8 hei3	
变调	bin3 diu6	
变化	bin3 fa3	
变化多端	bin3 fa3 dɔ1 dyn1	
变色龙	bin3 sik7 lʊŋ4	
变成	bin3 sɪŋ4	
变态	bin3 tai3	
变迁	bin3 tsin1	
便	bin6	面，边
辨别	bin6 bit9	
辨别	bin6 bit9	
便捷	bin6 dzit9	
便当	bin6 dɔŋ3	
辩方	bin6 fɔŋ1	
便服	bin6 fʊk9	
变更	bin6 gɐŋ1	
辨认	bin6 jɪŋ6	
便利	bin6 lei6	
便利商店	bin6 lei6 sœŋ1 dim3	
辩论	bin6 lœn6	
便溺	bin6 niu6	
辩护	bin6 wu6	
咇	bit7	吱
必要	bit7 jiu3	
觱篥	bit7 lœt9	
必须	bit7 sœy1	
必需	bit7 sœy1	
必需品	bit7 sœy1 bɐn2	
咇出嚟	bit7 tsœt7 lei4	吱出来
鳖甲	bit8 gap8	
憋气	bit8 hei3	
鳖鱼	bit8 jy4	
憋闷	bit8 mun6	
别扭	bit8 nɐu2	
别的	bit9 dik7	
别针	bit9 dzɐm1	
蹩脚	bit9 gœk8	
瘪三	bit9 sam1	
别墅	bit9 sœy6	
表	biu1	手表
标本	biu1 bun2	
表带	biu1 dai3	
表店	biu1 dim3	
标准	biu1 dzœn2	
标准化	biu1 dzœn2 fa3	
飙风	biu1 fʊŋ1	
镖局	biu1 gʊk9	
表壳	biu1 hɔk8	
标汗	biu1 hɔn6	出汗，流汗，冒汗
标语	biu1 jy5	
彪形大汉	biu1 jɪŋ4 dai6 hɔn3	
表肉	biu1 jʊk9	表瓤，表芯
表链	biu1 lin4	
表面	biu1 min6	
标参	biu1 sɐm1	绑架，绑票
飙升	biu1 sɪŋ1	
标签	biu1 tsim1	
表厂	biu1 tsɔŋ2	
飙车	biu1 tsɛ1	
标青	biu1 tsɛŋ1	貌美出众，拔尖儿，超群
标题	biu1 tɐi4	
表达	biu2 dat9	
表演	biu2 jin2	
表现	biu2 jin6	
表扬	biu2 jœŋ4	
表决	biu2 kyt8	
表决权	biu2 kyt8 kyn4	
表面	biu2 min6	
表示	biu2 si6	
表错情	biu2 tsɔ3 tsɪŋ4	弄错，误解，误会
表情	biu2 tsɪŋ4	
煲	bou1	煮
煲电话粥	bou1 din6 wa2 dzʊk7	打电话聊大天，打马拉松电话，长篇大论，打电话聊天
煲仔饭	bou1 dzɐi2 fan6	砂锅饭
煲粥	bou1 dzʊk7	煮粥
煲饭	bou1 fan6	煮饭
煲咖啡	bou1 ga3 fɛ1	煮咖啡
煲凉茶	bou1 lœŋ4 tsa4	煮去火汤药，煮清凉茶
晡礼	bou1 lɐi5	
煲冇米粥	bou1 mou5 mɐi5 dzʊk7	说没影儿的事
煲冇米粥，水汪汪	bou1 mou5 mɐi5 dzʊk7 sœy2 wɔŋ1 wɔŋ1	三十晚上走夜路，没影儿的事
煲水	bou1 sœy2	烧水
煲水	bou1 sœy2	瞎编，无中生有
煲呔	bou1 tai1	领结
煲茶	bou1 tsa4	熬药
煲汤	bou1 tɔŋ1	煮汤
簿	bou2	本子
保镖	bou2 biu1	
宝宝	bou2 bou2	
补报	bou2 bou3	
宝贝	bou2 bui3	
宝贝仔	bou2 bui3 dzɐi2	宝贝儿子
补品	bou2 bɐn2	
宝地	bou2 dei6	
宝典	bou2 din2	
宝刀	bou2 dou1	
宝刀未老	bou2 dou1 mei6 lou5	
宝岛	bou2 dou2	
补习	bou2 dzap9	
补习班	bou2 dzap9 ban1	
补缀	bou2 dzœy6	
保障	bou2 dzœŋ3	
簿仔	bou2 dzɐi2	小本子，笔记本
宝座	bou2 dzɔ6	
补助费	bou2 dzɔ6 fɐi3	
补助金	bou2 dzɔ6 gɐm1	
补助额	bou2 dzɔ6 ŋak9	
宝藏	bou2 dzɔŋ6	
保证	bou2 dzɪŋ3	
补足	bou2 dzʊk7	
保重	bou2 dzʊŋ6	
宝特瓶	bou2 dɐk9 pɪŋ4	
补丁	bou2 dɪŋ1	
宝库	bou2 fu3	
补课	bou2 fɔ3	
补家用	bou2 ga1 jʊŋ2	补贴家里的开支
宝鉴	bou2 gam3	
宝剑	bou2 gim3	
保管	bou2 gun2	
保管费	bou2 gun2 fɐi3	
保管箱	bou2 gun2 sœŋ1	
宝贵	bou2 gwɐi3	
补过	bou2 gwɔ3	
宝眷	bou2 gyn3	
补救	bou2 gɐu3	
补鞋	bou2 hai4	
补鞋匠	bou2 hai4 dzœŋ6	
补考	bou2 hau2	
保险	bou2 him2	
保险费	bou2 him2 fɐi3	
保险金	bou2 him2 gɐm1	
保险公司	bou2 him2 gʊŋ1 si1	
保险丝	bou2 him2 si1	
保险箱	bou2 him2 sœŋ1	
补血	bou2 hyt8	
补血剂	bou2 hyt8 dzɐi1	
补血药	bou2 hyt8 jœk9	
补空	bou2 hʊŋ1	
补语	bou2 jy5	
补药	bou2 jœk9	
补养	bou2 jœŋ5	
保养	bou2 jœŋ5	
保佑	bou2 jɐu6	
补缺	bou2 kyt8	
补给	bou2 kɐp7	
补给品	bou2 kɐp7 bɐn2	
补给站	bou2 kɐp7 dzam6	
宝蓝	bou2 lam4	
宝蓝色	bou2 lam4 sik7	
堡垒	bou2 lœy5	
保留	bou2 lɐu4	
保母	bou2 mou2	
保姆	bou2 mou5	
鸨母	bou2 mou5	
褓姆车	bou2 mou5 tsɛ1	校车，娃娃车
保密	bou2 mɐt9	
宝物	bou2 mɐt9	
保你大	bou2 nei5 dai6	服了你了
补票	bou2 piu3	
保释	bou2 sik7	
补色	bou2 sik7	
保鲜纸	bou2 sin1 dzi2	玻璃纸
补选	bou2 syn2	
补水	bou2 sœy2	补助费，加班费，补贴
补偿	bou2 sœŋ4	
补偿金	bou2 sœŋ4 gɐm1	
补修	bou2 sɐu1	
保守	bou2 sɐu2	
保守主义	bou2 sɐu2 dzy2 ji6	
保守党	bou2 sɐu2 dɔŋ2	
补写	bou2 sɛ2	
宝石	bou2 sɛk9	
宝塔	bou2 tap8	
补贴	bou2 tip8	
宝刹	bou2 tsat8	
保持	bou2 tsi4	
保持中立	bou2 tsi4 dzʊŋ1 lap9	
保存	bou2 tsyn4	
补充	bou2 tsʊŋ1	
补充品	bou2 tsʊŋ1 bɐn2	
补胎	bou2 tɔi1	
保护	bou2 wu6	
保护主义	bou2 wu6 dzy2 ji6	
保护国	bou2 wu6 gwɔk8	
补遗	bou2 wɐi4	
保卫	bou2 wɐi6	
宝位	bou2 wɐi6	
补镬	bou2 wɔk9	补救失误
补牙	bou2 ŋa4	
保安	bou2 ɔn1	
布帛	bou3 bak9	
布甸	bou3 din1	布丁
报导	bou3 dou6	
报道	bou3 dou6	
报纸	bou3 dzi2	
报纸佬	bou3 dzi2 lou2	卖报的，报贩
布置	bou3 dzi3	
报载	bou3 dzɔi3	
报告	bou3 gou3	
布告栏	bou3 gou3 lan4	
布褂	bou3 gwa3	
报警	bou3 gɪŋ2	
报刊	bou3 hɔn2	
布冧	bou3 lɐm1	洋李子
报名	bou3 mɪŋ4	
报仇	bou3 sɐu4	
报酬	bou3 tsɐu4	
哺	bou6	孵
埗	bou6	码头
步步	bou6 bou6	
步步高升	bou6 bou6 gou1 sɪŋ1	
步步为营	bou6 bou6 wɐi4 jɪŋ4	
步兵	bou6 bɪŋ1	
暴跌	bou6 dit8	
步调	bou6 diu6	
报纸档	bou6 dzi2 dɔŋ3	报摊
部长	bou6 dzœŋ2	
步骤	bou6 dzɐu6	
暴政	bou6 dzɪŋ3	
捕捉	bou6 dzʊk7	
步队	bou6 dœy6	
暴动	bou6 dʊŋ6	
捕快	bou6 fai3	
暴发	bou6 fat8	
暴发户	bou6 fat8 wu6	
暴富	bou6 fu3	
部分	bou6 fɐn6	
步伐	bou6 fɐt9	
捕风	bou6 fʊŋ1	
捕风捉影	bou6 fʊŋ1 dzʊk7 jɪŋ2	
暴风雨	bou6 fʊŋ1 jy5	
暴风雪	bou6 fʊŋ1 syt8	
暴君	bou6 gwɐn1	
哺鸡仔	bou6 gɐi1 dzɐi2	孵小鸡
暴行	bou6 hɐŋ4	
步行	bou6 hɐŋ6	
捕役	bou6 jik9	
捕鱼	bou6 jy4	
捕鱼船	bou6 jy4 syn4	
暴雨	bou6 jy5	
哺乳	bou6 jy5	
哺乳动物	bou6 jy5 dʊŋ6 mɐt9	
暴虐	bou6 jœk9	
暴饮暴食	bou6 jɐm2 bou6 sik9	
步人后尘	bou6 jɐn4 hɐu6 tsɐn4	
捕蝇纸	bou6 jɪŋ4 dzi2	
捕鲸	bou6 kɪŋ4	
捕鲸船	bou6 kɪŋ4 syn4	
步履	bou6 lei5	
步履维艰	bou6 lei5 wɐi4 gan1	
暴力	bou6 lik9	
暴露	bou6 lou6	
暴乱	bou6 lyn6	
捕捞	bou6 lɐu4	
部落	bou6 lɔk9	
暴龙	bou6 lʊŋ4	
部门	bou6 mun4	
暴民	bou6 mɐn4	
捕拿	bou6 na4	
暴怒	bou6 nou6	
捕杀	bou6 sat8	
步哨	bou6 sau3	
捕食	bou6 sik9	
捕鼠器	bou6 sy2 hei3	
捕手	bou6 sɐu2	
暴泻	bou6 sɛ3	急速下滑
暴殄天物	bou6 tin5 tin1 mɐt9	
暴跳如雷	bou6 tiu3 jy4 lœy4	
暴徒	bou6 tou4	
暴躁	bou6 tsou3	
部署	bou6 tsy5	
步枪	bou6 tsœŋ1	
捕虫	bou6 tsʊŋ4	
埗头	bou6 tɐu4	码头，渡口
步话机	bou6 wa2 gei1	
捕获	bou6 wɔk9	
杯	bui1	杯子
杯荐	bui1 dzin2	杯垫
杯葛	bui1 gɔt8	抵制
背	bui3	背，背部
背叛	bui3 bun6	
脊椎	bui3 dzœk8	脊椎
背景	bui3 gɪŋ2	
贝壳	bui3 hɔk8	
背囊	bui3 nɔŋ4	背包
背心	bui3 sɐm1	
辈出	bui3 tsœt7	
悖论	bui6 lœn6	
搬翻	bun1 fan1	搬回
搬走	bun1 hɔi1	
搬入	bun1 jɐp9	搬进
搬迁	bun1 tsin1	
搬运	bun1 wɐn6	
搬屋	bun1 ŋʊk7	搬家
本地姜唔辣	bun2 dei6 gœŋ1 m̩4 lat9	远来的和尚会念经，墙里开花墙外香
畚箕	bun2 gei1	
本来	bun2 lɔi4	
本来	bun2 lɔi4	
本末倒置	bun2 mut9 dou3 dzi3	
本能	bun2 nɐŋ4	
本事	bun2 si6	本领
本色	bun2 sik7	
本息	bun2 sik7	
本身	bun2 sɐn1	
本性	bun2 sɪŋ3	
本银	bun2 ŋɐn2	本金，本钱
半边	bun3 bin1	
半边天	bun3 bin1 tin1	
半部	bun3 bou6	
半波整流	bun3 bɔ1 dzɪŋ2 lɐu4	
半波整流器	bun3 bɔ1 dzɪŋ2 lɐu4 hei3	
半点	bun3 dim2	
半点钟	bun3 dim2 dzʊŋ1	
半岛	bun3 dou2	
半导体	bun3 dou6 tɐi2	
半自动	bun3 dzi6 dʊŋ6	
半殖民地	bun3 dzik9 mɐn4 dei6	
半截	bun3 dzit9	
半截入土	bun3 dzit9 jɐp9 tou2	
半截裙	bun3 dzit9 kwɐn4	裙子
半制品	bun3 dzɐi3 bɐn2	
半真半假	bun3 dzɐn1 bun3 ga3	
半肥瘦	bun3 fei4 sɐu3	半肥不瘦
半封建	bun3 fʊŋ1 gin3	
半价	bun3 ga3	
半句	bun3 gœy3	
半斤八两	bun3 gɐn1 bat8 lœŋ5	
半径	bun3 gɪŋ3	
半工半读	bun3 gʊŋ1 bun3 dʊk9	
半公私	bun3 gʊŋ1 si1	半公半私
半咸淡	bun3 ham4 tam5	南腔北调
半晌	bun3 hœŋ2	
半空	bun3 hʊŋ1	
半空中	bun3 hʊŋ1 dzʊŋ1	
半圆	bun3 jyn4	
半圆形	bun3 jyn4 jɪŋ4	
半圆规	bun3 jyn4 kwɐi1	
半月	bun3 jyt9	
半月刊	bun3 jyt9 hɔn2	
半月形	bun3 jyt9 jɪŋ4	
半音	bun3 jɐm1	
半音阶	bun3 jɐm1 gai1	
半日制	bun3 jɐt9 dzɐi3	
半夜	bun3 jɛ6	
半球	bun3 kɐu4	
半球形	bun3 kɐu4 jɪŋ4	
半路	bun3 lou6	
半路上	bun3 lou6 sœŋ6	
半路出家	bun3 lou6 tsœt7 ga1	
半两	bun3 lœŋ2	
半面之交	bun3 min6 dzi1 gau1	
半年刊	bun3 nin4 hɔn2	
半瓶醋	bun3 pɪŋ4 tsou3	
半山	bun3 san1	
半山腰	bun3 san1 jiu1	
半生熟	bun3 saŋ1 sʊk9	半生不熟
半数	bun3 sou3	
半信半疑	bun3 sœn3 bun3 ji4	
半衰期	bun3 sœy1 kei4	
半世	bun3 sɐi3	半辈子
半世人	bun3 sɐi3 jɐn4	半辈子
半身	bun3 sɐn1	
半身不遂	bun3 sɐn1 bɐt7 sœy6	
半身像	bun3 sɐn1 dzœŋ6	
半新旧	bun3 sɐn1 gɐu6	半新不旧
半成品	bun3 sɪŋ4 bɐn2	
半天吊	bun3 tin1 diu3	挂在半空中，不牢靠、不实在，没有依傍，没着落，进退两难
半条人命	bun3 tiu4 jɐn4 mɛŋ6	半死不活
半条命	bun3 tiu4 mɛŋ6	半死不活
半途而废	bun3 tou4 ji4 fɐi3	
半途而癈	bun3 tou4 ji4 fɐi3	
半亲疏	bun3 tsɐn1 sɔ1	半亲不疏
半推半就	bun3 tœy1 bun3 dzɐu6	
半透明	bun3 tɐu3 mɪŋ4	
半唐番	bun3 tɔŋ4 fan1	半中不西，不土不洋，假洋鬼子
半统靴	bun3 tʊŋ2 hɛu1	
半桶水	bun3 tʊŋ2 sœy2	半瓶醋
半年	bun4 nin4	
叛变	bun6 bin3	
叛敌	bun6 dik9	
绊倒	bun6 dou2	
绊住	bun6 dzy6	
叛将	bun6 dzœŋ3	
叛党	bun6 dɔŋ2	
叛匪	bun6 fei2	
叛军	bun6 gwɐn1	
叛国	bun6 gwɔk8	
叛国罪	bun6 gwɔk8 dzœy6	
绊脚石	bun6 gœk8 sɛk9	
叛逆	bun6 jik9	
叛离	bun6 lei4	
叛离正轨	bun6 lei4 dzɪŋ3 gwɐi2	
叛乱	bun6 lyn6	
叛乱分子	bun6 lyn6 fɐn6 dzi2	
叛卖	bun6 mai6	
绊手绊脚	bun6 sɐu2 bun6 gœk8	
叛徒	bun6 tou4	
叛贼	bun6 tsak9	
钵仔糕	but8 dzɐi2 gou1	用小钵蒸的发面糕
勃起	but9 hei2	
拨号	but9 hou6	
渤海	but9 hɔi2	
渤海湾	but9 hɔi2 wan1	
勃然	but9 jin4	
勃然大怒	but9 jin4 dai6 nou6	
拨冗	but9 jʊŋ2	
荸荠	but9 tsɐi4	
跛	bɐi1	瘸
跛脚	bɐi1 gœk8	瘸脚
跛脚佬	bɐi1 gœk8 lou2	瘸子，跛子
跛手	bɐi1 sɐu2	瘸胳膊
闭关	bɐi3 gwan1	
闭关自守	bɐi3 gwan1	
闭月羞花	bɐi3 jyt9 sɐu1 fa1	
闭路	bɐi3 lou6	
闭路电视	bɐi3 lou6 din6 si6	
闭门	bɐi3 mun4	
闭门造车	bɐi3 mun4 dzou6 tsɛ1	
闭门谢客	bɐi3 mun4 dzɛ6 hak8	
闭幕	bɐi3 mɔk9	
闭幕典礼	bɐi3 mɔk9 din2 lɐi5	
闭幕式	bɐi3 mɔk9 sik7	
闭目	bɐi3 mʊk9	
闭目养神	bɐi3 mʊk9 jœŋ5 sɐn4	
闭塞	bɐi3 sɐk7	
闭会	bɐi3 wui6	
闭眼	bɐi3 ŋan5	
闭翳	bɐi3 ŋɐi3	忧愁，愁闷，发愁，心情抑郁
赑屃	bɐi3 ɐi3	
弊	bɐi6	糟，坏
弊家伙	bɐi6 ga1 fɔ2	糟糕
陛下	bɐi6 ha6	
敝人	bɐi6 jɐn4	
弊喇	bɐi6 la3	糟了，完了，坏了，糟糕
敝履	bɐi6 lei5	
狴犴	bɐi6 ŋɔn6	
弊案	bɐi6 ɔn3	
北便	bɐk7 bin6	北边
北部	bɐk7 bou6	
北斗星	bɐk7 dɐu2 sɪŋ1	
北方	bɐk7 fɔŋ1	
北极	bɐk7 gik9	
北极熊	bɐk7 gik9 hʊŋ4	
北芪	bɐk7 kei4	黄芪
北佬	bɐk7 lou2	北方人
泵把	bɐm1 ba2	保险杆
泵气	bɐm1 hei3	打气
泵水	bɐm1 sœy2	抽水
泵车	bɐm1 tsɛ1	抽水车，消防车
彬彬有礼	bɐn1 bɐn1 jɐu5 lɐi5	
奔波	bɐn1 bɔ1	
奔流	bɐn1 bɔ1	
宾仔	bɐn1 dzɐi2	菲律宾少年
奔走	bɐn1 dzɐu2	
奔赴	bɐn1 fu6	
缤纷	bɐn1 fɐn1	
奔放	bɐn1 fɔŋ3	
宾馆	bɐn1 gun2	
奔跃	bɐn1 jœk9	
宾佬	bɐn1 lou2	菲律宾人
槟榔	bɐn1 lɔŋ4	
槟榔汁	bɐn1 lɔŋ4 dzɐp7	
奔马	bɐn1 ma5	
宾妹	bɐn1 mui1	菲律宾少女；菲佣，菲籍女佣
奔命	bɐn1 mɪŋ6	
奔跑	bɐn1 pau2	
宾婆	bɐn1 pɔ2	菲律宾人
奔丧	bɐn1 sɔŋ1	
奔逃	bɐn1 tou4	
奔驰	bɐn1 tsi4	
奔腾	bɐn1 tɐŋ4	
品质	bɐn2 dzɐt7	
品质管制	bɐn2 dzɐt7 gun2 dzɐi3	
品种	bɐn2 dzʊŋ2	
品种改良	bɐn2 dzʊŋ2 gɔi2 lœŋ4	
品德	bɐn2 dɐk7	
品格	bɐn2 gak8	
品格高尚	bɐn2 gak8 gou1 sœŋ6	
品管	bɐn2 gun2	
品行	bɐn2 hɐŋ6	
品学	bɐn2 hɔk9	
品学兼优	bɐn2 hɔk9 gim1 jɐu1	
品红	bɐn2 hʊŋ4	
品级	bɐn2 kɐp7	
品蓝	bɐn2 lam4	
品类	bɐn2 lœy6	
品绿	bɐn2 lʊk9	
品貌	bɐn2 mau6	
品貌双全	bɐn2 mau6 sœŋ1 tsyn4	
品貌出众	bɐn2 mau6 tsœt7 dzʊŋ3	
品味	bɐn2 mei6	
品茗	bɐn2 mɪŋ5	
品目	bɐn2 mʊk9	
品牌	bɐn2 pai4	
品评	bɐn2 pɪŋ4	
品嚐	bɐn2 sœŋ4	
品性	bɐn2 sɪŋ3	
品茶	bɐn2 tsa4	
品头论足	bɐn2 tɐu4 lœn6 dzʊk7	
品位	bɐn2 wɐi6	
鬓边	bɐn3 bin1	
鬓发	bɐn3 fat8	
鬓发皆白	bɐn3 fat8 gai1 bak9	
鬓发皓然	bɐn3 fat8 hou6 jin4	
鬓角	bɐn3 gɔk8	
摈弃	bɐn3 hei3	
殡仪馆	bɐn3 ji4 gun2	
殡殓	bɐn3 lim5	
鬓霜	bɐn3 sœŋ1	
笨猪跳	bɐn6 dzy1 tiu3	蹦极跳，高空弹跳
笨拙	bɐn6 dzyt8	
[抔]	bɐt7	舀，盛
不卑不亢	bɐt7 bei1 bɐt7 kɔŋ3	
不便	bɐt7 bin6	
不辩菽麦	bɐt7 bin6 sʊk9 mɐk9	
不必	bɐt7 bit7	
不打不相识	bɐt7 da2 bɐt7 sœŋ1 sik7	
不打自招	bɐt7 da2 dzi6 dziu1	
不大不小	bɐt7 dai6 bɐt7 siu2	
不单	bɐt7 dan1	
不倒翁	bɐt7 dou2 jʊŋ1	
不知几	bɐt7 dzi1 gei2	很，真，真的很
不知所云	bɐt7 dzi1 sɔ2 wɐn4	
不只	bɐt7 dzi2	
不治	bɐt7 dzi6	
不治之症	bɐt7 dzi6 dzi1 dzɪŋ3	
不自量力	bɐt7 dzi6 lœŋ6 lik9	
不即不离	bɐt7 dzik7 bɐt7 lei4	
不值一顾	bɐt7 dzik9 jɐt7 gu3	
不值一文	bɐt7 dzik9 jɐt7 mɐn4	
不值一提	bɐt7 dzik9 jɐt7 tɐi4	
不战而败	bɐt7 dzin3 ji4 bai6	
不战而退	bɐt7 dzin3 ji4 tœy3	
不绝于耳	bɐt7 dzyt9 jy1 ji5	
不进则退	bɐt7 dzœn3 dzɐk7 tœy3	
笔嘴	bɐt7 dzœy2	笔尖儿，钢笔尖儿
不像样	bɐt7 dzœŋ6 jœŋ6	
不像话	bɐt7 dzœŋ6 wa2	
不再	bɐt7 dzɔi3	
不在乎	bɐt7 dzɔi6 fu4	
不在意	bɐt7 dzɔi6 ji3	
不在场	bɐt7 dzɔi6 tsœŋ4	
不在话下	bɐt7 dzɔi6 wa2 ha6	
不足挂齿	bɐt7 dzʊk7 gwa3 tsi2	
不足轻重	bɐt7 dzʊk7 hɪŋ1 tsʊŋ5	
不足为训	bɐt7 dzʊk7 wɐi4 fɐn3	
不足为奇	bɐt7 dzʊk7 wɐi4 kei4	
不足为凭	bɐt7 dzʊk7 wɐi4 pɐŋ4	
不足为外人道	bɐt7 dzʊk7 wɐi4 ŋɔi6 jɐn4 dou6	
不中不西	bɐt7 dzʊŋ1 bɐt7 sɐi1	
不对劲	bɐt7 dœy3 gɪŋ6	
不得	bɐt7 dɐk7	
不得不	bɐt7 dɐk7 bɐt7	
不得好死	bɐt7 dɐk7 hou2 sei2	
不得而知	bɐt7 dɐk7 ji4 dzi1	
不得已	bɐt7 dɐk7 ji5	
不得要领	bɐt7 dɐk7 jiu3 lɪŋ5	
不得人心	bɐt7 dɐk7 jɐn4 sɐm1	
不得其法	bɐt7 dɐk7 kei4 fat8	
不得其解	bɐt7 dɐk7 kei4 gai2	
不得了	bɐt7 dɐk7 liu5	
不特	bɐt7 dɐk9	不但，不仅，不光
不当	bɐt7 dɔŋ3	
不定	bɐt7 dɪŋ6	
不定冠词	bɐt7 dɪŋ6 gun3 tsi4	
不定根	bɐt7 dɪŋ6 gɐn1	
不定形	bɐt7 dɪŋ6 jɪŋ4	
不定期	bɐt7 dɪŋ6 kei4	
不定量	bɐt7 dɪŋ6 lœŋ6	
不定词	bɐt7 dɪŋ6 tsi4	
不冻港	bɐt7 dʊŋ3 gɔŋ2	
不动声色	bɐt7 dʊŋ6 sɪŋ1 sik7	
不动产	bɐt7 dʊŋ6 tsan2	
不凡	bɐt7 fan4	
[抔]饭	bɐt7 fan6	盛饭
不负众望	bɐt7 fu6 dzʊŋ3 mɔŋ6	
不费吹灰之力	bɐt7 fɐi3 tsœy1 fui1 dzi1 lik9	
不分彼此	bɐt7 fɐn1 bei2 tsi2	
不分皂白	bɐt7 fɐn1 dzou6 bak9	
不分昼夜	bɐt7 fɐn1 dzɐu3 jɛ6	
不分轩轾	bɐt7 fɐn1 hin1 dzi3	
不分轻重缓急	bɐt7 fɐn1 hɪŋ1 tsʊŋ5 wun6 gɐp7	
不分男女老幼	bɐt7 fɐn1 nam4 nœy5 lou5 jɐu3	
不分青红皂白	bɐt7 fɐn1 tsɪŋ1 hʊŋ4 dzou6 bak9	
不乏其人	bɐt7 fɐt9 kei4 jɐn4	
不慌不忙	bɐt7 fɔŋ1 bɐt7 mɔŋ4	
不妨	bɐt7 fɔŋ4	
不假思索	bɐt7 ga2 si1 sak8	
不覊	bɐt7 gei1	
笔记	bɐt7 gei3	
笔记本	bɐt7 gei3 bun2	
不见不散	bɐt7 gin3 bɐt7 san3	
不见棺材不掉泪	bɐt7 gin3 gun1 tsɔi4 bɐt7 diu6 lœy6	
不见经传	bɐt7 gin3 gɪŋ1 tsyn4	
不见天日	bɐt7 gin3 tin1 jɐt9	
不告而别	bɐt7 gou3 ji4 bit9	
不管	bɐt7 gun2	
不管三七二十一	bɐt7 gun2 sam1 tsɐt7 ji6 sɐp9 jɐt7	
不关痛痒	bɐt7 gwan1 tʊŋ3 jœŋ5	
不过	bɐt7 gwɔ3	
不过如此	bɐt7 gwɔ3 jy4 tsi2	
不光	bɐt7 gwɔŋ1	
不计其数	bɐt7 gɐi3 kei4 sou3	
不甘	bɐt7 gɐm1	
不禁	bɐt7 gɐm1	
不甘寂寞	bɐt7 gɐm1 dzik9 mɔk9	
不甘示弱	bɐt7 gɐm1 si6 jœk9	
不甘心	bɐt7 gɐm1 sɐm1	
不敢当	bɐt7 gɐm2 dɔŋ1	
不仅	bɐt7 gɐn2	
不仅仅	bɐt7 gɐn2 gɐn2	
不急不徐	bɐt7 gɐp7 bɐt7 tsœy4	
不急之务	bɐt7 gɐp7 dzi1 mou6	
不够	bɐt7 gɐu3	
笔杆	bɐt7 gɔn2	
不经一事，不长一智	bɐt7 gɪŋ1 jɐt7 si6 bɐt7 dzœŋ2 jɐt7 dzi3	
毕竟	bɐt7 gɪŋ2	
不景气	bɐt7 gɪŋ2 hei3	
笔供	bɐt7 gʊŋ1	
毕恭毕敬	bɐt7 gʊŋ1 bɐt7 gɪŋ3	
不公不义	bɐt7 gʊŋ1 bɐt7 ji6	
不共戴天	bɐt7 gʊŋ6 dai3 tin1	
不共戴天之仇	bɐt7 gʊŋ6 dai3 tin1 dzi1 sɐu4	
不孝	bɐt7 hau3	
不孝子	bɐt7 hau3 dzi2	
不孝有三	bɐt7 hau3 jɐu5 sam1	
不喜欢	bɐt7 hei2 fun1	
不好	bɐt7 hou2	
不堪	bɐt7 hɐm1	
不堪入耳	bɐt7 hɐm1 jɐp9 ji5	
不堪入目	bɐt7 hɐm1 jɐp9 mʊk9	
不堪一击	bɐt7 hɐm1 jɐt7 gik7	
不堪设想	bɐt7 hɐm1 tsit8 sœŋ2	
不含	bɐt7 hɐm4	
不含税	bɐt7 hɐm4 sœy3	
不含糊	bɐt7 hɐm4 wu4	
不合	bɐt7 hɐp9	
不合标准	bɐt7 hɐp9 biu1 dzœn2	
不合作	bɐt7 hɐp9 dzɔk8	
不合规定	bɐt7 hɐp9 kwɐi1 dɪŋ6	
不合时宜	bɐt7 hɐp9 si4 ji4	
不幸	bɐt7 hɐŋ6	
不幸中之大幸	bɐt7 hɐŋ6 dzʊŋ1 dzi1 dai6 hɐŋ6	
不可避免	bɐt7 hɔ2 bei6 min5	
不可知论	bɐt7 hɔ2 dzi1 lœn6	
不可战胜	bɐt7 hɔ2 dzin3 sɪŋ3	
不可捉摸	bɐt7 hɔ2 dzʊk7 mɔ2	
不可终日	bɐt7 hɔ2 dzʊŋ1 jɐt9	
不可多得	bɐt7 hɔ2 dɔ1 dɐk7	
不可告人	bɐt7 hɔ2 gou3 jɐn4	
不可救药	bɐt7 hɔ2 gɐu3 jœk9	
不可限量	bɐt7 hɔ2 han6 lœŋ6	
不可开交	bɐt7 hɔ2 hɔi1 gau1	
不可言喻	bɐt7 hɔ2 jin4 jy6	
不可逾越	bɐt7 hɔ2 jy4 jyt9	
不可一世	bɐt7 hɔ2 jɐt7 sɐi3	
不可理喻	bɐt7 hɔ2 lei5 jy6	
不可磨灭	bɐt7 hɔ2 mɔ4 mit9	
不可名状	bɐt7 hɔ2 mɪŋ4 dzɔŋ6	
不可能	bɐt7 hɔ2 nɐŋ4	
不可旁贷	bɐt7 hɔ2 pɔŋ4 tai3	
不可思议	bɐt7 hɔ2 si1 ji5	
不可数	bɐt7 hɔ2 sou2	
不可想像	bɐt7 hɔ2 sœŋ2 dzœŋ6	
不可收拾	bɐt7 hɔ2 sɐu1 sɐp9	
